userid,board_size,condition,board_type,solved_correct,validated_correct,time_solution,time_validation,actions_solution,actions_validation,time
22f580c9,6,full,easy,FALSE,FALSE,600542,86416,42,0,1.55448E+12
f4f58309,10,pruned,medium,TRUE,TRUE,64552,19381,2,3,1.55448E+12
e4c58238,6,full,easy,TRUE,TRUE,257824,76689,20,4,1.55448E+12
27e58321,10,pruned,hard,FALSE,FALSE,40472,44998,54,0,1.55448E+12
3cf580c7,6,pruned,easy,FALSE,FALSE,513613,83585,109,0,1.55448E+12
3db583aa,10,pruned,medium,TRUE,FALSE,87367,77652,6,3,1.55448E+12
33c5818d,6,full,easy,FALSE,FALSE,613383,166315,59,0,1.55448E+12
19d58478,10,full,hard,TRUE,FALSE,40536,48876,12,6,1.55448E+12
ebb5828a,10,full,easy,TRUE,TRUE,560462,36367,60,4,1.55448E+12
fbb58502,6,pruned,easy,FALSE,FALSE,38140,45604,3,0,1.55448E+12
93f5811e,6,pruned,easy,FALSE,FALSE,349374,51357,10,0,1.55448E+12
c5d58198,10,full,medium,FALSE,FALSE,356191,69419,90,0,1.55448E+12
aeb5862d,10,full,hard,FALSE,FALSE,91299,46436,2,0,1.55448E+12
1ba58665,6,pruned,easy,FALSE,FALSE,32472,17856,4,0,1.55448E+12
56b584cf,10,pruned,hard,TRUE,TRUE,270124,130646,17,26,1.55448E+12
f8d586d5,10,pruned,easy,TRUE,TRUE,173180,26953,6,3,1.55448E+12
23a58279,10,pruned,easy,TRUE,TRUE,258566,79843,8,3,1.55448E+12
72d587f7,10,full,hard,FALSE,FALSE,130486,45295,14,0,1.55448E+12
99b587e6,10,pruned,hard,TRUE,TRUE,93297,38996,10,4,1.55448E+12
4fa58511,10,pruned,medium,TRUE,TRUE,519798,129906,54,34,1.55448E+12
d0a58874,6,full,easy,TRUE,TRUE,189319,38443,17,4,1.55448E+12
4fa587ff,10,full,hard,FALSE,FALSE,96424,34976,12,0,1.55448E+12
87c5895b,10,pruned,medium,TRUE,FALSE,18604,2023,16,0,1.55448E+12
91f586cc,6,full,easy,FALSE,FALSE,593506,116097,96,0,1.55448E+12
47a58969,6,pruned,easy,TRUE,TRUE,70218,30545,11,3,1.55448E+12
dbe58a83,10,full,medium,TRUE,FALSE,62034,27942,4,2,1.55448E+12
bad589c5,6,pruned,easy,TRUE,TRUE,87832,30424,14,3,1.55448E+12
6dd588e6,10,full,medium,FALSE,FALSE,178741,82643,27,0,1.55448E+12
77d58870,10,pruned,medium,TRUE,TRUE,420803,25509,67,3,1.55448E+12
efa589db,10,full,easy,FALSE,FALSE,161295,14469,24,0,1.55448E+12
2dd58b3c,10,full,hard,FALSE,FALSE,39066,19940,8,0,1.55448E+12
24e58a14,6,full,easy,TRUE,TRUE,410545,40266,55,4,1.55448E+12
4cf589a5,10,pruned,hard,TRUE,TRUE,537600,57111,108,4,1.55448E+12
6af58b0d,6,pruned,easy,TRUE,TRUE,146067,41470,12,3,1.55448E+12
adf58cf8,10,full,medium,FALSE,FALSE,31347,25427,4,0,1.55448E+12
7ce58b1e,10,pruned,medium,FALSE,FALSE,582069,67466,81,0,1.55449E+12
c7c58d4d,6,pruned,easy,FALSE,FALSE,576530,9912,7,0,1.55449E+12
e4f58f31,10,pruned,medium,TRUE,TRUE,54072,42506,9,4,1.55449E+12
75d58ff2,6,full,easy,TRUE,TRUE,121039,43933,10,4,1.55449E+12
84a58fb6,10,full,medium,FALSE,FALSE,64965,29627,2,0,1.55449E+12
86b58ffd,10,pruned,hard,TRUE,TRUE,107560,81708,8,4,1.55449E+12
4ac58df4,10,pruned,hard,FALSE,FALSE,578521,83655,71,0,1.55449E+12
1fa5910b,10,full,medium,TRUE,FALSE,104857,10264,9,0,1.55449E+12
92f58f05,10,full,medium,FALSE,FALSE,435361,22552,38,0,1.55449E+12
80e591d4,10,pruned,hard,TRUE,TRUE,92192,25117,21,4,1.55449E+12
55a59255,6,full,easy,FALSE,FALSE,74141,12668,11,0,1.55449E+12
2ac591b0,10,pruned,easy,FALSE,FALSE,178110,92394,18,0,1.55449E+12
37d59204,10,pruned,hard,FALSE,FALSE,179671,35731,18,0,1.55449E+12
b2f58fbd,10,full,hard,FALSE,FALSE,357460,124331,33,0,1.55449E+12
dae59162,10,full,medium,TRUE,TRUE,434579,37179,74,4,1.55449E+12
1fe59295,6,pruned,easy,TRUE,FALSE,79110,18502,15,0,1.55449E+12
e1f593de,10,pruned,medium,TRUE,TRUE,128367,44576,2,3,1.55449E+12
46d5945f,6,full,easy,TRUE,TRUE,245260,28346,10,4,1.55449E+12
9fa593df,10,pruned,easy,FALSE,FALSE,133465,725994,11,0,1.55449E+12
c8e597d4,6,pruned,easy,FALSE,FALSE,25980,21500,1,0,1.55449E+12
a8b597cd,6,full,easy,TRUE,TRUE,99131,19854,15,4,1.55449E+12
86f596b5,10,pruned,hard,FALSE,FALSE,78344,66725,2,0,1.55449E+12
dbc59105,10,full,hard,FALSE,FALSE,528827,16805,130,0,1.55449E+12
a9d5979e,6,full,easy,FALSE,FALSE,352625,56859,49,0,1.55449E+12
5cf599df,10,full,hard,TRUE,FALSE,170835,44716,6,4,1.55449E+12
3dc59c17,10,full,easy,FALSE,FALSE,354540,13537,100,0,1.55449E+12
e2b59d5d,6,pruned,easy,TRUE,FALSE,40698,23776,4,3,1.55449E+12
daa59c50,10,pruned,hard,TRUE,FALSE,101031,59206,4,5,1.55449E+12
34b59cc7,10,pruned,medium,TRUE,TRUE,196544,44829,32,3,1.55449E+12
abf59f0c,6,full,easy,TRUE,FALSE,309535,61301,14,4,1.55449E+12
94f5a0a9,10,full,medium,FALSE,FALSE,111118,60888,17,0,1.55449E+12
aad5a289,6,pruned,easy,TRUE,TRUE,115581,31323,8,3,1.55449E+12
b9c59db1,10,full,medium,FALSE,FALSE,600524,1054836,47,0,1.55449E+12
efa5a41b,10,pruned,medium,TRUE,TRUE,86683,35043,8,3,1.55449E+12
d5b5a5bc,10,pruned,medium,FALSE,FALSE,46403,42265,2,0,1.55449E+12
13e5a30f,10,pruned,easy,TRUE,TRUE,167745,44442,43,3,1.55449E+12
d0d5a665,10,pruned,easy,TRUE,TRUE,210180,22815,10,3,1.55449E+12
7ee5a934,10,pruned,medium,TRUE,TRUE,64230,25083,11,3,1.55449E+12
22c5aae4,10,pruned,medium,TRUE,TRUE,272694,68749,52,3,1.55449E+12
a2d5b09b,10,full,easy,FALSE,FALSE,170649,62360,2,0,1.55449E+12
86a5c03e,10,full,hard,TRUE,FALSE,153970,46542,7,5,1.5545E+12
2ba6d68b,10,full,hard,TRUE,TRUE,12441,23067,4,5,1.55457E+12
d1a6dc33,10,pruned,medium,FALSE,FALSE,64789,35636,2,0,1.55457E+12
b5a6dc1f,10,pruned,easy,FALSE,FALSE,123321,54206,25,0,1.55457E+12
48e6dc30,10,full,hard,FALSE,FALSE,51801,21583,6,0,1.55457E+12
35f80ac0,6,full,hard,FALSE,FALSE,2425,2085,2,0,1.55465E+12
