position,solved,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,board_size,board_type,condition
9_4,wrong,89cbc391,click,logs/10_easy_full_dec19,2,0.398,1.5136E+12,1.5136E+12,152,FALSE,2,10,easy,full
9_3,wrong,89cbc391,click,logs/10_easy_full_dec19,1,2.177,1.5136E+12,1.5136E+12,153,FALSE,3,10,easy,full
9_4,wrong,89cbc391,reset,logs/10_easy_full_dec19,1,0.487,1.5136E+12,1.5136E+12,154,TRUE,1,10,easy,full
9_8,wrong,89cbc391,click,logs/10_easy_full_dec19,2,0.511,1.5136E+12,1.5136E+12,155,FALSE,2,10,easy,full
9_9,wrong,89cbc391,click,logs/10_easy_full_dec19,1,0.753,1.5136E+12,1.5136E+12,156,FALSE,3,10,easy,full
8_8,wrong,89cbc391,click,logs/10_easy_full_dec19,2,0.585,1.5136E+12,1.5136E+12,157,FALSE,4,10,easy,full
9_4,wrong,89cbc391,reset,logs/10_easy_full_dec19,1,0.447,1.5136E+12,1.5136E+12,158,TRUE,1,10,easy,full
9_8,wrong,89cbc391,click,logs/10_easy_full_dec19,2,0.964,1.5136E+12,1.5136E+12,159,FALSE,2,10,easy,full
9_9,wrong,89cbc391,click,logs/10_easy_full_dec19,1,0.887,1.5136E+12,1.5136E+12,160,FALSE,3,10,easy,full
4_4,wrong,89cbc391,click,logs/10_easy_full_dec19,2,2.287,1.5136E+12,1.5136E+12,161,FALSE,4,10,easy,full
4_7,wrong,89cbc391,click,logs/10_easy_full_dec19,1,9.097,1.5136E+12,1.5136E+12,162,FALSE,5,10,easy,full
9_4,wrong,89cbc391,reset,logs/10_easy_full_dec19,1,1.215,1.5136E+12,1.5136E+12,163,TRUE,1,10,easy,full
9_8,wrong,89cbc391,click,logs/10_easy_full_dec19,2,0.643,1.5136E+12,1.5136E+12,164,FALSE,2,10,easy,full
9_9,wrong,89cbc391,click,logs/10_easy_full_dec19,1,0.479,1.5136E+12,1.5136E+12,165,FALSE,3,10,easy,full
4_4,wrong,89cbc391,click,logs/10_easy_full_dec19,2,1.05,1.5136E+12,1.5136E+12,166,FALSE,4,10,easy,full
5_4,wrong,89cbc391,click,logs/10_easy_full_dec19,1,0.527,1.5136E+12,1.5136E+12,167,FALSE,5,10,easy,full
4_7,wrong,89cbc391,click,logs/10_easy_full_dec19,2,6.831,1.5136E+12,1.5136E+12,168,FALSE,6,10,easy,full
6_5,wrong,89cbc391,click,logs/10_easy_full_dec19,1,0.416,1.5136E+12,1.5136E+12,169,FALSE,7,10,easy,full
7_7,wrong,89cbc391,click,logs/10_easy_full_dec19,2,3.616,1.5136E+12,1.5136E+12,170,FALSE,8,10,easy,full
8_7,wrong,89cbc391,click,logs/10_easy_full_dec19,1,1.77,1.5136E+12,1.5136E+12,171,FALSE,9,10,easy,full
4_9,wrong,8de6a2af,,logs/10_easy_full_dec19,1,0.001,1.51229E+12,1.51229E+12,1,TRUE,1,10,easy,full
0_5,wrong,8de6a2af,click,logs/10_easy_full_dec19,2,2.446,1.51229E+12,1.51229E+12,2,FALSE,2,10,easy,full
1_9,wrong,8de6a2af,click,logs/10_easy_full_dec19,1,40.087,1.51229E+12,1.51229E+12,3,FALSE,3,10,easy,full
1_8,wrong,8de6a2af,click,logs/10_easy_full_dec19,2,1.697,1.51229E+12,1.51229E+12,4,FALSE,4,10,easy,full
2_9,wrong,8de6a2af,click,logs/10_easy_full_dec19,1,2.424,1.51229E+12,1.51229E+12,5,FALSE,5,10,easy,full
0_9,wrong,8de6a2af,click,logs/10_easy_full_dec19,2,10.61,1.51229E+12,1.51229E+12,6,FALSE,6,10,easy,full
5_9,wrong,8de6a2af,click,logs/10_easy_full_dec19,1,1.054,1.51229E+12,1.51229E+12,7,FALSE,7,10,easy,full
4_9,validatedCorrect,92a70054,,logs/10_easy_full_dec19,1,0.004,1.51231E+12,1.51231E+12,1,TRUE,1,10,easy,full
0_5,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,2.688,1.51231E+12,1.51231E+12,2,FALSE,2,10,easy,full
5_9,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,5.068,1.51231E+12,1.51231E+12,3,FALSE,3,10,easy,full
9_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,16.711,1.51231E+12,1.51231E+12,4,FALSE,4,10,easy,full
0_5,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,4.057,1.51231E+12,1.51231E+12,5,TRUE,1,10,easy,full
8_5,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,10.161,1.51231E+12,1.51231E+12,6,TRUE,1,10,easy,full
9_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,3.575,1.51231E+12,1.51231E+12,7,FALSE,2,10,easy,full
9_3,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,2.136,1.51231E+12,1.51231E+12,8,FALSE,3,10,easy,full
9_4,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,1.057,1.51231E+12,1.51231E+12,9,FALSE,3,10,easy,full
6_7,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,1.734,1.51231E+12,1.51231E+12,10,TRUE,1,10,easy,full
9_4,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,3.463,1.51231E+12,1.51231E+12,11,FALSE,2,10,easy,full
1_8,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,15.467,1.51231E+12,1.51231E+12,12,TRUE,1,10,easy,full
1_9,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,4.544,1.51231E+12,1.51231E+12,13,FALSE,2,10,easy,full
4_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,8.608,1.51231E+12,1.51231E+12,14,FALSE,3,10,easy,full
1_8,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,6.548,1.51231E+12,1.51231E+12,15,TRUE,1,10,easy,full
1_9,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,1.821,1.51231E+12,1.51231E+12,16,FALSE,2,10,easy,full
9_8,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,2.99,1.51231E+12,1.51231E+12,17,TRUE,1,10,easy,full
9_4,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,7.033,1.51231E+12,1.51231E+12,18,FALSE,2,10,easy,full
9_3,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,4.184,1.51231E+12,1.51231E+12,19,FALSE,3,10,easy,full
4_9,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,1.866,1.51231E+12,1.51231E+12,20,TRUE,1,10,easy,full
0_5,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,6.586,1.51231E+12,1.51231E+12,21,FALSE,2,10,easy,full
5_9,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,12.28,1.51231E+12,1.51231E+12,22,FALSE,3,10,easy,full
4_4,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,11.67,1.51231E+12,1.51231E+12,23,FALSE,4,10,easy,full
5_4,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,2.513,1.51231E+12,1.51231E+12,24,FALSE,5,10,easy,full
4_7,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,6.492,1.51231E+12,1.51231E+12,25,FALSE,6,10,easy,full
4_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,4.093,1.51231E+12,1.51231E+12,26,FALSE,7,10,easy,full
9_4,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,21.905,1.51231E+12,1.51231E+12,27,TRUE,1,10,easy,full
4_9,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,2.027,1.51231E+12,1.51231E+12,28,TRUE,1,10,easy,full
0_5,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,2.507,1.51231E+12,1.51231E+12,29,FALSE,2,10,easy,full
5_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,9.166,1.51231E+12,1.51231E+12,30,FALSE,3,10,easy,full
6_6,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,11.034,1.51231E+12,1.51231E+12,31,TRUE,1,10,easy,full
6_7,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,1.217,1.51231E+12,1.51231E+12,32,TRUE,1,10,easy,full
9_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,7.435,1.51231E+12,1.51231E+12,33,FALSE,2,10,easy,full
9_4,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,1.772,1.51231E+12,1.51231E+12,34,FALSE,3,10,easy,full
6_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,2.032,1.51231E+12,1.51231E+12,35,FALSE,4,10,easy,full
4_4,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,2,3.277,1.51231E+12,1.51231E+12,36,FALSE,4,10,easy,full
5_4,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,1,1.423,1.51231E+12,1.51231E+12,37,FALSE,5,10,easy,full
8_5,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,4.016,1.51231E+12,1.51231E+12,38,FALSE,6,10,easy,full
4_4,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,4.082,1.51231E+12,1.51231E+12,39,TRUE,1,10,easy,full
4_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,6.858,1.51231E+12,1.51231E+12,40,FALSE,2,10,easy,full
4_4,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,2.229,1.51231E+12,1.51231E+12,41,TRUE,1,10,easy,full
4_4,validatedCorrect,92a70054,reset,logs/10_easy_full_dec19,1,2.311,1.51231E+12,1.51231E+12,42,TRUE,1,10,easy,full
8_5,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,1.649,1.51231E+12,1.51231E+12,43,FALSE,2,10,easy,full
7_7,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,12.753,1.51231E+12,1.51231E+12,44,TRUE,1,10,easy,full
8_5,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,1.887,1.51231E+12,1.51231E+12,45,TRUE,1,10,easy,full
8_5,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,1,2.643,1.51231E+12,1.51231E+12,46,TRUE,1,10,easy,full
9_8,validatedCorrect,92a70054,click,logs/10_easy_full_dec19,2,3.705,1.51231E+12,1.51231E+12,47,FALSE,2,10,easy,full
9_4,validatedCorrect,92a70054,undo,logs/10_easy_full_dec19,2,1.557,1.51231E+12,1.51231E+12,48,FALSE,2,10,easy,full
0_5,wrong,9ae751bc,,logs/10_easy_full_dec19,1,0.002,1.51233E+12,1.51233E+12,1,TRUE,1,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,2.147,1.51233E+12,1.51233E+12,2,FALSE,2,10,easy,full
1_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,7.894,1.51233E+12,1.51233E+12,3,FALSE,3,10,easy,full
1_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.25,1.51233E+12,1.51233E+12,4,FALSE,4,10,easy,full
1_8,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,7.58,1.51233E+12,1.51233E+12,5,TRUE,1,10,easy,full
1_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.389,1.51233E+12,1.51233E+12,6,FALSE,2,10,easy,full
2_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,12.266,1.51233E+12,1.51233E+12,7,FALSE,3,10,easy,full
0_5,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,3.405,1.51233E+12,1.51233E+12,8,TRUE,1,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.51,1.51233E+12,1.51233E+12,9,FALSE,2,10,easy,full
1_8,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,0.995,1.51233E+12,1.51233E+12,10,TRUE,1,10,easy,full
1_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.919,1.51233E+12,1.51233E+12,11,FALSE,2,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,21.363,1.51233E+12,1.51233E+12,12,FALSE,3,10,easy,full
0_5,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,2.102,1.51233E+12,1.51233E+12,13,FALSE,4,10,easy,full
4_9,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,11.498,1.51233E+12,1.51233E+12,14,TRUE,1,10,easy,full
0_5,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,2.217,1.51233E+12,1.51233E+12,15,FALSE,2,10,easy,full
0_5,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,14.03,1.51233E+12,1.51233E+12,16,TRUE,1,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.88,1.51233E+12,1.51233E+12,17,FALSE,2,10,easy,full
1_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,12.234,1.51233E+12,1.51233E+12,18,FALSE,3,10,easy,full
1_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,2.79,1.51233E+12,1.51233E+12,19,FALSE,4,10,easy,full
2_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,1.431,1.51233E+12,1.51233E+12,20,FALSE,5,10,easy,full
0_5,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,15.176,1.51233E+12,1.51233E+12,21,TRUE,1,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,3.419,1.51233E+12,1.51233E+12,22,FALSE,2,10,easy,full
1_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,10.086,1.51233E+12,1.51233E+12,23,FALSE,3,10,easy,full
1_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,0.654,1.51233E+12,1.51233E+12,24,FALSE,4,10,easy,full
0_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,14.617,1.51233E+12,1.51233E+12,25,FALSE,5,10,easy,full
1_8,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,1.888,1.51233E+12,1.51233E+12,26,TRUE,1,10,easy,full
1_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,2.793,1.51233E+12,1.51233E+12,27,FALSE,2,10,easy,full
0_5,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,14.161,1.51233E+12,1.51233E+12,28,FALSE,3,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,0.845,1.51233E+12,1.51233E+12,29,FALSE,4,10,easy,full
1_9,wrong,9ae751bc,reset,logs/10_easy_full_dec19,1,0.926,1.51233E+12,1.51233E+12,30,TRUE,1,10,easy,full
1_8,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.745,1.51233E+12,1.51233E+12,31,FALSE,2,10,easy,full
4_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,5.705,1.51233E+12,1.51233E+12,32,FALSE,3,10,easy,full
0_5,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,1.918,1.51233E+12,1.51233E+12,33,FALSE,4,10,easy,full
2_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,2.641,1.51233E+12,1.51233E+12,34,FALSE,5,10,easy,full
0_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,2,5.797,1.51233E+12,1.51233E+12,35,FALSE,6,10,easy,full
5_9,wrong,9ae751bc,click,logs/10_easy_full_dec19,1,10.54,1.51233E+12,1.51233E+12,36,FALSE,7,10,easy,full
6_4,validatedCorrect,a2d68973,,logs/10_easy_full_dec19,1,0.002,1.51228E+12,1.51228E+12,1,TRUE,1,10,easy,full
5_1,validatedCorrect,a2d68973,undo,logs/10_easy_full_dec19,1,36.654,1.51228E+12,1.51228E+12,2,TRUE,1,10,easy,full
4_4,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,2,9.345,1.51228E+12,1.51228E+12,3,FALSE,2,10,easy,full
5_4,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,1,5.524,1.51228E+12,1.51228E+12,4,FALSE,3,10,easy,full
4_7,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,2,16.954,1.51228E+12,1.51228E+12,5,FALSE,4,10,easy,full
4_8,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,1,2.182,1.51228E+12,1.51228E+12,6,FALSE,5,10,easy,full
3_0,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,2,17.341,1.51228E+12,1.51228E+12,7,FALSE,6,10,easy,full
4_1,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,1,5.059,1.51228E+12,1.51228E+12,8,FALSE,7,10,easy,full
2_0,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,2,5.958,1.51228E+12,1.51228E+12,9,FALSE,8,10,easy,full
3_1,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,1,9.804,1.51228E+12,1.51228E+12,10,FALSE,9,10,easy,full
1_0,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,2,1.297,1.51228E+12,1.51228E+12,11,FALSE,10,10,easy,full
2_1,validatedCorrect,a2d68973,click,logs/10_easy_full_dec19,1,2.911,1.51228E+12,1.51228E+12,12,FALSE,11,10,easy,full
0_5,wrong,abdacc98,,logs/10_easy_full_dec19,1,0.001,1.51354E+12,1.51354E+12,1,TRUE,1,10,easy,full
4_9,wrong,abdacc98,click,logs/10_easy_full_dec19,2,1.967,1.51354E+12,1.51354E+12,2,FALSE,2,10,easy,full
1_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,5.754,1.51354E+12,1.51354E+12,3,FALSE,3,10,easy,full
1_9,wrong,abdacc98,click,logs/10_easy_full_dec19,2,0.873,1.51354E+12,1.51354E+12,4,FALSE,4,10,easy,full
2_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,15.764,1.51354E+12,1.51354E+12,5,FALSE,5,10,easy,full
4_8,wrong,abdacc98,click,logs/10_easy_full_dec19,2,0.615,1.51354E+12,1.51354E+12,6,FALSE,6,10,easy,full
4_7,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.553,1.51354E+12,1.51354E+12,7,FALSE,7,10,easy,full
0_5,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,13.82,1.51354E+12,1.51354E+12,8,TRUE,1,10,easy,full
4_9,wrong,abdacc98,click,logs/10_easy_full_dec19,2,2.918,1.51354E+12,1.51354E+12,9,FALSE,2,10,easy,full
1_9,wrong,abdacc98,click,logs/10_easy_full_dec19,1,3.877,1.51354E+12,1.51354E+12,10,FALSE,3,10,easy,full
1_8,wrong,abdacc98,click,logs/10_easy_full_dec19,2,0.591,1.51354E+12,1.51354E+12,11,FALSE,4,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,23.742,1.51354E+12,1.51354E+12,12,FALSE,5,10,easy,full
4_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,3.173,1.51354E+12,1.51354E+12,13,FALSE,6,10,easy,full
4_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,1.231,1.51354E+12,1.51354E+12,14,FALSE,7,10,easy,full
1_3,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,3.606,1.51354E+12,1.51354E+12,15,TRUE,1,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,2.579,1.51354E+12,1.51354E+12,16,FALSE,2,10,easy,full
5_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,1.769,1.51354E+12,1.51354E+12,17,FALSE,3,10,easy,full
8_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,9.984,1.51354E+12,1.51354E+12,18,FALSE,4,10,easy,full
4_7,wrong,abdacc98,undo,logs/10_easy_full_dec19,2,2.953,1.51354E+12,1.51354E+12,19,FALSE,4,10,easy,full
4_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.943,1.51354E+12,1.51354E+12,20,FALSE,5,10,easy,full
6_5,wrong,abdacc98,click,logs/10_easy_full_dec19,2,3.775,1.51354E+12,1.51354E+12,21,FALSE,6,10,easy,full
8_7,wrong,abdacc98,click,logs/10_easy_full_dec19,1,1.518,1.51354E+12,1.51354E+12,22,FALSE,7,10,easy,full
9_4,wrong,abdacc98,undo,logs/10_easy_full_dec19,2,11.05,1.51354E+12,1.51354E+12,23,FALSE,6,10,easy,full
4_7,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,17.004,1.51354E+12,1.51354E+12,24,TRUE,1,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,6.986,1.51354E+12,1.51354E+12,25,FALSE,2,10,easy,full
5_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.88,1.51354E+12,1.51354E+12,26,FALSE,3,10,easy,full
9_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,9.479,1.51354E+12,1.51354E+12,27,FALSE,4,10,easy,full
9_8,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,2.541,1.51354E+12,1.51354E+12,28,TRUE,1,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,1.886,1.51354E+12,1.51354E+12,29,FALSE,2,10,easy,full
5_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.616,1.51354E+12,1.51354E+12,30,FALSE,3,10,easy,full
4_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,4.772,1.51354E+12,1.51354E+12,31,FALSE,4,10,easy,full
4_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.538,1.51354E+12,1.51354E+12,32,FALSE,5,10,easy,full
6_5,wrong,abdacc98,click,logs/10_easy_full_dec19,2,7.993,1.51354E+12,1.51354E+12,33,FALSE,6,10,easy,full
7_2,wrong,abdacc98,undo,logs/10_easy_full_dec19,2,1.542,1.51354E+12,1.51354E+12,34,FALSE,6,10,easy,full
6_5,wrong,abdacc98,click,logs/10_easy_full_dec19,1,2.025,1.51354E+12,1.51354E+12,35,FALSE,7,10,easy,full
5_4,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,6.512,1.51354E+12,1.51354E+12,36,TRUE,1,10,easy,full
9_8,wrong,abdacc98,click,logs/10_easy_full_dec19,2,3.454,1.51354E+12,1.51354E+12,37,FALSE,2,10,easy,full
9_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,2.428,1.51354E+12,1.51354E+12,38,FALSE,3,10,easy,full
9_9,wrong,abdacc98,click,logs/10_easy_full_dec19,2,16.147,1.51354E+12,1.51354E+12,39,FALSE,4,10,easy,full
9_8,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,1.398,1.51354E+12,1.51354E+12,40,TRUE,1,10,easy,full
9_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,4.3,1.51354E+12,1.51354E+12,41,FALSE,2,10,easy,full
9_3,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.966,1.51354E+12,1.51354E+12,42,FALSE,3,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,13.157,1.51354E+12,1.51354E+12,43,FALSE,4,10,easy,full
5_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.817,1.51354E+12,1.51354E+12,44,FALSE,5,10,easy,full
4_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,7.019,1.51354E+12,1.51354E+12,45,FALSE,6,10,easy,full
6_5,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.91,1.51354E+12,1.51354E+12,46,FALSE,7,10,easy,full
8_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,4.091,1.51354E+12,1.51354E+12,47,FALSE,8,10,easy,full
7_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,1.91,1.51354E+12,1.51354E+12,48,FALSE,9,10,easy,full
4_4,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,12.913,1.51354E+12,1.51354E+12,49,TRUE,1,10,easy,full
9_8,wrong,abdacc98,click,logs/10_easy_full_dec19,2,8.584,1.51354E+12,1.51354E+12,50,FALSE,2,10,easy,full
9_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,1.272,1.51354E+12,1.51354E+12,51,FALSE,3,10,easy,full
6_2,wrong,abdacc98,click,logs/10_easy_full_dec19,2,15.154,1.51354E+12,1.51354E+12,52,FALSE,4,10,easy,full
9_4,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,2.27,1.51354E+12,1.51354E+12,53,TRUE,1,10,easy,full
9_8,wrong,abdacc98,click,logs/10_easy_full_dec19,2,3.597,1.51354E+12,1.51354E+12,54,FALSE,2,10,easy,full
9_9,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.64,1.51354E+12,1.51354E+12,55,FALSE,3,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,1.912,1.51354E+12,1.51354E+12,56,FALSE,4,10,easy,full
5_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,1.766,1.51354E+12,1.51354E+12,57,FALSE,5,10,easy,full
4_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,3.716,1.51354E+12,1.51354E+12,58,FALSE,6,10,easy,full
4_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.574,1.51354E+12,1.51354E+12,59,FALSE,7,10,easy,full
7_2,wrong,abdacc98,click,logs/10_easy_full_dec19,2,9.424,1.51354E+12,1.51354E+12,60,FALSE,8,10,easy,full
6_5,wrong,abdacc98,click,logs/10_easy_full_dec19,1,5.67,1.51354E+12,1.51354E+12,61,FALSE,9,10,easy,full
9_4,wrong,abdacc98,reset,logs/10_easy_full_dec19,1,37.019,1.51354E+12,1.51354E+12,62,TRUE,1,10,easy,full
9_8,wrong,abdacc98,click,logs/10_easy_full_dec19,2,0.88,1.51354E+12,1.51354E+12,63,FALSE,2,10,easy,full
9_9,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.832,1.51354E+12,1.51354E+12,64,FALSE,3,10,easy,full
4_4,wrong,abdacc98,click,logs/10_easy_full_dec19,2,2.576,1.51354E+12,1.51354E+12,65,FALSE,4,10,easy,full
5_4,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.529,1.51354E+12,1.51354E+12,66,FALSE,5,10,easy,full
4_7,wrong,abdacc98,click,logs/10_easy_full_dec19,2,2.198,1.51354E+12,1.51354E+12,67,FALSE,6,10,easy,full
4_8,wrong,abdacc98,click,logs/10_easy_full_dec19,1,0.463,1.51354E+12,1.51354E+12,68,FALSE,7,10,easy,full
5_6,wrong,abdacc98,click,logs/10_easy_full_dec19,2,8.914,1.51354E+12,1.51354E+12,69,FALSE,8,10,easy,full
6_5,wrong,abdacc98,click,logs/10_easy_full_dec19,1,2.341,1.51354E+12,1.51354E+12,70,FALSE,9,10,easy,full
1_8,wrong,acc6e9d4,,logs/10_easy_full_dec19,1,0.001,1.5123E+12,1.5123E+12,1,TRUE,1,10,easy,full
1_9,wrong,acc6e9d4,click,logs/10_easy_full_dec19,2,7.911,1.5123E+12,1.5123E+12,2,FALSE,2,10,easy,full
4_9,wrong,acc6e9d4,click,logs/10_easy_full_dec19,1,16.877,1.5123E+12,1.5123E+12,3,FALSE,3,10,easy,full
0_5,wrong,acc6e9d4,click,logs/10_easy_full_dec19,2,1.721,1.5123E+12,1.5123E+12,4,FALSE,4,10,easy,full
2_8,wrong,acc6e9d4,click,logs/10_easy_full_dec19,1,1.616,1.5123E+12,1.5123E+12,5,FALSE,5,10,easy,full
1_8,wrong,acc6e9d4,reset,logs/10_easy_full_dec19,1,51.712,1.5123E+12,1.5123E+12,6,TRUE,1,10,easy,full
1_9,wrong,acc6e9d4,click,logs/10_easy_full_dec19,2,0.641,1.5123E+12,1.5123E+12,7,FALSE,2,10,easy,full
