userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
d3b525de,6_easy_full,6,easy,full,wrong,reset,1511204783102,263458,,,,,,,,,0.193,5.712,reset,,0,,1511204782909
d3b525de,6_easy_full,6,easy,full,wrong,reset,1511204783269,263625,,,,,,,,,0.167,5.879,reset,,0,,1511204783102
d3b525de,6_easy_full,6,easy,full,wrong,reset,1511204815008,295364,,,,,,,,,31.739,37.618,reset,,0,,1511204783269
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204842546,322902,1,0.5833333333333333,6,12.083333333333334,11.722222222222221,19,,2_5,27.538,65.156,reset,26,1,True,1511204815008
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204849267,329623,2,11.25,2,10000,10000,18,,3_1,6.721,6.721,click,27,2,False,1511204842546
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204851918,332274,1,10.14,0,10.14,-10000,17,9.556666666666667,4_1,2.651,2.651,click,28,3,False,1511204849267
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204855279,335635,2,11.0,0,11.0,11.0,16,-0.25,4_4,3.361,3.361,click,29,4,False,1511204851918
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204856047,336403,1,-10000,1,1.5,-10000,15,-10010.14,3_5,0.768,0.768,click,30,5,False,1511204855279
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204861424,341780,2,10000,0,10000,2.6700000000000004,14,9989.0,4_5,5.377,5.377,click,31,6,False,1511204856047
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204863104,343460,,-10000,,,,,-10010.14,4_5,1.68,1.68,click,,6,,1511204861424
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204863343,343699,,-10000,,,,,-10010.14,3_5,0.239,1.919,undo,,5,,1511204863104
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204863847,344203,,,,,,,-10010.14,4_4,0.504,2.423,undo,,4,,1511204863343
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204864039,344395,,,,,,,-10010.14,4_1,0.192,2.615,undo,,3,,1511204863847
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204864219,344575,,,,,,,-10010.14,3_1,0.18,2.795,undo,,2,,1511204864039
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204864471,344827,,,,,,,-10010.14,2_5,0.252,3.047,undo,,1,,1511204864219
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204876842,357198,1,0.3611111111111111,9,12.083333333333334,11.722222222222221,19,,3_1,12.371,15.418,undo,32,1,True,1511204864471
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204879998,360354,2,11.0,1,10000,11.0,18,,4_1,3.156,3.156,click,33,2,False,1511204876842
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204882074,362430,1,5.25,0,5.25,-10000,17,4.888888888888889,4_4,2.076,2.076,click,34,3,False,1511204879998
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204885325,365681,2,0.0,8,11.0,11.0,16,-11.0,4_5,3.251,3.251,click,35,4,False,1511204882074
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204888111,368467,,5.25,,,,,4.888888888888889,4_5,2.786,2.786,click,,4,,1511204885325
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204888254,368610,,5.25,,,,,4.888888888888889,4_4,0.143,2.929,undo,,3,,1511204888111
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204888399,368755,,,,,,,4.888888888888889,4_1,0.145,3.074,undo,,2,,1511204888254
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204888529,368885,,,,,,,4.888888888888889,3_1,0.13,3.204,undo,,1,,1511204888399
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204897937,378293,1,1.1400000000000001,5,12.083333333333334,11.722222222222221,19,,4_4,9.408,12.612,undo,36,1,True,1511204888529
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204903696,384052,2,11.25,0,11.25,11.25,18,,3_1,5.759,5.759,click,37,2,False,1511204897937
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204904812,385168,1,5.25,0,5.25,-10000,17,4.109999999999999,4_1,1.116,1.116,click,38,3,False,1511204903696
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204919440,399796,2,0.0,8,11.0,11.0,16,-11.25,5_0,14.628,14.628,click,39,4,False,1511204904812
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204933407,413763,1,0.6649659863945578,4,12.083333333333334,11.722222222222221,15,-4.585034013605442,5_2,13.967,13.967,click,40,5,False,1511204919440
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204933719,414075,2,0.2222222222222222,6,0.5,0.25,14,0.2222222222222222,5_3,0.312,0.312,click,41,6,False,1511204933407
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204934055,414411,1,0.0,9,12.083333333333334,11.722222222222221,13,-0.6649659863945578,5_4,0.336,0.336,click,42,7,False,1511204933719
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204936518,416874,,0.0,,,,,-0.6649659863945578,5_4,2.463,2.463,click,,7,,1511204934055
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204936972,417328,,,,,,,-0.6649659863945578,5_3,0.454,2.917,undo,,6,,1511204936518
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204938222,418578,,,,,,,-0.6649659863945578,5_2,1.25,4.167,undo,,5,,1511204936972
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204938821,419177,,,,,,,-0.6649659863945578,5_0,0.599,4.766,undo,,4,,1511204938222
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204938987,419343,,,,,,,-0.6649659863945578,4_1,0.166,4.932,undo,,3,,1511204938821
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204939132,419488,,,,,,,-0.6649659863945578,3_1,0.145,5.077,undo,,2,,1511204938987
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204939299,419655,,,,,,,-0.6649659863945578,4_4,0.167,5.244,undo,,1,,1511204939132
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204975765,456121,1,0,16,12.083333333333334,11.722222222222221,19,,5_5,36.466,41.71,undo,43,1,True,1511204939299
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204981357,461713,2,10000,0,10000,10000,18,,4_4,5.592,5.592,click,44,2,False,1511204975765
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204986758,467114,,0,,,,,,4_4,5.401,5.401,click,,2,,1511204981357
d3b525de,6_easy_full,6,easy,full,wrong,undo,1511204989482,469838,,0,,,,,,5_5,2.724,8.125,undo,,1,,1511204986758
d3b525de,6_easy_full,6,easy,full,wrong,click,1511204996800,477156,1,0.4722222222222222,8,12.083333333333334,11.722222222222221,19,,4_5,7.318,15.443,undo,45,1,True,1511204989482
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205006159,486515,2,11.25,1,10000,11.25,18,,3_1,9.359,9.359,click,46,2,False,1511204996800
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205009604,489960,1,10.14,0,10.14,-10000,17,9.66777777777778,4_1,3.445,3.445,click,47,3,False,1511205006159
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205011620,491976,2,0.0,9,11.0,11.0,16,-11.25,4_4,2.016,2.016,click,48,4,False,1511205009604
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205012579,492935,1,19.86111111111111,0,19.86111111111111,15.61111111111111,15,9.72111111111111,3_5,0.959,0.959,click,49,5,False,1511205011620
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205016479,496835,2,-10000,1,1.25,-10000,14,-10000.0,5_4,3.9,3.9,click,50,6,False,1511205012579
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205017391,497747,1,10000,0,10000,10000,13,9980.138888888889,2_5,0.912,0.912,click,51,7,False,1511205016479
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205024891,505247,2,-10000,0,-10000,-10000,12,0,1_4,7.5,7.5,click,52,8,False,1511205017391
d3b525de,6_easy_full,6,easy,full,wrong,click,1511205025624,505980,1,10000,0,10000,10000,11,0,1_5,0.733,0.733,click,53,9,False,1511205024891
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276058461,81677,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,81.655,0,,1,1,True,1512275976806
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276066108,89324,2,-10000,1,1.25,-10000,18,,1_4,7.647,7.647,click,2,2,False,1512276058461
d6b67ee1,6_easy_full,6,easy,full,wrong,undo,1512276069132,92348,,12.083333333333334,,,,,,1_4,3.024,3.024,click,,2,,1512276066108
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276070693,93909,2,-10000,1,1.25,-10000,18,,0_4,1.561,4.585,undo,3,2,False,1512276069132
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276074147,97363,1,10000,0,10000,19.5,17,9987.916666666666,0_2,3.454,3.454,click,4,3,False,1512276070693
d6b67ee1,6_easy_full,6,easy,full,wrong,undo,1512276076575,99791,,10000,,,,,9987.916666666666,0_2,2.428,2.428,click,,3,,1512276074147
d6b67ee1,6_easy_full,6,easy,full,wrong,undo,1512276076724,99940,,,,,,,9987.916666666666,0_4,0.149,2.577,undo,,2,,1512276076575
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276078756,101972,2,1.25,0,1.25,-10000,18,,0_2,2.032,4.609,undo,5,2,False,1512276076724
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276094033,117249,1,0.5,7,19.5,11.0,17,,0_5,15.277,15.277,click,6,3,False,1512276078756
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276095174,118390,2,0.0,9,10000,10000,16,-1.25,0_4,1.141,1.141,click,7,4,False,1512276094033
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276111057,134273,1,15.5,1,10000,15.5,15,15.0,2_5,15.883,15.883,click,8,5,False,1512276095174
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276112361,135577,2,10.14,0,10.14,-10000,14,10.14,1_5,1.304,1.304,click,9,6,False,1512276111057
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276116396,139612,1,0.0,9,11.0,1.3327437641723356,13,-15.5,1_4,4.035,4.035,click,10,7,False,1512276112361
d6b67ee1,6_easy_full,6,easy,full,wrong,reset,1512276118850,142066,,0.0,,,,,-15.5,,2.454,2.454,click,,7,,1512276116396
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276155676,178892,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,36.826,39.28,reset,11,1,True,1512276118850
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276157105,180321,2,1.25,0,1.25,-10000,18,,0_2,1.429,1.429,click,12,2,False,1512276155676
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276158384,181600,1,19.5,0,19.5,11.0,17,7.416666666666666,1_5,1.279,1.279,click,13,3,False,1512276157105
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276176837,200053,2,1.0,0,1.0,-10000,16,-0.25,1_4,18.453,18.453,click,14,4,False,1512276158384
d6b67ee1,6_easy_full,6,easy,full,wrong,reset,1512276193115,216331,,19.5,,,,,7.416666666666666,,16.278,16.278,click,,4,,1512276176837
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276206910,230126,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,13.795,30.073,reset,15,1,True,1512276193115
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276208949,232165,2,1.25,0,1.25,-10000,18,,0_2,2.039,2.039,click,16,2,False,1512276206910
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276215162,238378,1,19.5,0,19.5,11.0,17,7.416666666666666,1_5,6.213,6.213,click,17,3,False,1512276208949
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276217245,240461,2,1.0,0,1.0,-10000,16,-0.25,1_4,2.083,2.083,click,18,4,False,1512276215162
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276246559,269775,1,11.25,1,10000,11.25,15,-8.25,4_5,29.314,29.314,click,19,5,False,1512276217245
d6b67ee1,6_easy_full,6,easy,full,wrong,reset,1512276250191,273407,,11.25,,,,,-8.25,,3.632,3.632,click,,5,,1512276246559
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276264776,287992,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,14.585,18.217,reset,20,1,True,1512276250191
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276266756,289972,2,1.25,0,1.25,-10000,18,,0_2,1.98,1.98,click,21,2,False,1512276264776
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276269658,292874,1,19.5,0,19.5,11.0,17,7.416666666666666,1_5,2.902,2.902,click,22,3,False,1512276266756
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276273289,296505,2,1.0,0,1.0,-10000,16,-0.25,1_4,3.631,3.631,click,23,4,False,1512276269658
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276279937,303153,1,10000,0,10000,11.25,15,9980.5,2_5,6.648,6.648,click,24,5,False,1512276273289
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276282253,305469,2,-10000,0,-10000,-10000,14,-10001.0,0_5,2.316,2.316,click,25,6,False,1512276279937
d6b67ee1,6_easy_full,6,easy,full,wrong,click,1512276283282,306498,1,10000,0,10000,11.36111111111111,13,0,4_5,1.029,1.029,click,26,7,False,1512276282253
d6b67ee1,6_easy_full,6,easy,full,wrong,reset,1512276370812,394028,,10000,,,,,0,,87.53,87.53,click,,7,,1512276283282
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195120638,116302,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,116.283,0,,1,1,True,1511195004355
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,reset,1511195134960,130624,,12.083333333333334,,,,,,,14.322,14.322,click,,1,,1511195120638
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195187678,183342,1,11.722222222222221,1,12.083333333333334,11.722222222222221,19,,1_5,52.718,67.04,reset,2,1,True,1511195134960
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195202877,198541,2,-10000,1,1.0,-10000,18,,3_5,15.199,15.199,click,3,2,False,1511195187678
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,reset,1511195206111,201775,,11.722222222222221,,,,,,,3.234,3.234,click,,2,,1511195202877
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195215877,211541,1,0.5833333333333333,6,12.083333333333334,11.722222222222221,19,,2_5,9.766,13.0,reset,4,1,True,1511195206111
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195217485,213149,2,0.0,10,10000,10000,18,,5_2,1.608,1.608,click,5,2,False,1511195215877
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195226405,222069,1,19.5,1,24.39,19.5,17,18.916666666666668,1_5,8.92,8.92,click,6,3,False,1511195217485
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195234477,230141,2,-10000,1,1.0,-10000,16,-10000.0,3_1,8.072,8.072,click,7,4,False,1511195226405
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195236165,231829,1,11.0,3,10000,10000,15,-8.5,0_2,1.688,1.688,click,8,5,False,1511195234477
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,reset,1511195243040,238704,,11.0,,,,,-8.5,,6.875,6.875,click,,5,,1511195236165
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195283804,279468,1,11.0,2,12.083333333333334,11.722222222222221,19,,0_2,40.764,47.639,reset,9,1,True,1511195243040
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195285765,281429,2,-10000,1,1.0,-10000,18,,3_1,1.961,1.961,click,10,2,False,1511195283804
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195287373,283037,1,10000,0,10000,11.722222222222221,17,9989.0,3_5,1.608,1.608,click,11,3,False,1511195285765
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,reset,1511195297199,292863,,10000,,,,,9989.0,,9.826,9.826,click,,3,,1511195287373
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195328996,324660,1,1.3327437641723356,4,12.083333333333334,11.722222222222221,19,,4_1,31.797,41.623,reset,12,1,True,1511195297199
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195349365,345029,2,11.0,0,11.0,11.0,18,,4_5,20.369,20.369,click,13,2,False,1511195328996
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195354052,349716,1,1.0,0,1.0,-10000,17,-0.33274376417233564,4_4,4.687,4.687,click,14,3,False,1511195349365
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195367949,363613,2,11.0,1,19.5,11.0,16,0.0,5_2,13.897,13.897,click,15,4,False,1511195354052
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195377269,372933,1,1.8333333333333335,0,1.8333333333333335,-10000,15,0.8333333333333335,2_5,9.32,9.32,click,16,5,False,1511195367949
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195380244,375908,2,0.4427437641723356,4,1.3900000000000001,0.5,14,-10.557256235827664,1_5,2.975,2.975,click,17,6,False,1511195377269
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195381084,376748,1,0.1111111111111111,5,11.0,11.0,13,-1.7222222222222223,0_5,0.84,0.84,click,18,7,False,1511195380244
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195381790,377454,2,0.0,7,1.3900000000000001,0.5,12,-0.4427437641723356,1_4,0.706,0.706,click,19,8,False,1511195381084
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195382470,378134,1,0.0,7,11.0,11.0,11,-0.1111111111111111,0_4,0.68,0.68,click,20,9,False,1511195381790
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,reset,1511195397503,393167,,0.0,,,,,-0.1111111111111111,,15.033,15.033,click,,9,,1511195382470
d6d500ab,6_easy_full,6,easy,full,validatedCorrect,click,1511195415468,411132,1,11.0,2,12.083333333333334,11.722222222222221,19,,0_2,17.965,32.998,reset,21,1,True,1511195397503
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613246181,25137,1,11.0,2,12.083333333333334,11.722222222222221,19,,0_2,25.125,0,,1,1,True,1513613221056
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613247730,26686,2,1.0,0,1.0,-10000,18,,3_5,1.549,1.549,click,2,2,False,1513613246181
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613256992,35948,1,11.0,0,11.0,11.0,17,0.0,1_5,9.262,9.262,click,3,3,False,1513613247730
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613259140,38096,2,1.0,0,1.0,-10000,16,0.0,1_4,2.148,2.148,click,4,4,False,1513613256992
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613264177,43133,1,0.0,10,1.3327437641723356,1.1400000000000001,15,-11.0,0_0,5.037,5.037,click,5,5,False,1513613259140
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613265883,44839,,0.0,,,,,-11.0,0_0,1.706,1.706,click,,5,,1513613264177
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613267499,46455,,,,,,,-11.0,1_4,1.616,3.322,undo,,4,,1513613265883
dabbe6bb,6_easy_full,6,easy,full,wrong,reset,1513613268187,47143,,,,,,,-11.0,,0.688,4.01,undo,,3,,1513613267499
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613279880,58836,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,11.693,15.703,reset,6,1,True,1513613268187
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613280667,59623,2,1.25,0,1.25,-10000,18,,0_2,0.787,0.787,click,7,2,False,1513613279880
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613285393,64349,1,19.5,0,19.5,11.0,17,7.416666666666666,1_5,4.726,4.726,click,8,3,False,1513613280667
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613287346,66302,2,1.0,0,1.0,-10000,16,-0.25,1_4,1.953,1.953,click,9,4,False,1513613285393
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613293342,72298,,19.5,,,,,7.416666666666666,1_4,5.996,5.996,click,,4,,1513613287346
dabbe6bb,6_easy_full,6,easy,full,wrong,reset,1513613294424,73380,,19.5,,,,,7.416666666666666,,1.082,7.078,undo,,3,,1513613293342
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613302052,81008,1,11.722222222222221,1,12.083333333333334,11.722222222222221,19,,1_5,7.628,14.706,reset,10,1,True,1513613294424
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613302783,81739,2,1.0,0,1.0,-10000,18,,1_4,0.731,0.731,click,11,2,False,1513613302052
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613303973,82929,1,0.3611111111111111,7,19.86111111111111,11.0,17,-11.36111111111111,0_5,1.19,1.19,click,12,3,False,1513613302783
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613313855,92811,2,11.0,3,10000,10000,16,10.0,2_5,9.882,9.882,click,13,4,False,1513613303973
dabbe6bb,6_easy_full,6,easy,full,wrong,reset,1513613317415,96371,,0.3611111111111111,,,,,-11.36111111111111,,3.56,3.56,click,,4,,1513613313855
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613331745,110701,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,14.33,17.89,reset,14,1,True,1513613317415
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613332943,111899,2,1.25,0,1.25,-10000,18,,0_2,1.198,1.198,click,15,2,False,1513613331745
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613335638,114594,1,1.6400000000000001,2,19.5,11.0,17,-10.443333333333333,2_5,2.695,2.695,click,16,3,False,1513613332943
dabbe6bb,6_easy_full,6,easy,full,wrong,reset,1513613337710,116666,,1.6400000000000001,,,,,-10.443333333333333,,2.072,2.072,click,,3,,1513613335638
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613338989,117945,1,11.722222222222221,1,12.083333333333334,11.722222222222221,19,,1_5,1.279,3.351,reset,17,1,True,1513613337710
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613342056,121012,2,1.0,0,1.0,-10000,18,,1_4,3.067,3.067,click,18,2,False,1513613338989
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613343098,122054,1,0.3611111111111111,7,19.86111111111111,11.0,17,-11.36111111111111,0_5,1.042,1.042,click,19,3,False,1513613342056
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613348365,127321,2,11.0,3,10000,10000,16,10.0,2_5,5.267,5.267,click,20,4,False,1513613343098
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613352637,131593,1,-10000,1,1.3333333333333333,-10000,15,-10000.361111111111,3_5,4.272,4.272,click,21,5,False,1513613348365
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613354820,133776,2,1.0,5,10000,10000,14,-10.0,0_2,2.183,2.183,click,22,6,False,1513613352637
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613359927,138883,1,-10000,1,1.3333333333333333,-10000,13,0,4_5,5.107,5.107,click,23,7,False,1513613354820
dabbe6bb,6_easy_full,6,easy,full,wrong,reset,1513613361631,140587,,-10000,,,,,0,,1.704,1.704,click,,7,,1513613359927
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613363701,142657,1,0.5833333333333333,6,12.083333333333334,11.722222222222221,19,,5_2,2.07,3.774,reset,24,1,True,1513613361631
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613368057,147013,2,0.0,12,10000,10000,18,,2_5,4.356,4.356,click,25,2,False,1513613363701
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613370211,149167,,0.5833333333333333,,,,,,2_5,2.154,2.154,click,,2,,1513613368057
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613371710,150666,2,10000,0,10000,10000,18,,4_1,1.499,3.653,undo,26,2,False,1513613370211
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613373135,152091,1,-10000,0,-10000,-10000,17,-10000.583333333334,4_4,1.425,1.425,click,27,3,False,1513613371710
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613380491,159447,2,11.0,1,10000,11.0,16,-9989.0,5_1,7.356,7.356,click,28,4,False,1513613373135
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613386079,165035,,-10000,,,,,-10000.583333333334,5_1,5.588,5.588,click,,4,,1513613380491
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613386931,165887,,-10000,,,,,-10000.583333333334,4_4,0.852,6.44,undo,,3,,1513613386079
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613387388,166344,,,,,,,-10000.583333333334,4_1,0.457,6.897,undo,,2,,1513613386931
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613387594,166550,,,,,,,-10000.583333333334,5_2,0.206,7.103,undo,,1,,1513613387388
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613401898,180854,1,0,16,12.083333333333334,11.722222222222221,19,,5_5,14.304,21.407,undo,29,1,True,1513613387594
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613403619,182575,2,11.25,2,10000,10000,18,,3_1,1.721,1.721,click,30,2,False,1513613401898
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613404820,183776,1,10.14,0,10.14,-10000,17,10.14,4_1,1.201,1.201,click,31,3,False,1513613403619
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613412457,191413,2,0.4427437641723356,5,11.0,11.0,16,-10.807256235827664,3_5,7.637,7.637,click,32,4,False,1513613404820
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613414603,193559,1,0.1111111111111111,10,11.0,11.0,15,-10.02888888888889,0_2,2.146,2.146,click,33,5,False,1513613412457
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613415950,194906,2,19.5,0,19.5,15.25,14,19.057256235827666,2_5,1.347,1.347,click,34,6,False,1513613414603
dabbe6bb,6_easy_full,6,easy,full,wrong,undo,1513613422631,201587,,0.1111111111111111,,,,,-10.02888888888889,2_5,6.681,6.681,click,,6,,1513613415950
dabbe6bb,6_easy_full,6,easy,full,wrong,reset,1513613423043,201999,,0.1111111111111111,,,,,-10.02888888888889,,0.412,7.093,undo,,5,,1513613422631
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613433179,212135,1,12.083333333333334,0,12.083333333333334,11.722222222222221,19,,3_5,10.136,17.229,reset,35,1,True,1513613423043
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613435039,213995,2,1.25,0,1.25,-10000,18,,0_2,1.86,1.86,click,36,2,False,1513613433179
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613440116,219072,1,19.5,0,19.5,11.0,17,7.416666666666666,1_5,5.077,5.077,click,37,3,False,1513613435039
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613441764,220720,2,1.0,0,1.0,-10000,16,-0.25,1_4,1.648,1.648,click,38,4,False,1513613440116
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613447154,226110,1,10000,0,10000,11.25,15,9980.5,2_5,5.39,5.39,click,39,5,False,1513613441764
dabbe6bb,6_easy_full,6,easy,full,wrong,click,1513613448581,227537,2,-10000,0,-10000,-10000,14,-10001.0,0_5,1.427,1.427,click,40,6,False,1513613447154
