userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
14c5dc72,6_hard_full,6,hard,full,wrong,reset,1522064935268,150068,,21.762745181405897,,,,,6.512745181405897,,12.831,12.831,click,,6,,1522064922437
14c5dc72,6_hard_full,6,hard,full,wrong,click,1522064950289,165089,1,7.208754251700681,3,15.25,12.083333333333334,25,,3_2,15.021,27.852,reset,13,1,True,1522064935268
14c5dc72,6_hard_full,6,hard,full,wrong,click,1522064976655,191455,2,11.25,8,10000,10000,24,,4_3,26.366,26.366,click,14,2,False,1522064950289
14c5dc72,6_hard_full,6,hard,full,wrong,click,1522064977767,192567,1,10000,0,10000,-10000,23,9992.7912457483,2_3,1.112,1.112,click,15,3,False,1522064976655
14c5dc72,6_hard_full,6,hard,full,wrong,click,1522064995953,210753,2,-10000,0,-10000,-10000,22,-10011.25,1_4,18.186,18.186,click,16,4,False,1522064977767
14c5dc72,6_hard_full,6,hard,full,wrong,click,1522064997873,212673,1,10000,0,10000,10000,21,0,5_0,1.92,1.92,click,17,5,False,1522064995953
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992400755,42425,1,8.430386904761905,2,15.25,12.083333333333334,25,,2_3,42.391,0,,1,1,True,1521992358364
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992407947,49617,2,11.5,4,10000,21.67,24,,5_3,7.192,7.192,click,2,2,False,1521992400755
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992409710,51380,1,10.377847222222222,0,10.377847222222222,-10000,23,1.9474603174603171,5_2,1.763,1.763,click,3,3,False,1521992407947
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992416187,57857,2,10000,0,10000,21.67,22,9988.5,2_2,6.477,6.477,click,4,4,False,1521992409710
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992418272,59942,1,-10000,0,-10000,-10000,21,-10010.377847222222,0_0,2.085,2.085,click,5,5,False,1521992416187
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992419212,60882,2,10000,0,10000,21.67,20,0,4_4,0.94,0.94,click,6,6,False,1521992418272
17b4c1ea,6_hard_full,6,hard,full,wrong,reset,1521992422893,64563,,-10000,,,,,-10010.377847222222,,3.681,3.681,click,,6,,1521992419212
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992489251,130921,1,5.457121598639456,4,15.25,12.083333333333334,25,,2_2,66.358,70.039,reset,7,1,True,1521992422893
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992497808,139478,2,10000,0,10000,21.67,24,,2_3,8.557,8.557,click,8,2,False,1521992489251
17b4c1ea,6_hard_full,6,hard,full,wrong,reset,1521992501654,143324,,5.457121598639456,,,,,,,3.846,3.846,click,,2,,1521992497808
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992504069,145739,1,8.430386904761905,2,15.25,12.083333333333334,25,,2_3,2.415,6.261,reset,9,1,True,1521992501654
17b4c1ea,6_hard_full,6,hard,full,wrong,reset,1521992527560,169230,,8.430386904761905,,,,,,,23.491,23.491,click,,1,,1521992504069
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992544332,186002,1,15.25,0,15.25,12.083333333333334,25,,0_3,16.772,40.263,reset,10,1,True,1521992527560
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992552023,193693,2,1.0,0,1.0,-10000,24,,3_0,7.691,7.691,click,11,2,False,1521992544332
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992577234,218904,1,5.457121598639456,4,15.25,11.737847222222221,23,-9.792878401360543,2_2,25.211,25.211,click,12,3,False,1521992552023
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992600208,241878,2,1.3900000000000001,8,21.67,17.03,22,0.3900000000000001,0_2,22.974,22.974,click,13,4,False,1521992577234
17b4c1ea,6_hard_full,6,hard,full,wrong,undo,1521992605982,247652,,5.457121598639456,,,,,-9.792878401360543,0_2,5.774,5.774,click,,4,,1521992600208
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992619370,261040,2,11.25,3,21.67,17.03,22,,2_3,13.388,19.162,undo,14,4,False,1521992605982
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992623090,264760,1,7.844377834467121,0,7.844377834467121,-10000,21,2.3872562358276648,4_3,3.72,3.72,click,15,5,False,1521992619370
17b4c1ea,6_hard_full,6,hard,full,wrong,undo,1521992643094,284764,,7.844377834467121,,,,,2.3872562358276648,4_3,20.004,20.004,click,,5,,1521992623090
17b4c1ea,6_hard_full,6,hard,full,wrong,undo,1521992643585,285255,,,,,,,2.3872562358276648,2_3,0.491,20.495,undo,,4,,1521992643094
17b4c1ea,6_hard_full,6,hard,full,wrong,undo,1521992652332,294002,,,,,,,2.3872562358276648,2_2,8.747,29.242,undo,,3,,1521992643585
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992662206,303876,1,15.25,0,15.25,11.737847222222221,23,,0_2,9.874,39.116,undo,16,3,False,1521992652332
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992667988,309658,2,0,0,0,-10000,22,,0_5,5.782,5.782,click,17,4,False,1521992662206
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992674216,315886,1,21.762745181405897,1,27.556009070294785,21.762745181405897,21,6.512745181405897,2_2,6.228,6.228,click,18,5,False,1521992667988
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992682057,323727,2,8.157467403628118,0,8.157467403628118,-10000,20,8.157467403628118,3_2,7.841,7.841,click,19,6,False,1521992674216
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992691964,333634,1,10000,0,10000,16.582743764172335,19,9978.237254818594,2_3,9.907,9.907,click,20,7,False,1521992682057
17b4c1ea,6_hard_full,6,hard,full,wrong,undo,1521992698850,340520,,10000,,,,,9978.237254818594,2_3,6.886,6.886,click,,7,,1521992691964
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992700734,342404,1,10000,0,10000,16.582743764172335,19,,2_3,1.884,8.77,undo,21,7,False,1521992698850
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992707741,349411,2,-10000,0,-10000,-10000,18,-10008.157467403627,2_4,7.007,7.007,click,22,8,False,1521992700734
17b4c1ea,6_hard_full,6,hard,full,wrong,click,1521992708651,350321,1,10000,0,10000,11.36111111111111,17,0,2_0,0.91,0.91,click,23,9,False,1521992707741
17b4c1ea,6_hard_full,6,hard,full,wrong,reset,1521992758223,399893,,10000,,,,,0,,49.572,49.572,click,,9,,1521992708651
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924180794,31896,1,5.457121598639456,4,15.25,12.083333333333334,25,,2_2,31.789,0,,1,1,True,1511924149005
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924187801,38903,2,10000,0,10000,21.67,24,,2_3,7.007,7.007,click,2,2,False,1511924180794
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924190923,42025,1,-10000,0,-10000,-10000,23,-10005.45712159864,4_3,3.122,3.122,click,3,3,False,1511924187801
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924204242,55344,2,1.5827437641723356,6,10000,21.67,22,-9998.417256235827,0_2,13.319,13.319,click,4,4,False,1511924190923
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924215869,66971,,-10000,,,,,-10005.45712159864,0_2,11.627,11.627,click,,4,,1511924204242
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924217031,68133,,-10000,,,,,-10005.45712159864,4_3,1.162,12.789,undo,,3,,1511924215869
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924219058,70160,,,,,,,-10005.45712159864,2_3,2.027,14.816,undo,,2,,1511924217031
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924221529,72631,,,,,,,-10005.45712159864,2_2,2.471,17.287,undo,,1,,1511924219058
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924222313,73415,1,8.430386904761905,2,15.25,12.083333333333334,25,,2_3,0.784,18.071,undo,5,1,True,1511924221529
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924231349,82451,2,10000,0,10000,21.67,24,,2_2,9.036,9.036,click,6,2,False,1511924222313
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924240058,91160,,8.430386904761905,,,,,,2_2,8.709,8.709,click,,2,,1511924231349
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924240775,91877,,8.430386904761905,,,,,,2_3,0.717,9.426,undo,,1,,1511924240058
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924249444,100546,1,1.3778472222222224,10,15.25,12.083333333333334,25,,0_2,8.669,18.095,undo,7,1,True,1511924240775
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924250692,101794,2,10000,0,10000,10000,24,,2_2,1.248,1.248,click,8,2,False,1511924249444
17e120dd,6_hard_full,6,hard,full,wrong,reset,1511924257419,108521,,1.3778472222222224,,,,,,,6.727,6.727,click,,2,,1511924250692
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924267875,118977,1,1.3778472222222224,10,15.25,12.083333333333334,25,,0_2,10.456,17.183,reset,9,1,True,1511924257419
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924275172,126274,2,10000,0,10000,10000,24,,2_2,7.297,7.297,click,10,2,False,1511924267875
17e120dd,6_hard_full,6,hard,full,wrong,reset,1511924281754,132856,,1.3778472222222224,,,,,,,6.582,6.582,click,,2,,1511924275172
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924288719,139821,1,5.457121598639456,4,15.25,12.083333333333334,25,,2_2,6.965,13.547,reset,11,1,True,1511924281754
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924292546,143648,2,10000,0,10000,21.67,24,,2_3,3.827,3.827,click,12,2,False,1511924288719
17e120dd,6_hard_full,6,hard,full,wrong,reset,1511924302140,153242,,5.457121598639456,,,,,,,9.594,9.594,click,,2,,1511924292546
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924302999,154101,1,15.25,0,15.25,12.083333333333334,25,,0_3,0.859,10.453,reset,13,1,True,1511924302140
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924306491,157593,2,1.0,0,1.0,-10000,24,,3_0,3.492,3.492,click,14,2,False,1511924302999
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924330742,181844,1,5.457121598639456,4,15.25,11.737847222222221,23,-9.792878401360543,2_2,24.251,24.251,click,15,3,False,1511924306491
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924334810,185912,2,11.25,3,21.67,17.03,22,10.25,2_3,4.068,4.068,click,16,4,False,1511924330742
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924337510,188612,1,7.844377834467121,0,7.844377834467121,-10000,21,2.3872562358276648,4_3,2.7,2.7,click,17,5,False,1511924334810
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924348454,199556,2,4.08437641723356,4,21.67,11.5,20,-7.16562358276644,3_2,10.944,10.944,click,18,6,False,1511924337510
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924366669,217771,1,0.3333333333333333,12,10000,11.692743764172336,19,-7.511044501133788,1_5,18.215,18.215,click,19,7,False,1511924348454
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924368470,219572,,0.3333333333333333,,,,,-7.511044501133788,1_5,1.801,1.801,click,,7,,1511924366669
17e120dd,6_hard_full,6,hard,full,wrong,reset,1511924379706,230808,,,,,,,-7.511044501133788,,11.236,13.037,undo,,6,,1511924368470
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924380229,231331,1,15.25,0,15.25,12.083333333333334,25,,0_3,0.523,13.56,reset,20,1,True,1511924379706
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924382591,233693,2,-10000,1,1.0,-10000,24,,4_0,2.362,2.362,click,21,2,False,1511924380229
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924383849,234951,,15.25,,,,,,4_0,1.258,1.258,click,,2,,1511924382591
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924384392,235494,2,1.0,0,1.0,-10000,24,,3_0,0.543,1.801,undo,22,2,False,1511924383849
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924396569,247671,1,7.458754251700681,2,15.25,11.737847222222221,23,-7.791245748299319,2_3,12.177,12.177,click,23,3,False,1511924384392
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924404948,256050,2,10000,0,10000,21.67,22,9999.0,2_2,8.379,8.379,click,24,4,False,1511924396569
17e120dd,6_hard_full,6,hard,full,wrong,reset,1511924408505,259607,,7.458754251700681,,,,,-7.791245748299319,,3.557,3.557,click,,4,,1511924404948
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924409831,260933,1,15.25,0,15.25,12.083333333333334,25,,0_3,1.326,4.883,reset,25,1,True,1511924408505
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924410707,261809,2,1.0,0,1.0,-10000,24,,3_0,0.876,0.876,click,26,2,False,1511924409831
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924413108,264210,1,5.457121598639456,4,15.25,11.737847222222221,23,-9.792878401360543,2_2,2.401,2.401,click,27,3,False,1511924410707
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924424447,275549,2,11.25,3,21.67,17.03,22,10.25,2_3,11.339,11.339,click,28,4,False,1511924413108
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924426715,277817,1,7.844377834467121,0,7.844377834467121,-10000,21,2.3872562358276648,4_3,2.268,2.268,click,29,5,False,1511924424447
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924443335,294437,2,4.08437641723356,4,21.67,11.5,20,-7.16562358276644,3_2,16.62,16.62,click,30,6,False,1511924426715
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924447825,298927,,7.844377834467121,,,,,2.3872562358276648,3_2,4.49,4.49,click,,6,,1511924443335
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924448194,299296,2,11.25,3,21.67,11.5,20,,4_2,0.369,4.859,undo,31,6,False,1511924447825
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924456379,307481,1,6.512223639455781,0,6.512223639455781,-10000,19,-1.3321541950113396,2_4,8.185,8.185,click,32,7,False,1511924448194
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924477233,328335,2,0.6111111111111112,8,11.5,11.5,18,-10.63888888888889,1_4,20.854,20.854,click,33,8,False,1511924456379
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924480894,331996,1,0.3611111111111111,8,10000,10000,17,-6.151112528344671,3_4,3.661,3.661,click,34,9,False,1511924477233
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924485469,336571,,0.3611111111111111,,,,,-6.151112528344671,3_4,4.575,4.575,click,,9,,1511924480894
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924499616,350718,,,,,,,-6.151112528344671,1_4,14.147,18.722,undo,,8,,1511924485469
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924500455,351557,,,,,,,-6.151112528344671,2_4,0.839,19.561,undo,,7,,1511924499616
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924501209,352311,,,,,,,-6.151112528344671,4_2,0.754,20.315,undo,,6,,1511924500455
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924502623,353725,,,,,,,-6.151112528344671,4_3,1.414,21.729,undo,,5,,1511924501209
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924504738,355840,1,7.844377834467121,0,7.844377834467121,-10000,21,,4_3,2.115,23.844,undo,35,5,False,1511924502623
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924518861,369963,2,0.75,10,21.67,11.5,20,,1_0,14.123,14.123,click,36,6,False,1511924504738
17e120dd,6_hard_full,6,hard,full,wrong,undo,1511924525653,376755,,7.844377834467121,,,,,-6.151112528344671,1_0,6.792,6.792,click,,6,,1511924518861
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924530585,381687,2,1.3900000000000001,6,21.67,11.5,20,,0_2,4.932,11.724,undo,37,6,False,1511924525653
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924531881,382983,1,10000,0,10000,10000,19,9992.155622165534,3_2,1.296,1.296,click,38,7,False,1511924530585
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924540064,391166,2,-10000,0,-10000,-10000,18,-10001.39,1_0,8.183,8.183,click,39,8,False,1511924531881
17e120dd,6_hard_full,6,hard,full,wrong,click,1511924548488,399590,1,10000,0,10000,15.25,17,0,4_2,8.424,8.424,click,40,9,False,1511924540064
17e120dd,6_hard_full,6,hard,full,wrong,reset,1511924596975,448077,,10000,,,,,0,,48.487,48.487,click,,9,,1511924548488
18dac9ef,6_hard_full,6,hard,full,solvedCorrect,click,1513540624280,88573,1,15.25,0,15.25,12.083333333333334,25,,0_3,88.555,0,,1,1,True,1513540535725
18dac9ef,6_hard_full,6,hard,full,solvedCorrect,click,1513540631461,95754,2,1.0,0,1.0,-10000,24,,3_0,7.181,7.181,click,2,2,False,1513540624280
18dac9ef,6_hard_full,6,hard,full,solvedCorrect,click,1513540646829,111122,1,11.737847222222221,1,15.25,11.737847222222221,23,-3.5121527777777786,0_5,15.368,15.368,click,3,3,False,1513540631461
18dac9ef,6_hard_full,6,hard,full,solvedCorrect,click,1513540648964,113257,2,-10000,1,1.6111111111111112,-10000,22,-10001.0,2_3,2.135,2.135,click,4,4,False,1513540646829
18dac9ef,6_hard_full,6,hard,full,solvedCorrect,click,1513540649950,114243,1,10000,0,10000,7.844377834467121,21,9988.262152777777,0_2,0.986,0.986,click,5,5,False,1513540648964
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905552385,11065,1,5.457121598639456,4,15.25,12.083333333333334,25,,2_2,10.985,0,,1,1,True,1511905541400
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905557209,15889,2,10000,0,10000,21.67,24,,2_3,4.824,4.824,click,2,2,False,1511905552385
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905564943,23623,1,-10000,0,-10000,-10000,23,-10005.45712159864,3_2,7.734,7.734,click,3,3,False,1511905557209
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905567476,26156,2,10000,0,10000,10000,22,0,4_3,2.533,2.533,click,4,4,False,1511905564943
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905569142,27822,1,10000,0,10000,10000,21,20000,0_2,1.666,1.666,click,5,5,False,1511905567476
20bfd7bd,6_hard_full,6,hard,full,wrong,reset,1511905575012,33692,,10000,,,,,20000,,5.87,5.87,click,,5,,1511905569142
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905579177,37857,1,7.208754251700681,3,15.25,12.083333333333334,25,,3_2,4.165,10.035,reset,6,1,True,1511905575012
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905584505,43185,2,11.25,8,10000,10000,24,,4_3,5.328,5.328,click,7,2,False,1511905579177
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905585935,44615,1,10000,0,10000,-10000,23,9992.7912457483,2_3,1.43,1.43,click,8,3,False,1511905584505
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905589680,48360,2,-10000,0,-10000,-10000,22,-10011.25,1_4,3.745,3.745,click,9,4,False,1511905585935
20bfd7bd,6_hard_full,6,hard,full,wrong,click,1511905591320,50000,1,10000,0,10000,10000,21,0,5_0,1.64,1.64,click,10,5,False,1511905589680
22dac859,6_hard_full,6,hard,full,wrong,click,1513539948792,46381,1,2.9554889455782316,6,15.25,12.083333333333334,25,,4_3,46.369,0,,1,1,True,1513539902423
22dac859,6_hard_full,6,hard,full,wrong,undo,1513539959039,56628,,2.9554889455782316,,,,,,4_3,10.247,10.247,click,,1,,1513539948792
22dac859,6_hard_full,6,hard,full,wrong,click,1513539959894,57483,1,0.5538548752834467,16,15.25,12.083333333333334,25,,5_0,0.855,11.102,undo,2,1,True,1513539959039
22dac859,6_hard_full,6,hard,full,wrong,click,1513539969552,67141,2,15.25,5,10000,10000,24,,0_3,9.658,9.658,click,3,2,False,1513539959894
22dac859,6_hard_full,6,hard,full,wrong,undo,1513539976161,73750,,0.5538548752834467,,,,,,0_3,6.609,6.609,click,,2,,1513539969552
22dac859,6_hard_full,6,hard,full,wrong,undo,1513539976937,74526,,0.5538548752834467,,,,,,5_0,0.776,7.385,undo,,1,,1513539976161
22dac859,6_hard_full,6,hard,full,wrong,click,1513539993232,90821,1,7.208754251700681,3,15.25,12.083333333333334,25,,3_2,16.295,23.68,undo,4,1,True,1513539976937
22dac859,6_hard_full,6,hard,full,wrong,click,1513540002946,100535,2,10000,0,10000,10000,24,,2_2,9.714,9.714,click,5,2,False,1513539993232
22dac859,6_hard_full,6,hard,full,wrong,click,1513540004822,102411,1,-10000,0,-10000,-10000,23,-10007.2087542517,1_0,1.876,1.876,click,6,3,False,1513540002946
22dac859,6_hard_full,6,hard,full,wrong,click,1513540007808,105397,2,11.25,8,10000,10000,22,-9988.75,4_3,2.986,2.986,click,7,4,False,1513540004822
22dac859,6_hard_full,6,hard,full,wrong,undo,1513540009266,106855,,-10000,,,,,-10007.2087542517,4_3,1.458,1.458,click,,4,,1513540007808
22dac859,6_hard_full,6,hard,full,wrong,undo,1513540009449,107038,,-10000,,,,,-10007.2087542517,1_0,0.183,1.641,undo,,3,,1513540009266
22dac859,6_hard_full,6,hard,full,wrong,undo,1513540009625,107214,,,,,,,-10007.2087542517,2_2,0.176,1.817,undo,,2,,1513540009449
