userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,potential_score,path,move_prob,path_prob,path_number,board_state,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,290553,2,-0.843856293,,,,,-99.15614371,-100,"[[3, 0, 1], [0, 3, 2], [2, 3, 1], [2, 2, 2], [4, 2, 1], [2, 0, 2]]",0.003188894,2.01E-07,6,"[[0, 2, 0, 2, 1, 0], [0, 2, 1, 2, 0, 0], [2, 1, 2, 1, 0, 0], [1, 1, 0, 2, 0, 0], [0, 1, 1, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.554,2.554,click,,6,,1.51362E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,312899,2,-15.25,,,,,27.95875425,12.70875425,"[[3, 0, 1], [0, 3, 2]]",1,0.175556652,7,"[[0, 2, 0, 2, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [1, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,5.439,5.439,click,,2,,1.51362E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,474683,2,-1,,,,,2,1,"[[2, 0, 1], [4, 2, 2], [2, 3, 1], [5, 3, 2], [5, 2, 1], [3, 0, 2], [0, 3, 1], [2, 2, 2], [4, 4, 1], [3, 4, 2], [4, 5, 1], [0, 2, 2], [0, 5, 1], [1, 4, 2], [3, 2, 1], [4, 3, 2], [1, 0, 1], [3, 5, 2], [2, 4, 1], [5, 0, 2]]",0.009901176,4.62E-43,8,"[[0, 2, 2, 1, 1, 1], [1, 2, 1, 2, 2, 0], [1, 1, 2, 1, 1, 0], [2, 1, 1, 2, 2, 2], [0, 1, 2, 2, 1, 1], [2, 2, 1, 2, 2, 0]]",,6.097,6.097,click,,20,,1.51362E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,525507,1,0,,,,,-100,-100,"[[4, 2, 1], [3, 2, 2], [3, 0, 1], [0, 3, 2], [5, 3, 1], [2, 0, 2], [2, 3, 1], [4, 3, 2], [4, 0, 1]]",4.41E-07,1.41E-33,9,"[[0, 2, 0, 2, 1, 0], [0, 2, 1, 2, 0, 0], [2, 1, 0, 1, 0, 0], [1, 1, 2, 2, 0, 0], [1, 1, 1, 2, 0, 0], [0, 2, 0, 1, 2, 0]]",,8.757,8.757,click,,9,,1.51362E+12
f7b4bfae,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,132525,1,-100,,,,,100.00001,1.00E-05,"[[0, 3, 1], [3, 0, 2], [2, 2, 1], [0, 2, 2], [3, 2, 1], [4, 2, 2], [2, 0, 1], [2, 3, 2], [4, 3, 1], [1, 0, 2], [0, 0, 1]]",0.0001,9.24E-22,1,"[[1, 2, 2, 1, 1, 0], [2, 2, 1, 2, 0, 0], [1, 1, 1, 2, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 2, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,6.197,6.197,click,,11,,1.52199E+12
f8d60bcb,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,66325,2,-0.25,,,,,100.25,100,"[[1, 4, 1], [2, 4, 2], [1, 5, 1], [0, 5, 2], [2, 5, 1], [3, 5, 2], [3, 4, 1], [4, 3, 2], [5, 2, 1], [4, 2, 2], [2, 2, 1], [2, 3, 2], [2, 0, 1], [0, 0, 2], [3, 0, 1], [4, 0, 2], [1, 0, 1], [3, 2, 2]]",0.000775857,3.53E-43,1,"[[2, 2, 0, 0, 1, 2], [1, 2, 1, 2, 1, 1], [1, 1, 1, 2, 2, 1], [1, 1, 2, 2, 1, 2], [2, 1, 2, 2, 0, 0], [0, 2, 1, 0, 2, 0]]",,3.273,3.273,click,,18,,1.52208E+12
f8d60bcb,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,91160,2,-100,,,,,0,-100,"[[2, 2, 1], [2, 3, 2], [2, 0, 1], [4, 2, 2], [5, 3, 1], [1, 4, 2], [2, 5, 1], [0, 5, 2], [1, 5, 1], [3, 5, 2], [3, 4, 1], [4, 3, 2]]",0.239289933,4.08E-18,2,"[[0, 2, 0, 0, 1, 2], [0, 2, 1, 2, 2, 1], [1, 1, 1, 2, 0, 1], [0, 1, 0, 2, 1, 2], [0, 1, 2, 2, 0, 0], [0, 2, 0, 1, 2, 0]]",,1.632,1.632,click,,12,,1.52208E+12
f8d60bcb,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,101786,2,-1,,,,,16.25,15.25,"[[0, 3, 1], [3, 0, 2]]",1,0.221564526,3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.593,2.593,click,,2,,1.52208E+12
f8d60bcb,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,125016,1,100,,,,,-111,-11,"[[0, 3, 1], [2, 0, 2], [3, 0, 1]]",0.63599367,8.96E-06,4,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [2, 1, 0, 0, 0, 0], [1, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,17.671,17.671,click,,3,,1.52208E+12
fac10d6e,6_hard_full,6,hard,full,solvedCorrect,reset,1.51192E+12,122170,2,-1,,,,,101,100,"[[2, 2, 1], [0, 2, 2], [0, 3, 1], [3, 0, 2]]",1,3.14E-05,1,"[[0, 2, 2, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,15.714,15.714,click,,4,,1.51192E+12
fac10d6e,6_hard_full,6,hard,full,solvedCorrect,reset,1.51192E+12,192656,2,-11.25,,,,,27.83274376,16.58274376,"[[5, 0, 1], [3, 2, 2], [4, 0, 1], [3, 0, 2], [2, 2, 1], [4, 2, 2]]",0.050655527,3.92E-13,2,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 0, 0, 0], [2, 1, 2, 2, 0, 0], [1, 1, 2, 0, 0, 0], [1, 2, 0, 0, 2, 0]]",,8.006,8.006,click,,6,,1.51192E+12
fac10d6e,6_hard_full,6,hard,full,solvedCorrect,reset,1.51192E+12,237155,1,0,,,,,-100,-100,"[[5, 2, 1], [3, 0, 2], [5, 0, 1], [3, 2, 2], [4, 0, 1], [2, 2, 2], [2, 0, 1]]",4.89E-08,3.89E-21,3,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 2, 0, 0, 0], [2, 1, 2, 2, 0, 0], [1, 1, 0, 0, 0, 0], [1, 2, 1, 0, 2, 0]]",,0.972,3.283,undo,,7,,1.51192E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,31631,2,-0.25,,,,,-99.75,-100,"[[4, 5, 1], [3, 4, 2], [2, 4, 1], [4, 2, 2], [4, 4, 1], [2, 3, 2], [2, 2, 1], [3, 2, 2], [2, 0, 1], [3, 0, 2], [4, 0, 1], [5, 0, 2]]",0.000581664,1.01E-30,1,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 1, 2, 1, 0], [2, 1, 2, 2, 2, 0], [1, 1, 2, 0, 1, 1], [2, 2, 0, 0, 2, 0]]",,1.807,1.807,click,,12,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,48632,1,-100,,,,,84.75,-15.25,"[[2, 4, 1], [2, 3, 2], [3, 2, 1], [4, 3, 2], [3, 0, 1]]",0.047619048,2.63E-07,2,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 2, 1, 0], [1, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [0, 2, 0, 0, 2, 0]]",,1.516,1.516,click,,5,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,58994,2,-16.14,,,,,39.22437642,23.08437642,"[[4, 2, 1], [4, 4, 2]]",0.054499452,0.000224705,3,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 1, 0, 2, 0], [0, 2, 0, 0, 2, 0]]",,1.757,1.757,click,,2,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,66733,2,-100,,,,,0,-100,"[[2, 4, 1], [2, 3, 2]]",0.347773156,0.004102377,4,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 2, 1, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.077,2.077,click,,2,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,75830,1,-100,,,,,84.75,-15.25,"[[4, 2, 1], [4, 3, 2], [4, 4, 1]]",0.0001,2.87E-11,5,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 1, 2, 1, 0], [0, 2, 0, 0, 2, 0]]",,1.65,1.65,click,,3,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,82612,1,8.430386905,,,,,-23.6803869,-15.25,"[[2, 3, 1]]",0.122483716,0.015002261,6,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 1, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,5.685,5.685,click,,1,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,99524,2,-10.91437642,,,,,110.9143764,100,"[[2, 5, 1], [2, 2, 2], [1, 4, 1], [2, 4, 2], [3, 4, 1], [3, 5, 2], [2, 3, 1], [3, 2, 2]]",0.023233339,5.71E-18,7,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 1, 0], [0, 1, 2, 1, 2, 1], [0, 1, 2, 2, 1, 2], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,1.491,1.491,click,,8,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,119456,2,-0.222222222,,,,,100.2222222,100,"[[2, 0, 1], [2, 3, 2], [2, 2, 1], [3, 2, 2], [4, 2, 1], [4, 3, 2], [4, 4, 1], [4, 0, 2]]",0.000811802,3.45E-21,8,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 1, 2, 0, 0], [0, 1, 2, 2, 0, 0], [2, 1, 1, 2, 1, 0], [0, 2, 0, 0, 2, 0]]",,9.933,9.933,click,,8,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,138494,1,19.86111111,,,,,-20.11111111,-0.25,"[[4, 5, 1], [3, 5, 2], [2, 3, 1], [2, 4, 2], [2, 2, 1]]",0.06400188,1.38E-16,9,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 1, 2, 0], [0, 1, 0, 2, 0, 2], [0, 1, 0, 0, 0, 1], [0, 2, 0, 0, 2, 0]]",,1.841,1.841,click,,5,,1.52208E+12
fac6126a,6_hard_full,6,hard,full,wrong,reset,1.52208E+12,162614,1,-100,,,,,0,-100,"[[3, 5, 1], [2, 2, 2], [4, 4, 1], [4, 2, 2], [2, 4, 1], [3, 4, 2], [0, 5, 1]]",0.0001,2.21E-22,10,"[[0, 2, 0, 0, 1, 1], [0, 2, 1, 2, 0, 0], [0, 1, 2, 0, 1, 0], [0, 1, 0, 2, 2, 1], [0, 1, 2, 0, 1, 0], [0, 2, 0, 0, 2, 0]]",,6.422,6.422,click,,7,,1.52208E+12
fde4bf4b,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,54632,2,-8.157467404,,,,,108.1574674,100,"[[0, 3, 1], [3, 0, 2], [0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2]]",1,0.01517914,1,"[[0, 2, 1, 1, 1, 2], [0, 2, 1, 2, 0, 0], [0, 1, 1, 0, 0, 0], [2, 1, 2, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,10.082,10.082,click,,6,,1.52199E+12
fde4bf4b,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,91612,2,-100,,,,,200,100,"[[2, 0, 1], [2, 2, 2], [4, 2, 1], [5, 3, 2], [4, 3, 1], [4, 4, 2]]",0.220593996,3.92E-08,2,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 2, 0, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 1, 1, 2, 0], [0, 2, 0, 2, 2, 0]]",,4.289,4.289,click,,6,,1.52199E+12
fde4bf4b,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,107205,2,-100,,,,,200,100,"[[2, 0, 1], [2, 3, 2], [4, 3, 1], [0, 3, 2]]",0.328718187,4.09E-05,3,"[[0, 2, 0, 2, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 0, 2, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.293,2.293,click,,4,,1.52199E+12
fde4bf4b,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,119270,2,-100,,,,,0,-100,"[[2, 3, 1], [2, 2, 2]]",0.503301878,0.031026691,4,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 2, 1, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,3.118,3.118,click,,2,,1.52199E+12
fde4bf4b,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,134453,2,-100,,,,,0,-100,"[[2, 2, 1], [2, 3, 2]]",0.506631073,0.020350669,5,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,4.532,4.532,click,,2,,1.52199E+12
fde4bf4b,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,163958,2,-1.611111111,,,,,-98.38888889,-100,"[[2, 3, 1], [2, 2, 2], [3, 0, 1], [0, 3, 2]]",0.005493097,8.09E-08,6,"[[0, 2, 0, 2, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 2, 1, 0, 0], [1, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,9.033,9.033,click,,4,,1.52199E+12
fff4bf68,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,184102,2,100,,,,,0,100,"[[0, 3, 1], [4, 2, 2], [2, 4, 1], [2, 3, 2], [4, 3, 1], [2, 2, 2]]",0.0001,4.07E-20,1,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 2, 2, 1, 0], [0, 1, 0, 2, 0, 0], [0, 1, 2, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,7.968,7.968,click,,6,,1.52199E+12
fff4bf68,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,220181,1,5.457121599,,,,,-5.707121599,-0.25,"[[2, 2, 1]]",0.079285732,0.006286227,2,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,13.134,13.134,click,,1,,1.52199E+12
fff4bf68,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,316199,1,1.541112528,,,,,-16.79111253,-15.25,"[[1, 4, 1]]",0.02239081,0.000501348,3,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 1, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,10.992,10.992,click,,1,,1.52199E+12
fff4bf68,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,351882,2,-100,,,,,0,-100,"[[2, 4, 1], [2, 3, 2]]",0.347773156,0.004102377,4,"[[0, 2, 0, 0, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 2, 1, 0], [0, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,10.927,10.927,click,,2,,1.52199E+12
fff4bf68,6_hard_full,6,hard,full,wrong,reset,1.52199E+12,459277,2,-100,,,,,0,-100,"[[0, 3, 1], [3, 0, 2], [0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2]]",1,0.019219838,5,"[[0, 2, 1, 1, 1, 2], [0, 2, 1, 2, 0, 0], [0, 1, 2, 0, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,13.393,13.393,click,,6,,1.52199E+12
11e652f7,6_hard_pruned,6,hard,pruned,wrong,reset,1.5221E+12,128875,1,1.488958333,,,,,-12.48895833,-11,"[[2, 0, 1]]",0.022847677,0.000522016,1,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,25.392,25.392,click,,1,,1.5221E+12
11e652f7,6_hard_pruned,6,hard,pruned,wrong,reset,1.5221E+12,202851,1,7.458754252,,,,,-22.70875425,-15.25,"[[2, 3, 1]]",0.114451409,0.013099125,2,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 1, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,16.081,16.081,click,,1,,1.5221E+12
11e652f7,6_hard_pruned,6,hard,pruned,wrong,reset,1.5221E+12,281514,2,-0.611111111,,,,,100.6111111,100,"[[2, 2, 1], [2, 3, 2], [4, 3, 1], [4, 2, 2], [2, 4, 1], [1, 4, 2]]",0.018744529,5.49E-07,3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 2, 0], [0, 1, 1, 2, 1, 0], [2, 1, 0, 2, 0, 0], [0, 1, 2, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.344,2.344,click,,6,,1.5221E+12
11e652f7,6_hard_pruned,6,hard,pruned,wrong,reset,1.5221E+12,383655,1,-100,,,,,0,-100,"[[0, 2, 1], [0, 5, 2], [3, 2, 1], [2, 2, 2], [4, 3, 1], [1, 0, 2], [4, 2, 1]]",0.058823529,8.41E-08,4,"[[0, 2, 1, 1, 1, 2], [2, 2, 1, 2, 0, 0], [0, 1, 2, 0, 0, 0], [2, 1, 1, 2, 0, 0], [0, 1, 1, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,67.62,67.62,click,,7,,1.5221E+12
14d64999,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,100748,2,-11.25,,,,,17.76222364,6.512223639,"[[2, 2, 1], [2, 3, 2], [4, 3, 1], [5, 3, 2], [5, 2, 1], [4, 2, 2]]",0.237610699,9.02E-05,1,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 2, 1, 0, 0], [0, 2, 1, 2, 2, 0]]",,1.624,1.624,click,,6,,1.52209E+12
14d64999,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,238048,1,100,,,,,-100,0,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2], [2, 3, 1], [2, 4, 2], [2, 0, 1]]",0.806795649,0.001791786,2,"[[0, 2, 1, 1, 1, 2], [0, 2, 1, 2, 0, 0], [1, 1, 1, 1, 2, 0], [2, 1, 2, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,101.05,101.05,click,,7,,1.52209E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,solvedCorrect,reset,1.51191E+12,72354,2,-4.084376417,,,,,104.0843764,100,"[[2, 2, 1], [2, 3, 2], [4, 3, 1], [3, 2, 2]]",0.057936197,4.54E-05,2,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [2, 1, 2, 2, 0, 0], [0, 1, 0, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,7.594,7.594,click,,4,,1.51191E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,78232,1,-100,,,,,100,0,"[[0, 2, 1], [0, 5, 2], [2, 2, 1], [3, 2, 2], [2, 0, 1], [2, 3, 2], [4, 3, 1], [4, 2, 2], [3, 4, 1], [5, 2, 2], [2, 4, 1]]",0.076923077,5.15E-10,1,"[[0, 2, 1, 1, 1, 2], [0, 2, 1, 2, 0, 0], [1, 1, 1, 2, 1, 0], [2, 1, 2, 2, 1, 0], [0, 1, 2, 1, 0, 0], [0, 2, 2, 0, 2, 0]]",,1.736,1.736,click,,11,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,115839,1,,,,,,101.5827438,-0.25,"[[0, 5, 1], [0, 2, 2], [2, 2, 1], [2, 3, 2], [4, 3, 1]]",0.760885578,1.32E-09,2,"[[0, 2, 2, 1, 1, 1], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,0.578,4.121,undo,,5,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,131506,2,-21.67,,,,,-78.33,-100,"[[2, 0, 1], [2, 2, 2], [0, 2, 1], [0, 5, 2], [1, 4, 1], [2, 4, 2]]",0.067289053,7.47E-15,3,"[[0, 2, 1, 1, 1, 2], [0, 2, 1, 2, 1, 0], [1, 1, 2, 0, 2, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.189,2.189,click,,6,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,132022,,0,,,,,15.25,15.25,[],0.067289053,0.067289053,3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,0.516,2.705,reset,,0,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,132247,,0,,,,,15.25,15.25,[],0.067289053,0.067289053,3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,0.225,2.93,reset,,0,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,132438,,0,,,,,15.25,15.25,[],0.067289053,0.067289053,3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,0.191,3.121,reset,,0,,1.5136E+12
2afbbf79,6_hard_pruned,6,hard,pruned,wrong,reset,1.5136E+12,155094,1,-100,,,,,0,-100,"[[5, 0, 1], [3, 2, 2], [2, 3, 1], [2, 2, 2], [4, 0, 1]]",0.052631579,3.65E-09,4,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 2, 1, 0, 0], [2, 1, 2, 2, 0, 0], [1, 1, 0, 0, 0, 0], [1, 2, 0, 0, 2, 0]]",,3.696,3.696,click,,5,,1.5136E+12
2cb650ed,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,81327,2,0,,,,,27.55600907,27.55600907,"[[0, 2, 1], [0, 5, 2]]",1,0.234004438,2,"[[0, 2, 1, 1, 1, 2], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,32.216,32.216,click,,2,,1.52209E+12
2cb650ed,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,108223,2,-4.084376417,,,,,104.0843764,100,"[[2, 2, 1], [2, 3, 2], [4, 3, 1], [3, 2, 2]]",0.057936197,3.29E-05,3,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 1, 2, 0, 0], [2, 1, 2, 2, 0, 0], [0, 1, 0, 1, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.556,2.556,click,,4,,1.52209E+12
2cb650ed,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,120306,2,-1.611111111,,,,,10.94986395,9.338752834,"[[0, 5, 1], [0, 2, 2]]",1,0.180112093,4,"[[0, 2, 2, 1, 1, 1], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,3.481,3.481,click,,2,,1.52209E+12
2cb650ed,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,131227,,0,,,,,-15.25,-15.25,[],0.007246336,0.007246336,5,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [0, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,1.088,7.349,undo,,0,,1.52209E+12
2cb650ed,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,159421,2,-0.611111111,,,,,12.97385488,12.36274376,"[[0, 5, 1], [0, 2, 2], [1, 4, 1], [2, 3, 2], [2, 4, 1], [3, 4, 2], [1, 5, 1], [2, 5, 2]]",0.001643805,1.58E-19,6,"[[0, 2, 2, 1, 1, 1], [0, 2, 1, 2, 1, 1], [0, 1, 0, 2, 1, 2], [2, 1, 0, 2, 2, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,2.939,2.939,click,,8,,1.52209E+12
2cb650ed,6_hard_pruned,6,hard,pruned,wrong,reset,1.52209E+12,170112,1,1.488958333,,,,,-12.48895833,-11,"[[2, 0, 1]]",0.022847677,0.000522016,8,"[[0, 2, 0, 1, 1, 0], [0, 2, 1, 2, 0, 0], [1, 1, 0, 0, 0, 0], [2, 1, 0, 2, 0, 0], [0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0]]",,3.495,3.495,click,,1,,1.52209E+12
