position,solved,time_rel,userid,prev_action,board_name,player,time_between,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,condition
0_3,solvedCorrect,199436,17e120dd,reset,logs/6_hard_full_dec19,1,0.523,1511924380229,1511924379706,20,True,1,"6,hard,full"
4_0,solvedCorrect,201798,17e120dd,click,logs/6_hard_full_dec19,2,2.362,1511924382591,1511924380229,21,False,2,"6,hard,full"
3_0,solvedCorrect,203599,17e120dd,undo,logs/6_hard_full_dec19,2,0.543,1511924384392,1511924383849,22,False,2,"6,hard,full"
2_3,solvedCorrect,215776,17e120dd,click,logs/6_hard_full_dec19,1,12.177,1511924396569,1511924384392,23,False,3,"6,hard,full"
2_2,solvedCorrect,224155,17e120dd,click,logs/6_hard_full_dec19,2,8.379,1511924404948,1511924396569,24,False,4,"6,hard,full"
0_3,solvedCorrect,229038,17e120dd,reset,logs/6_hard_full_dec19,1,1.326,1511924409831,1511924408505,25,True,1,"6,hard,full"
3_0,solvedCorrect,229914,17e120dd,click,logs/6_hard_full_dec19,2,0.876,1511924410707,1511924409831,26,False,2,"6,hard,full"
2_2,solvedCorrect,232315,17e120dd,click,logs/6_hard_full_dec19,1,2.401,1511924413108,1511924410707,27,False,3,"6,hard,full"
2_3,solvedCorrect,243654,17e120dd,click,logs/6_hard_full_dec19,2,11.339,1511924424447,1511924413108,28,False,4,"6,hard,full"
4_3,solvedCorrect,245922,17e120dd,click,logs/6_hard_full_dec19,1,2.268,1511924426715,1511924424447,29,False,5,"6,hard,full"
3_2,solvedCorrect,262542,17e120dd,click,logs/6_hard_full_dec19,2,16.62,1511924443335,1511924426715,30,False,6,"6,hard,full"
4_2,solvedCorrect,267401,17e120dd,undo,logs/6_hard_full_dec19,2,0.369,1511924448194,1511924447825,31,False,6,"6,hard,full"
2_4,solvedCorrect,275586,17e120dd,click,logs/6_hard_full_dec19,1,8.185,1511924456379,1511924448194,32,False,7,"6,hard,full"
1_4,solvedCorrect,296440,17e120dd,click,logs/6_hard_full_dec19,2,20.854,1511924477233,1511924456379,33,False,8,"6,hard,full"
3_4,solvedCorrect,300101,17e120dd,click,logs/6_hard_full_dec19,1,3.661,1511924480894,1511924477233,34,False,9,"6,hard,full"
4_3,solvedCorrect,323945,17e120dd,undo,logs/6_hard_full_dec19,1,2.115,1511924504738,1511924502623,35,False,5,"6,hard,full"
1_0,solvedCorrect,338068,17e120dd,click,logs/6_hard_full_dec19,2,14.123,1511924518861,1511924504738,36,False,6,"6,hard,full"
0_2,solvedCorrect,349792,17e120dd,undo,logs/6_hard_full_dec19,2,4.932,1511924530585,1511924525653,37,False,6,"6,hard,full"
3_2,solvedCorrect,351088,17e120dd,click,logs/6_hard_full_dec19,1,1.296,1511924531881,1511924530585,38,False,7,"6,hard,full"
1_0,solvedCorrect,359271,17e120dd,click,logs/6_hard_full_dec19,2,8.183,1511924540064,1511924531881,39,False,8,"6,hard,full"
4_2,solvedCorrect,367695,17e120dd,click,logs/6_hard_full_dec19,1,8.424,1511924548488,1511924540064,40,False,9,"6,hard,full"
0_3,solvedCorrect,1,18dac9ef,,logs/6_hard_full_dec19,1,0.001,1513540624280,1513540624279,1,True,1,"6,hard,full"
3_0,solvedCorrect,7182,18dac9ef,click,logs/6_hard_full_dec19,2,7.181,1513540631461,1513540624280,2,False,2,"6,hard,full"
0_5,solvedCorrect,22550,18dac9ef,click,logs/6_hard_full_dec19,1,15.368,1513540646829,1513540631461,3,False,3,"6,hard,full"
2_3,solvedCorrect,24685,18dac9ef,click,logs/6_hard_full_dec19,2,2.135,1513540648964,1513540646829,4,False,4,"6,hard,full"
0_2,solvedCorrect,25671,18dac9ef,click,logs/6_hard_full_dec19,1,0.986,1513540649950,1513540648964,5,False,5,"6,hard,full"
2_2,wrong,2,20bfd7bd,,logs/6_hard_full_dec19,1,0.002,1511905552385,1511905552383,1,True,1,"6,hard,full"
2_3,wrong,4826,20bfd7bd,click,logs/6_hard_full_dec19,2,4.824,1511905557209,1511905552385,2,False,2,"6,hard,full"
3_2,wrong,12560,20bfd7bd,click,logs/6_hard_full_dec19,1,7.734,1511905564943,1511905557209,3,False,3,"6,hard,full"
4_3,wrong,15093,20bfd7bd,click,logs/6_hard_full_dec19,2,2.533,1511905567476,1511905564943,4,False,4,"6,hard,full"
0_2,wrong,16759,20bfd7bd,click,logs/6_hard_full_dec19,1,1.666,1511905569142,1511905567476,5,False,5,"6,hard,full"
3_2,wrong,26794,20bfd7bd,reset,logs/6_hard_full_dec19,1,4.165,1511905579177,1511905575012,6,True,1,"6,hard,full"
4_3,wrong,32122,20bfd7bd,click,logs/6_hard_full_dec19,2,5.328,1511905584505,1511905579177,7,False,2,"6,hard,full"
2_3,wrong,33552,20bfd7bd,click,logs/6_hard_full_dec19,1,1.43,1511905585935,1511905584505,8,False,3,"6,hard,full"
1_4,wrong,37297,20bfd7bd,click,logs/6_hard_full_dec19,2,3.745,1511905589680,1511905585935,9,False,4,"6,hard,full"
5_0,wrong,38937,20bfd7bd,click,logs/6_hard_full_dec19,1,1.64,1511905591320,1511905589680,10,False,5,"6,hard,full"
4_3,wrong,1,22dac859,,logs/6_hard_full_dec19,1,0.001,1513539948792,1513539948791,1,True,1,"6,hard,full"
5_0,wrong,11103,22dac859,undo,logs/6_hard_full_dec19,1,0.855,1513539959894,1513539959039,2,True,1,"6,hard,full"
0_3,wrong,20761,22dac859,click,logs/6_hard_full_dec19,2,9.658,1513539969552,1513539959894,3,False,2,"6,hard,full"
3_2,wrong,44441,22dac859,undo,logs/6_hard_full_dec19,1,16.295,1513539993232,1513539976937,4,True,1,"6,hard,full"
2_2,wrong,54155,22dac859,click,logs/6_hard_full_dec19,2,9.714,1513540002946,1513539993232,5,False,2,"6,hard,full"
1_0,wrong,56031,22dac859,click,logs/6_hard_full_dec19,1,1.876,1513540004822,1513540002946,6,False,3,"6,hard,full"
4_3,wrong,59017,22dac859,click,logs/6_hard_full_dec19,2,2.986,1513540007808,1513540004822,7,False,4,"6,hard,full"
2_2,wrong,63317,22dac859,undo,logs/6_hard_full_dec19,1,2.311,1513540012108,1513540009797,8,True,1,"6,hard,full"
2_3,wrong,65644,22dac859,click,logs/6_hard_full_dec19,2,2.327,1513540014435,1513540012108,9,False,2,"6,hard,full"
5_2,wrong,73109,22dac859,undo,logs/6_hard_full_dec19,1,3.33,1513540021900,1513540018570,10,True,1,"6,hard,full"
3_0,wrong,83367,22dac859,undo,logs/6_hard_full_dec19,1,0.974,1513540032158,1513540031184,11,True,1,"6,hard,full"
0_3,wrong,88447,22dac859,click,logs/6_hard_full_dec19,2,5.08,1513540037238,1513540032158,12,False,2,"6,hard,full"
2_0,wrong,91469,22dac859,click,logs/6_hard_full_dec19,1,3.022,1513540040260,1513540037238,13,False,3,"6,hard,full"
4_2,wrong,94852,22dac859,click,logs/6_hard_full_dec19,2,3.383,1513540043643,1513540040260,14,False,4,"6,hard,full"
2_3,wrong,97591,22dac859,click,logs/6_hard_full_dec19,1,2.739,1513540046382,1513540043643,15,False,5,"6,hard,full"
2_2,wrong,100161,22dac859,click,logs/6_hard_full_dec19,2,2.57,1513540048952,1513540046382,16,False,6,"6,hard,full"
3_0,wrong,109408,22dac859,undo,logs/6_hard_full_dec19,1,1.996,1513540058199,1513540056203,17,True,1,"6,hard,full"
0_3,wrong,123404,22dac859,click,logs/6_hard_full_dec19,2,13.996,1513540072195,1513540058199,18,False,2,"6,hard,full"
4_2,wrong,139963,22dac859,click,logs/6_hard_full_dec19,1,16.559,1513540088754,1513540072195,19,False,3,"6,hard,full"
2_0,wrong,143877,22dac859,click,logs/6_hard_full_dec19,2,3.914,1513540092668,1513540088754,20,False,4,"6,hard,full"
5_2,wrong,144873,22dac859,click,logs/6_hard_full_dec19,1,0.996,1513540093664,1513540092668,21,False,5,"6,hard,full"
2_4,wrong,180459,22dac859,undo,logs/6_hard_full_dec19,1,7.129,1513540129250,1513540122121,22,True,1,"6,hard,full"
3_4,wrong,183136,22dac859,click,logs/6_hard_full_dec19,2,2.677,1513540131927,1513540129250,23,False,2,"6,hard,full"
2_3,wrong,184846,22dac859,click,logs/6_hard_full_dec19,1,1.71,1513540133637,1513540131927,24,False,3,"6,hard,full"
2_2,wrong,198323,22dac859,click,logs/6_hard_full_dec19,2,13.477,1513540147114,1513540133637,25,False,4,"6,hard,full"
0_3,wrong,213105,22dac859,click,logs/6_hard_full_dec19,1,14.782,1513540161896,1513540147114,26,False,5,"6,hard,full"
3_0,wrong,215148,22dac859,click,logs/6_hard_full_dec19,2,2.043,1513540163939,1513540161896,27,False,6,"6,hard,full"
2_2,wrong,243715,22dac859,undo,logs/6_hard_full_dec19,1,23.89,1513540192506,1513540168616,28,True,1,"6,hard,full"
2_0,wrong,246591,22dac859,click,logs/6_hard_full_dec19,2,2.876,1513540195382,1513540192506,29,False,2,"6,hard,full"
2_4,wrong,248433,22dac859,click,logs/6_hard_full_dec19,1,1.842,1513540197224,1513540195382,30,False,3,"6,hard,full"
2_3,wrong,249847,22dac859,click,logs/6_hard_full_dec19,2,1.414,1513540198638,1513540197224,31,False,4,"6,hard,full"
4_2,wrong,251754,22dac859,click,logs/6_hard_full_dec19,1,1.907,1513540200545,1513540198638,32,False,5,"6,hard,full"
3_2,wrong,253298,22dac859,click,logs/6_hard_full_dec19,2,1.544,1513540202089,1513540200545,33,False,6,"6,hard,full"
4_4,wrong,260093,22dac859,click,logs/6_hard_full_dec19,1,6.795,1513540208884,1513540202089,34,False,7,"6,hard,full"
4_3,wrong,261420,22dac859,click,logs/6_hard_full_dec19,2,1.327,1513540210211,1513540208884,35,False,8,"6,hard,full"
2_2,wrong,273574,22dac859,undo,logs/6_hard_full_dec19,1,5.976,1513540222365,1513540216389,36,True,1,"6,hard,full"
2_3,wrong,299130,22dac859,click,logs/6_hard_full_dec19,2,25.556,1513540247921,1513540222365,37,False,2,"6,hard,full"
4_3,wrong,301960,22dac859,click,logs/6_hard_full_dec19,1,2.83,1513540250751,1513540247921,38,False,3,"6,hard,full"
3_2,wrong,305967,22dac859,click,logs/6_hard_full_dec19,2,4.007,1513540254758,1513540250751,39,False,4,"6,hard,full"
2_3,wrong,316536,22dac859,undo,logs/6_hard_full_dec19,1,3.309,1513540265327,1513540262018,40,True,1,"6,hard,full"
2_2,wrong,319021,22dac859,click,logs/6_hard_full_dec19,2,2.485,1513540267812,1513540265327,41,False,2,"6,hard,full"
0_3,wrong,322543,22dac859,click,logs/6_hard_full_dec19,1,3.522,1513540271334,1513540267812,42,False,3,"6,hard,full"
2_0,wrong,325671,22dac859,click,logs/6_hard_full_dec19,2,3.128,1513540274462,1513540271334,43,False,4,"6,hard,full"
3_0,wrong,328469,22dac859,undo,logs/6_hard_full_dec19,2,0.887,1513540277260,1513540276373,44,False,4,"6,hard,full"
2_3,wrong,353693,22dac859,undo,logs/6_hard_full_dec19,1,2.164,1513540302484,1513540300320,45,True,1,"6,hard,full"
3_4,wrong,367503,22dac859,click,logs/6_hard_full_dec19,2,13.81,1513540316294,1513540302484,46,False,2,"6,hard,full"
2_2,wrong,370310,22dac859,click,logs/6_hard_full_dec19,1,2.807,1513540319101,1513540316294,47,False,3,"6,hard,full"
2_0,wrong,371838,22dac859,click,logs/6_hard_full_dec19,2,1.528,1513540320629,1513540319101,48,False,4,"6,hard,full"
2_4,wrong,383865,22dac859,click,logs/6_hard_full_dec19,1,12.027,1513540332656,1513540320629,49,False,5,"6,hard,full"
2_3,wrong,393018,22dac859,undo,logs/6_hard_full_dec19,1,2.654,1513540341809,1513540339155,50,True,1,"6,hard,full"
2_2,wrong,404485,22dac859,click,logs/6_hard_full_dec19,2,11.467,1513540353276,1513540341809,51,False,2,"6,hard,full"
4_5,wrong,412430,22dac859,click,logs/6_hard_full_dec19,1,7.945,1513540361221,1513540353276,52,False,3,"6,hard,full"
3_0,wrong,418428,22dac859,click,logs/6_hard_full_dec19,2,5.998,1513540367219,1513540361221,53,False,4,"6,hard,full"
3_4,wrong,423438,22dac859,click,logs/6_hard_full_dec19,1,5.01,1513540372229,1513540367219,54,False,5,"6,hard,full"
2_2,wrong,439300,22dac859,undo,logs/6_hard_full_dec19,2,8.221,1513540388091,1513540379870,55,False,2,"6,hard,full"
4_5,wrong,442773,22dac859,click,logs/6_hard_full_dec19,1,3.473,1513540391564,1513540388091,56,False,3,"6,hard,full"
3_4,wrong,446552,22dac859,click,logs/6_hard_full_dec19,2,3.779,1513540395343,1513540391564,57,False,4,"6,hard,full"
2_3,wrong,456770,22dac859,undo,logs/6_hard_full_dec19,1,3.864,1513540405561,1513540401697,58,True,1,"6,hard,full"
2_2,wrong,461198,22dac859,click,logs/6_hard_full_dec19,2,4.428,1513540409989,1513540405561,59,False,2,"6,hard,full"
3_0,wrong,464154,22dac859,click,logs/6_hard_full_dec19,1,2.956,1513540412945,1513540409989,60,False,3,"6,hard,full"
0_3,wrong,465652,22dac859,click,logs/6_hard_full_dec19,2,1.498,1513540414443,1513540412945,61,False,4,"6,hard,full"
4_5,wrong,468771,22dac859,click,logs/6_hard_full_dec19,1,3.119,1513540417562,1513540414443,62,False,5,"6,hard,full"
3_4,wrong,470982,22dac859,click,logs/6_hard_full_dec19,2,2.211,1513540419773,1513540417562,63,False,6,"6,hard,full"
2_3,wrong,480095,22dac859,undo,logs/6_hard_full_dec19,1,3.449,1513540428886,1513540425437,64,True,1,"6,hard,full"
2_2,wrong,484016,22dac859,click,logs/6_hard_full_dec19,2,3.921,1513540432807,1513540428886,65,False,2,"6,hard,full"
4_4,wrong,489421,22dac859,click,logs/6_hard_full_dec19,1,5.405,1513540438212,1513540432807,66,False,3,"6,hard,full"
3_0,wrong,503071,22dac859,click,logs/6_hard_full_dec19,2,13.65,1513540451862,1513540438212,67,False,4,"6,hard,full"
3_4,wrong,506199,22dac859,click,logs/6_hard_full_dec19,1,3.128,1513540454990,1513540451862,68,False,5,"6,hard,full"
4_5,wrong,509890,22dac859,click,logs/6_hard_full_dec19,2,3.691,1513540458681,1513540454990,69,False,6,"6,hard,full"
1_4,wrong,513631,22dac859,click,logs/6_hard_full_dec19,1,3.741,1513540462422,1513540458681,70,False,7,"6,hard,full"
2_4,wrong,516265,22dac859,click,logs/6_hard_full_dec19,2,2.634,1513540465056,1513540462422,71,False,8,"6,hard,full"
0_3,wrong,0,26dbf6e9,,logs/6_hard_full_dec19,1,0.0,1513617458531,1513617458531,1,True,1,"6,hard,full"
3_0,wrong,1509,26dbf6e9,click,logs/6_hard_full_dec19,2,1.509,1513617460040,1513617458531,2,False,2,"6,hard,full"
0_2,wrong,9674,26dbf6e9,click,logs/6_hard_full_dec19,1,8.165,1513617468205,1513617460040,3,False,3,"6,hard,full"
0_5,wrong,12054,26dbf6e9,click,logs/6_hard_full_dec19,2,2.38,1513617470585,1513617468205,4,False,4,"6,hard,full"
2_2,wrong,19944,26dbf6e9,click,logs/6_hard_full_dec19,1,7.89,1513617478475,1513617470585,5,False,5,"6,hard,full"
3_2,wrong,23640,26dbf6e9,click,logs/6_hard_full_dec19,2,3.696,1513617482171,1513617478475,6,False,6,"6,hard,full"
2_3,wrong,37137,26dbf6e9,click,logs/6_hard_full_dec19,1,13.497,1513617495668,1513617482171,7,False,7,"6,hard,full"
2_4,wrong,42546,26dbf6e9,click,logs/6_hard_full_dec19,2,5.409,1513617501077,1513617495668,8,False,8,"6,hard,full"
2_0,wrong,43716,26dbf6e9,click,logs/6_hard_full_dec19,1,1.17,1513617502247,1513617501077,9,False,9,"6,hard,full"
2_2,wrong,52225,26dbf6e9,reset,logs/6_hard_full_dec19,1,1.459,1513617510756,1513617509297,10,True,1,"6,hard,full"
2_3,wrong,64651,26dbf6e9,click,logs/6_hard_full_dec19,2,12.426,1513617523182,1513617510756,11,False,2,"6,hard,full"
3_0,wrong,71643,26dbf6e9,click,logs/6_hard_full_dec19,1,6.992,1513617530174,1513617523182,12,False,3,"6,hard,full"
2_2,wrong,76330,26dbf6e9,reset,logs/6_hard_full_dec19,1,0.7,1513617534861,1513617534161,13,True,1,"6,hard,full"
2_3,wrong,76864,26dbf6e9,click,logs/6_hard_full_dec19,2,0.534,1513617535395,1513617534861,14,False,2,"6,hard,full"
0_3,validatedCorrect,0,32ebf2e8,,logs/6_hard_full_dec19,1,0.0,1513616421930,1513616421930,1,True,1,"6,hard,full"
3_0,validatedCorrect,2252,32ebf2e8,click,logs/6_hard_full_dec19,2,2.252,1513616424182,1513616421930,2,False,2,"6,hard,full"
2_2,validatedCorrect,15127,32ebf2e8,reset,logs/6_hard_full_dec19,1,8.154,1513616437057,1513616428903,3,True,1,"6,hard,full"
0_2,validatedCorrect,21865,32ebf2e8,click,logs/6_hard_full_dec19,2,6.738,1513616443795,1513616437057,4,False,2,"6,hard,full"
0_3,validatedCorrect,24014,32ebf2e8,click,logs/6_hard_full_dec19,1,2.149,1513616445944,1513616443795,5,False,3,"6,hard,full"
3_0,validatedCorrect,26781,32ebf2e8,click,logs/6_hard_full_dec19,2,2.767,1513616448711,1513616445944,6,False,4,"6,hard,full"
3_2,validatedCorrect,29040,32ebf2e8,click,logs/6_hard_full_dec19,1,2.259,1513616450970,1513616448711,7,False,5,"6,hard,full"
4_2,validatedCorrect,33316,32ebf2e8,click,logs/6_hard_full_dec19,2,4.276,1513616455246,1513616450970,8,False,6,"6,hard,full"
2_4,validatedCorrect,34889,32ebf2e8,click,logs/6_hard_full_dec19,1,1.573,1513616456819,1513616455246,9,False,7,"6,hard,full"
2_3,validatedCorrect,36491,32ebf2e8,click,logs/6_hard_full_dec19,2,1.602,1513616458421,1513616456819,10,False,8,"6,hard,full"
1_4,validatedCorrect,42384,32ebf2e8,click,logs/6_hard_full_dec19,1,5.893,1513616464314,1513616458421,11,False,9,"6,hard,full"
3_4,validatedCorrect,43487,32ebf2e8,click,logs/6_hard_full_dec19,2,1.103,1513616465417,1513616464314,12,False,10,"6,hard,full"
4_3,validatedCorrect,44949,32ebf2e8,click,logs/6_hard_full_dec19,1,1.462,1513616466879,1513616465417,13,False,11,"6,hard,full"
1_0,validatedCorrect,51001,32ebf2e8,click,logs/6_hard_full_dec19,2,6.052,1513616472931,1513616466879,14,False,12,"6,hard,full"
5_0,validatedCorrect,75759,32ebf2e8,reset,logs/6_hard_full_dec19,1,14.858,1513616497689,1513616482831,15,True,1,"6,hard,full"
2_3,validatedCorrect,83380,32ebf2e8,click,logs/6_hard_full_dec19,2,7.621,1513616505310,1513616497689,16,False,2,"6,hard,full"
0_3,validatedCorrect,88756,32ebf2e8,click,logs/6_hard_full_dec19,1,5.376,1513616510686,1513616505310,17,False,3,"6,hard,full"
3_0,validatedCorrect,91547,32ebf2e8,click,logs/6_hard_full_dec19,2,2.791,1513616513477,1513616510686,18,False,4,"6,hard,full"
4_3,validatedCorrect,94243,32ebf2e8,click,logs/6_hard_full_dec19,1,2.696,1513616516173,1513616513477,19,False,5,"6,hard,full"
1_0,validatedCorrect,101059,32ebf2e8,click,logs/6_hard_full_dec19,2,6.816,1513616522989,1513616516173,20,False,6,"6,hard,full"
2_0,validatedCorrect,101701,32ebf2e8,click,logs/6_hard_full_dec19,1,0.642,1513616523631,1513616522989,21,False,7,"6,hard,full"
4_4,validatedCorrect,112003,32ebf2e8,click,logs/6_hard_full_dec19,2,10.302,1513616533933,1513616523631,22,False,8,"6,hard,full"
0_3,validatedCorrect,122388,32ebf2e8,reset,logs/6_hard_full_dec19,1,4.376,1513616544318,1513616539942,23,True,1,"6,hard,full"
3_0,validatedCorrect,124732,32ebf2e8,click,logs/6_hard_full_dec19,2,2.344,1513616546662,1513616544318,24,False,2,"6,hard,full"
0_2,validatedCorrect,131844,32ebf2e8,click,logs/6_hard_full_dec19,1,7.112,1513616553774,1513616546662,25,False,3,"6,hard,full"
0_5,validatedCorrect,133016,32ebf2e8,click,logs/6_hard_full_dec19,2,1.172,1513616554946,1513616553774,26,False,4,"6,hard,full"
2_2,validatedCorrect,134618,32ebf2e8,click,logs/6_hard_full_dec19,1,1.602,1513616556548,1513616554946,27,False,5,"6,hard,full"
3_2,validatedCorrect,137745,32ebf2e8,click,logs/6_hard_full_dec19,2,3.127,1513616559675,1513616556548,28,False,6,"6,hard,full"
2_3,validatedCorrect,145248,32ebf2e8,click,logs/6_hard_full_dec19,1,7.503,1513616567178,1513616559675,29,False,7,"6,hard,full"
2_0,validatedCorrect,147108,32ebf2e8,click,logs/6_hard_full_dec19,2,1.86,1513616569038,1513616567178,30,False,8,"6,hard,full"
2_4,validatedCorrect,150743,32ebf2e8,click,logs/6_hard_full_dec19,1,3.635,1513616572673,1513616569038,31,False,9,"6,hard,full"
3_0,validatedCorrect,1,38ebbf94,,logs/6_hard_full_dec19,1,0.001,1513603203060,1513603203059,1,True,1,"6,hard,full"
0_3,validatedCorrect,4332,38ebbf94,click,logs/6_hard_full_dec19,2,4.331,1513603207391,1513603203060,2,False,2,"6,hard,full"
0_3,validatedCorrect,9838,38ebbf94,reset,logs/6_hard_full_dec19,1,1.102,1513603212897,1513603211795,3,True,1,"6,hard,full"
3_0,validatedCorrect,12488,38ebbf94,click,logs/6_hard_full_dec19,2,2.65,1513603215547,1513603212897,4,False,2,"6,hard,full"
0_2,validatedCorrect,15828,38ebbf94,click,logs/6_hard_full_dec19,1,3.34,1513603218887,1513603215547,5,False,3,"6,hard,full"
0_5,validatedCorrect,18436,38ebbf94,click,logs/6_hard_full_dec19,2,2.608,1513603221495,1513603218887,6,False,4,"6,hard,full"
2_2,validatedCorrect,21100,38ebbf94,click,logs/6_hard_full_dec19,1,2.664,1513603224159,1513603221495,7,False,5,"6,hard,full"
3_2,validatedCorrect,25281,38ebbf94,click,logs/6_hard_full_dec19,2,4.181,1513603228340,1513603224159,8,False,6,"6,hard,full"
4_2,validatedCorrect,38605,38ebbf94,click,logs/6_hard_full_dec19,1,13.324,1513603241664,1513603228340,9,False,7,"6,hard,full"
2_0,validatedCorrect,43681,38ebbf94,click,logs/6_hard_full_dec19,2,5.076,1513603246740,1513603241664,10,False,8,"6,hard,full"
4_0,validatedCorrect,45761,38ebbf94,click,logs/6_hard_full_dec19,1,2.08,1513603248820,1513603246740,11,False,9,"6,hard,full"
4_3,validatedCorrect,47647,38ebbf94,click,logs/6_hard_full_dec19,2,1.886,1513603250706,1513603248820,12,False,10,"6,hard,full"
2_3,validatedCorrect,50011,38ebbf94,click,logs/6_hard_full_dec19,1,2.364,1513603253070,1513603250706,13,False,11,"6,hard,full"
2_4,validatedCorrect,54299,38ebbf94,click,logs/6_hard_full_dec19,2,4.288,1513603257358,1513603253070,14,False,12,"6,hard,full"
0_2,validatedCorrect,66692,38ebbf94,reset,logs/6_hard_full_dec19,1,7.315,1513603269751,1513603262436,15,True,1,"6,hard,full"
2_2,validatedCorrect,69485,38ebbf94,click,logs/6_hard_full_dec19,2,2.793,1513603272544,1513603269751,16,False,2,"6,hard,full"
0_3,validatedCorrect,77347,38ebbf94,click,logs/6_hard_full_dec19,1,7.862,1513603280406,1513603272544,17,False,3,"6,hard,full"
2_2,validatedCorrect,82842,38ebbf94,reset,logs/6_hard_full_dec19,1,1.108,1513603285901,1513603284793,18,True,1,"6,hard,full"
0_2,validatedCorrect,86421,38ebbf94,click,logs/6_hard_full_dec19,2,3.579,1513603289480,1513603285901,19,False,2,"6,hard,full"
0_3,validatedCorrect,87490,38ebbf94,click,logs/6_hard_full_dec19,1,1.069,1513603290549,1513603289480,20,False,3,"6,hard,full"
3_0,validatedCorrect,91538,38ebbf94,click,logs/6_hard_full_dec19,2,4.048,1513603294597,1513603290549,21,False,4,"6,hard,full"
2_2,validatedCorrect,95572,38ebbf94,reset,logs/6_hard_full_dec19,1,1.351,1513603298631,1513603297280,22,True,1,"6,hard,full"
3_2,validatedCorrect,100170,38ebbf94,click,logs/6_hard_full_dec19,2,4.598,1513603303229,1513603298631,23,False,2,"6,hard,full"
0_3,validatedCorrect,107492,38ebbf94,click,logs/6_hard_full_dec19,1,7.322,1513603310551,1513603303229,24,False,3,"6,hard,full"
3_0,validatedCorrect,110716,38ebbf94,click,logs/6_hard_full_dec19,2,3.224,1513603313775,1513603310551,25,False,4,"6,hard,full"
0_2,validatedCorrect,116291,38ebbf94,click,logs/6_hard_full_dec19,1,5.575,1513603319350,1513603313775,26,False,5,"6,hard,full"
0_2,validatedCorrect,125373,38ebbf94,reset,logs/6_hard_full_dec19,1,3.783,1513603328432,1513603324649,27,True,1,"6,hard,full"
2_2,validatedCorrect,126576,38ebbf94,click,logs/6_hard_full_dec19,2,1.203,1513603329635,1513603328432,28,False,2,"6,hard,full"
0_3,validatedCorrect,145679,38ebbf94,click,logs/6_hard_full_dec19,1,19.103,1513603348738,1513603329635,29,False,3,"6,hard,full"
0_3,wrong,2,3df11bae,,logs/6_hard_full_dec19,1,0.002,1511922957632,1511922957630,1,True,1,"6,hard,full"
3_0,wrong,5477,3df11bae,click,logs/6_hard_full_dec19,2,5.475,1511922963107,1511922957632,2,False,2,"6,hard,full"
