userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,click,1.51352E+12,309350,1,10000,0,10000,58.73931969,73,9994.223485,1,2_3,3.637,3.637,click,8,3,FALSE,1.51352E+12
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,click,1.51352E+12,316405,2,-10000,0,-10000,-10000,72,-10000.11111,-1,2_7,7.055,7.055,click,9,4,FALSE,1.51352E+12
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,click,1.51352E+12,317690,1,0.635963719,16,10000,58.73931969,71,-9999.364036,-1,5_0,1.285,1.285,click,10,5,FALSE,1.51352E+12
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,click,1.51352E+12,318233,2,10000,0,10000,-10000,70,20000,1,4_3,0.543,0.543,click,11,6,FALSE,1.51352E+12
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51352E+12,328069,,0.635963719,,,,,-9999.364036,-1,,9.836,9.836,click,,6,,1.51352E+12
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,click,1.51352E+12,355315,1,2.833964933,10,21.36111111,11.89916667,75,,0,7_4,27.246,37.082,reset,12,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,38925,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,38.9,0,,1,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,40196,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,1.271,1.271,click,2,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,41346,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,1.15,1.15,click,3,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,42871,2,14.61361819,0,14.61361819,-10000,72,13.39139597,1,5_3,1.525,1.525,click,4,4,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,44301,1,10000,0,10000,20.7037311,71,9964.089409,1,4_4,1.43,1.43,click,5,5,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,46355,2,-10000,0,-10000,-10000,70,-10014.61362,-1,4_5,2.054,2.054,click,6,6,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,47420,1,10000,0,10000,5.019548364,69,0,1,4_0,1.065,1.065,click,7,7,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,57474,,10000,,,,,0,1,,10.054,10.054,click,,7,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,83331,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,25.857,35.911,reset,8,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,87166,2,-10000,1,1.222222222,-10000,74,,0,4_3,3.835,3.835,click,9,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,95090,,21.36111111,,,,,,0,,7.924,7.924,click,,2,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,97900,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,2.81,10.734,reset,10,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,106041,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,8.141,8.141,click,11,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,109095,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,3.054,3.054,click,12,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,111672,2,14.61361819,0,14.61361819,-10000,72,13.39139597,1,5_3,2.577,2.577,click,13,4,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,118753,,35.91059098,,,,,14.54947987,1,,7.081,7.081,click,,4,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,125680,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,6.927,14.008,reset,14,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,127361,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,1.681,1.681,click,15,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,129588,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,2.227,2.227,click,16,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,131084,2,14.61361819,0,14.61361819,-10000,72,13.39139597,1,5_3,1.496,1.496,click,17,4,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,150119,,35.91059098,,,,,14.54947987,1,,19.035,19.035,click,,4,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,152220,1,11.89916667,1,21.36111111,11.89916667,75,,0,2_7,2.101,21.136,reset,18,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,153969,2,2.618055556,0,2.618055556,-10000,74,,0,2_3,1.749,1.749,click,19,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,155382,1,4.570029754,5,11.3370493,9.890876303,73,-7.329136913,-1,4_3,1.413,1.413,click,20,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,162078,,4.570029754,,,,,-7.329136913,-1,,6.696,6.696,click,,3,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,168326,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,6.248,12.944,reset,21,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,169061,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,0.735,0.735,click,22,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,170655,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,1.594,1.594,click,23,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,174697,2,-10000,1,14.61361819,-10000,72,-10001.22222,-1,4_4,4.042,4.042,click,24,4,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,180851,1,12.72285382,2,10000,22.73992677,71,-23.18773716,-1,7_4,6.154,6.154,click,25,5,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,187796,,12.72285382,,,,,-23.18773716,-1,,6.945,6.945,click,,5,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,193388,1,11.89916667,1,21.36111111,11.89916667,75,,0,2_7,5.592,12.537,reset,26,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,194599,2,2.618055556,0,2.618055556,-10000,74,,0,2_3,1.211,1.211,click,27,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,202959,1,11.3370493,0,11.3370493,9.890876303,73,-0.562117364,-1,4_4,8.36,8.36,click,28,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,205584,,11.3370493,,,,,-0.562117364,-1,,2.625,2.625,click,,3,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,209638,1,11.89916667,1,21.36111111,11.89916667,75,,0,2_7,4.054,6.679,reset,29,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,211901,2,2.618055556,0,2.618055556,-10000,74,,0,2_3,2.263,2.263,click,30,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,219957,1,4.570029754,5,11.3370493,9.890876303,73,-7.329136913,-1,4_3,8.056,8.056,click,31,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,225857,2,11.25,2,37.44335601,11.61111111,72,8.631944444,1,4_4,5.9,5.9,click,32,4,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,226926,1,12.72285382,0,12.72285382,-10000,71,8.152824068,1,7_4,1.069,1.069,click,33,5,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,229335,2,0.94797666,15,22.87417234,11.61111111,70,-10.30202334,-1,6_3,2.409,2.409,click,34,6,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51352E+12,235398,,12.72285382,,,,,8.152824068,1,,6.063,6.063,click,,6,,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,237331,1,2.678578976,12,21.36111111,11.89916667,75,,0,4_0,1.933,7.996,reset,35,1,TRUE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,240625,2,11.25,4,10000,37.44335601,74,,0,4_4,3.294,3.294,click,36,2,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51352E+12,242754,1,12.72285382,0,12.72285382,-10000,73,10.04427485,1,7_4,2.129,2.129,click,37,3,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,260878,2,10000,0,10000,22.87417234,72,9988.75,1,4_3,18.124,18.124,click,38,4,FALSE,1.51352E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,264979,1,-10000,0,-10000,-10000,71,-10012.72285,-1,7_3,4.101,4.101,click,39,5,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,266064,2,22.87417234,2,10000,10000,70,-9977.125828,-1,8_4,1.085,1.085,click,40,6,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,269479,,-10000,,,,,-10012.72285,-1,,3.415,3.415,click,,6,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,279314,1,0.606508876,20,21.36111111,11.89916667,75,,0,3_0,9.835,13.25,reset,41,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,285346,2,0.814842209,23,10000,37.44335601,74,,0,6_3,6.032,6.032,click,42,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,295195,1,7.576776255,4,20.25,11.89916667,73,6.970267379,1,4_3,9.849,9.849,click,43,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,300397,,7.576776255,,,,,6.970267379,1,,5.202,5.202,click,,3,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,306149,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,5.752,10.954,reset,44,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,306883,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,0.734,0.734,click,45,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,312530,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,5.647,5.647,click,46,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,313415,2,14.61361819,0,14.61361819,-10000,72,13.39139597,1,5_3,0.885,0.885,click,47,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,323906,1,10000,0,10000,20.7037311,71,9964.089409,1,4_4,10.491,10.491,click,48,5,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,326495,2,-10000,0,-10000,-10000,70,-10014.61362,-1,4_0,2.589,2.589,click,49,6,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,333089,,10000,,,,,9964.089409,1,,6.594,6.594,click,,6,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,335561,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,2.472,9.066,reset,50,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,338764,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,3.203,3.203,click,51,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,340957,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,2.193,2.193,click,52,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,343976,2,-10000,1,14.61361819,-10000,72,-10001.22222,-1,4_4,3.019,3.019,click,53,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,346368,1,12.72285382,2,10000,22.73992677,71,-23.18773716,-1,7_4,2.392,2.392,click,54,5,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,357110,2,12.25583333,0,12.25583333,-10000,70,10012.25583,1,5_3,10.742,10.742,click,55,6,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,366438,,12.72285382,,,,,-23.18773716,-1,,9.328,9.328,click,,6,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,372071,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,5.633,14.961,reset,56,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,373075,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,1.004,1.004,click,57,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,374945,1,35.91059098,0,35.91059098,27.83590797,73,14.54947987,1,4_3,1.87,1.87,click,58,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,380684,,35.91059098,,,,,14.54947987,1,,5.739,5.739,click,,3,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,381645,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,0.961,6.7,reset,59,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,382372,2,1.222222222,0,1.222222222,-10000,74,,0,2_7,0.727,0.727,click,60,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,398365,1,11.3370493,2,35.91059098,27.83590797,73,-10.02406181,-1,4_4,15.993,15.993,click,61,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,399928,,11.3370493,,,,,-10.02406181,-1,,1.563,1.563,click,,3,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,400952,1,21.36111111,0,21.36111111,11.89916667,75,,0,2_3,1.024,2.587,reset,62,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,403283,,21.36111111,,,,,,0,,2.331,2.331,click,,1,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,405537,1,2.678578976,12,21.36111111,11.89916667,75,,0,4_0,2.254,4.585,reset,63,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,408864,2,11.25,4,10000,37.44335601,74,,0,4_4,3.327,3.327,click,64,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,412137,1,12.72285382,0,12.72285382,-10000,73,10.04427485,1,7_4,3.273,3.273,click,65,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,425496,2,3.1884023,9,10000,22.87417234,72,-8.0615977,-1,7_3,13.359,13.359,click,66,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,429560,,12.72285382,,,,,10.04427485,1,,4.064,4.064,click,,4,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,431417,1,9.502037026,4,21.36111111,11.89916667,75,,0,4_3,1.857,5.921,reset,67,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,433825,2,11.25,2,37.44335601,11.61111111,74,,0,4_4,2.408,2.408,click,68,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,437691,1,12.72285382,0,12.72285382,-10000,73,3.220816796,1,7_4,3.866,3.866,click,69,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,443719,2,1.641309993,11,22.87417234,11.61111111,72,-9.608690007,-1,6_3,6.028,6.028,click,70,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,451682,,12.72285382,,,,,3.220816796,1,,7.963,7.963,click,,4,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,453924,1,2.678578976,12,21.36111111,11.89916667,75,,0,4_0,2.242,10.205,reset,71,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,456669,2,11.25,4,10000,37.44335601,74,,0,4_4,2.745,2.745,click,72,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,459117,1,12.72285382,0,12.72285382,-10000,73,10.04427485,1,7_4,2.448,2.448,click,73,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,463596,2,0.814842209,19,10000,22.87417234,72,-10.43515779,-1,6_3,4.479,4.479,click,74,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,467557,1,20.25,1,47.44335601,20.25,71,7.527146178,1,2_3,3.961,3.961,click,75,5,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,468462,2,1.361111111,0,1.361111111,-10000,70,0.546268902,1,2_7,0.905,0.905,click,76,6,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,471049,1,11,2,47.44335601,11.7037311,69,-9.25,-1,4_3,2.587,2.587,click,77,7,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,473226,2,2.303333333,0,2.303333333,-10000,68,0.942222222,1,5_3,2.177,2.177,click,78,8,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,476762,,11,,,,,-9.25,-1,,3.536,3.536,click,,8,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,479253,1,4.52723356,9,21.36111111,11.89916667,75,,0,6_1,2.491,6.027,reset,79,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,481494,2,11.25,4,10000,37.44335601,74,,0,4_4,2.241,2.241,click,80,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,482900,1,12.72285382,0,12.72285382,-10000,73,8.195620262,1,7_4,1.406,1.406,click,81,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,492438,2,1.170198882,15,10000,22.87417234,72,-10.07980112,-1,2_3,9.538,9.538,click,82,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,493244,1,12.45833333,3,10000,17.01784483,71,-0.264520489,-1,6_3,0.806,0.806,click,83,5,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,496209,2,1.222222222,0,1.222222222,-10000,70,0.05202334,1,3_0,2.965,2.965,click,84,6,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,501542,,12.45833333,,,,,-0.264520489,-1,,5.333,5.333,click,,6,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,510085,1,11.89916667,1,21.36111111,11.89916667,75,,0,2_7,8.543,13.876,reset,85,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,511812,2,2.618055556,0,2.618055556,-10000,74,,0,2_3,1.727,1.727,click,86,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,517539,1,11.3370493,0,11.3370493,9.890876303,73,-0.562117364,-1,4_4,5.727,5.727,click,87,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,519179,2,10000,0,10000,22.87417234,72,9997.381944,1,4_3,1.64,1.64,click,88,4,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,544227,,11.3370493,,,,,-0.562117364,-1,,25.048,25.048,click,,4,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,546349,1,2.678578976,12,21.36111111,11.89916667,75,,0,4_0,2.122,27.17,reset,89,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,547524,2,11.25,4,10000,37.44335601,74,,0,4_4,1.175,1.175,click,90,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,548406,1,-10000,1,12.72285382,-10000,73,-10002.67858,-1,4_3,0.882,0.882,click,91,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51353E+12,555680,,-10000,,,,,-10002.67858,-1,,7.274,7.274,click,,3,,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,557091,1,11.3370493,2,21.36111111,11.89916667,75,,0,4_4,1.411,8.685,reset,92,1,TRUE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,581886,2,10000,0,10000,22.87417234,74,,0,4_3,24.795,24.795,click,93,2,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,585028,1,-10000,0,-10000,-10000,73,-10011.33705,-1,3_0,3.142,3.142,click,94,3,FALSE,1.51353E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51353E+12,586684,2,0.916666667,17,10000,10000,72,-9999.083333,-1,6_3,1.656,1.656,click,95,4,FALSE,1.51353E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,34893,1,1.265517751,16,21.36111111,11.89916667,75,,0,8_3,34.865,0,,1,1,TRUE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51192E+12,77239,,1.265517751,,,,,,0,,42.346,42.346,click,,1,,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,82407,1,1.553175542,15,21.36111111,11.89916667,75,,0,6_3,5.168,47.514,reset,2,1,TRUE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,96479,2,1.165555556,19,10000,37.44335601,74,,0,3_7,14.072,14.072,click,3,2,FALSE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51192E+12,99024,,1.553175542,,,,,,0,,2.545,2.545,click,,2,,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,100705,1,5.101272659,7,21.36111111,11.89916667,75,,0,7_3,1.681,4.226,reset,4,1,TRUE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,108588,2,0.333333333,40,10000,37.44335601,74,,0,3_0,7.883,7.883,click,5,2,FALSE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,110257,1,2.040085973,14,10000,21.36111111,73,-3.061186686,-1,8_3,1.669,1.669,click,6,3,FALSE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,118436,2,4.306122449,5,10000,19.69,72,3.972789116,1,8_4,8.179,8.179,click,7,4,FALSE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,134193,1,11,7,30.61111111,21.36111111,71,8.959914027,1,5_0,15.757,15.757,click,8,5,FALSE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,136161,2,3.395833333,0,3.395833333,-10000,70,-0.910289116,-1,6_1,1.968,1.968,click,9,6,FALSE,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51192E+12,144699,,11,,,,,8.959914027,1,,8.538,8.538,click,,6,,1.51192E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,click,1.51192E+12,158907,1,9.502037026,4,21.36111111,11.89916667,75,,0,4_3,14.208,22.746,reset,10,1,TRUE,1.51192E+12
