,board,heuristic,likelihoods_block,likelihoods_density,likelihoods_interaction,userid
310,6_easy_pruned,density,-3.77095460426,-2.42919576736,-4.13421491355,2dca846d
311,6_easy_pruned,interaction,-1.52305295005,-2.45225291507,-1.43334405864,2dfbc35a
312,6_easy_pruned,interaction,-1.88288542401,-2.08547478309,-1.85235041387,33b693e2
313,6_easy_pruned,interaction,-1.0469705022,-2.63798995603,-0.884795753895,33ebe68d
314,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,46dad3ed
315,6_easy_pruned,blocking,-1.73425540849,-2.58570028699,-1.90910253968,48c70a00
316,6_easy_pruned,density,-2.6965519574,-2.57257475434,-2.74455963646,4dc50d03
317,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,4dfbc07c
318,6_easy_pruned,interaction,-2.84684692951,-2.65160680948,-2.54961449063,55a709fd
319,6_easy_pruned,blocking,-1.39890428798,-2.44827848387,-1.48516648059,58e72ee8
320,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,62b5140d
321,6_easy_pruned,density,-2.69366204343,-2.48520472812,-2.63081775163,67abc3ab
322,6_easy_pruned,density,-3.55378318931,-2.69707455422,-3.46514717917,67abf219
323,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,6aa4f436
324,6_easy_pruned,blocking,-2.60654979727,-2.64556001124,-2.87858600692,6cbbcdf7
325,6_easy_pruned,blocking,-2.19980579609,-2.51287946088,-2.22444060871,6fc70a09
326,6_easy_pruned,blocking,-2.55864445028,-2.55958788348,-2.74230696316,7acbc3e2
327,6_easy_pruned,blocking,-1.47952905205,-2.63554360557,-1.63731347099,7cc119e0
328,6_easy_pruned,blocking,-0.800111322933,-2.40388018447,-1.11011985497,7db4f1d2
329,6_easy_pruned,interaction,-0.907730972688,-2.651408322,-0.751733485086,8ab71c6b
330,6_easy_pruned,blocking,-1.0346380092,-2.38763076411,-1.74301466957,94abbfb2
331,6_easy_pruned,density,-2.90799069364,-2.67612511594,-2.74893188022,96afd320
332,6_easy_pruned,interaction,-0.362834635376,-2.43673907995,-0.306147887568,9db10b00
333,6_easy_pruned,density,-3.67833418998,-2.94088626078,-2.94592548537,adfac866
334,6_easy_pruned,interaction,-0.461331974993,-2.46532985563,-0.371358954274,b7e510d3
335,6_easy_pruned,interaction,-0.421574619215,-2.54891677149,-0.373146555707,c0cbeef2
336,6_easy_pruned,blocking,-1.07976886269,-2.18942760703,-1.28186249737,c8afed22
337,6_easy_pruned,interaction,-0.335252004065,-2.48278939361,-0.275269990252,c9c757af
338,6_easy_pruned,interaction,-1.7498766474,-2.50589728048,-1.55007903519,d2d73ea5
339,6_easy_pruned,interaction,-2.36376461465,-2.6052036331,-2.10312893027,dcfbe5af
340,6_easy_pruned,interaction,-2.75462632188,-2.49168175075,-2.4804201144,ddb7456a
341,6_easy_pruned,density,-3.71223154385,-2.57197356195,-3.73719454793,dfa705b9
342,6_easy_pruned,interaction,-1.48180859721,-2.6798169076,-1.46599272224,e1b100ae
343,6_easy_pruned,density,-3.62855935229,-2.52260613964,-3.72378894634,edbbcb60
344,6_easy_pruned,blocking,-2.25676418384,-2.64002624216,-2.30324858764,edbbea2c
345,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,faafd1c6
346,10_easy_full,density,-5.15989694522,-3.98863978617,-4.79601824831,16ead0a0
347,10_easy_full,density,-4.31812480664,-2.82749792997,-4.46359586525,1de74153
348,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,1eebf908
349,10_easy_full,blocking,-2.41190116205,-4.05041017566,-2.42398934329,20a4fec4
