,fitted_heuristic,log_likelihood,userid
165,linear,-2.3237813264,adfac866
166,blocking,-0.6799801743,aedbea55
167,blocking,-2.83273500357,b0c6f3a8
168,interaction,-2.95909494512,b0d518a1
169,interaction,-1.53847026256,b0e1157c
170,blocking,-2.6228782438,b3dbd892
171,density,-1.484879879,b3e4f78d
172,blocking,-2.59992879501,b4a4f22a
173,blocking,-0.739526711286,b4abeb7e
174,blocking,-1.76918662722,b7a4fe27
175,interaction,-0.247379509667,b7e510d3
176,non-linear,-2.38243059208,b7eae04f
177,blocking,-2.23638180419,b9bbc96c
178,blocking,-1.87621989864,b9e10f8b
179,blocking,-1.3023215388,b9e512db
180,blocking,-0.8062629958,bacbc468
181,blocking,-1.15137042431,bae515f2
182,interaction,-1.74599258314,bca124ea
183,blocking,-1.98079515722,bcf51783
184,blocking,-1.90346246257,bdd7483e
185,blocking,-1.84679572748,bed50a1d
186,interaction,-2.8835307557,bfabcc7d
187,interaction,-1.90583790143,c0cbeef2
188,blocking,-2.33765155089,c6c100be
189,density,-2.85776254757,c7a67aab
190,blocking,-2.187845262,c7c6f18d
191,blocking,-2.44320556096,c7fffe38
192,blocking,-2.86192702831,c8a4fa50
193,blocking,-1.69671287073,c8afed22
194,blocking,-1.881739716,c8c4f85a
195,interaction,-0.6928099364,c9c757af
196,interaction,-2.52125624693,cceac8ca
197,blocking,-2.68890228546,cdc514e1
198,interaction,-2.90787364756,ceafe698
199,blocking,-1.3699602344,cec10cc8
200,blocking,-2.21352650342,cefc077d
201,density,-2.82851186469,cfd6ff5a
202,blocking,-2.78073502116,cff10c9a
203,blocking,-2.92976321063,d0f687f1
204,blocking,-1.54762050186,d1bbc1e6
205,blocking,-2.10215695759,d2ac158a
206,non-linear,-1.64304690521,d2d73ea5
207,density,-2.662033461,d3b525de
208,density,-2.81704256375,d4fac87b
209,blocking,-2.19074913358,d6b67ee1
210,blocking,-2.41613329998,d6c10e9a
211,density,-2.69067755571,d6d500ab
212,interaction,-1.5437293458,d8aacc7a
213,density,-2.50572413586,d9e4f7e5
214,blocking,-2.53421849162,daa11f50
215,non-linear,-2.323679765,dabbe6bb
216,density,-2.2273522498,daefd33a
217,blocking,-2.06449082342,daf74d3f
218,interaction,-2.67259593071,dbe71b15
219,density,-2.4757345356,dcc4f10e
220,non-linear,-2.24089241158,dcfbe5af
221,density,-2.32408461678,ddb7456a
222,density,-2.77681385198,dfa705b9
223,blocking,-2.00320219538,dfcbf407
224,non-linear,-2.41891575088,dfe6bee3
225,interaction,-2.46789822425,e0a10efa
226,blocking,-2.40018332323,e1b100ae
227,blocking,-0.919102840429,e1e500d7
228,blocking,-2.79309467967,e2b10de5
229,blocking,-2.12464838814,e5b69f84
230,interaction,-2.88194566208,e6abcdb2
231,blocking,-2.48440257162,e6efec72
232,interaction,-1.78832398613,e9b10766
233,blocking,-2.93595061898,e9bbf006
234,density,-2.61033789437,e9dbbf8a
235,blocking,-2.40576623707,eaaff660
236,blocking,-2.35964030639,ecefd3a0
237,density,-2.69337214079,edbbcb60
238,blocking,-1.99785491146,edfff93e
239,blocking,-2.85992149027,eec719ce
240,interaction,-2.42955759067,eec7360c
241,interaction,-1.97341728005,eefbf52d
242,density,-2.926314041,efa7383d
243,blocking,-2.95619006337,efd4fa4a
244,blocking,-2.42427452643,f1fbe0de
245,non-linear,-2.4611666857,f3dbeb7e
246,blocking,-2.80529921657,f4c4f33c
247,blocking,-2.29278694476,f8e11654
248,blocking,-2.2478976575,f8efd664
249,blocking,-0.82591714768,f9c123d7
250,linear,-2.91607617492,fac10d6e
251,blocking,-1.96675902452,fcb764e3
252,interaction,-2.01685379286,fda4f169
253,density,-2.76367488442,fdaa7ebb
254,interaction,-2.48821906714,fdc4f07b
