userid,num_unique_first_moves,num_resets,exploit_time,num_moves_win_score,mean_score,num_restarts,solution_time,solved,board,median_score,explore_time,number_of_moves,size,type,condition,typeSize,correctness
c7c6f18d,3,4,1.969333333,1,1003.012278,4,184.515,validatedCorrect,10_easy_pruned,1.269722222,3.319333333,10,10,easy,pruned,10easy,correct
cdc50047,8,13,7.44975,6,684.1112885,13,427.938,validatedCorrect,10_easy_pruned,1.159722222,10.93391667,44,10,easy,pruned,10easy,correct
ceafe698,4,4,13.69333333,2,627.2553125,4,248.849,validatedCorrect,10_easy_pruned,1.665103214,39.55366667,16,10,easy,pruned,10easy,correct
d5aff345,19,27,5.357769231,0,-107.3003468,28,576.461,validatedCorrect,10_easy_pruned,0.596723356,16.07884615,92,10,easy,pruned,10easy,correct
e2bbe5e1,5,5,9.41975,1,715.2344983,6,135.477,wrong,10_easy_pruned,1.625197692,18.5565,28,10,easy,pruned,10easy,wrong
eec719ce,6,7,6.095666667,2,459.540192,7,389.017,wrong,10_easy_pruned,3.017642663,25.70283333,22,10,easy,pruned,10easy,wrong
f8efd664,1,4,6.071666667,6,1255.071181,4,145.466,validatedCorrect,10_easy_pruned,19.61111111,7.552333333,16,10,easy,pruned,10easy,correct
fdc4f07b,4,7,12.46333333,8,1431.766365,7,321.403,validatedCorrect,10_easy_pruned,1.347222222,26.82333333,28,10,easy,pruned,10easy,correct
18c75602,2,3,9.2245,3,635.4012928,7,333.24,validatedCorrect,10_medium_full,9.457919717,11.4235,32,10,medium,full,10medium,correct
33bbca9a,5,5,10.9055,1,460.6526485,6,180.128,wrong,10_medium_full,5.04632581,18.00275,22,10,medium,full,10medium,wrong
38cbc1f6,8,6,27.972,1,5.403410969,8,281.808,wrong,10_medium_full,4.580884823,34.7456,49,10,medium,full,10medium,wrong
48ec02bc,5,7,14.64783333,3,190.5194532,10,390.555,wrong,10_medium_full,3.615651927,25.50066667,54,10,medium,full,10medium,wrong
4cb73467,4,12,24.8912,4,305.1758613,11,513.003,solvedCorrect,10_medium_full,6.358073032,29.84,67,10,medium,full,10medium,wrong
4cffe209,6,10,6.380777778,1,-457.4382099,11,150.443,wrong,10_medium_full,4.402840136,9.185444444,43,10,medium,full,10medium,wrong
4de4f27d,7,8,13.23942857,3,-219.0875678,9,336.056,wrong,10_medium_full,2.409722222,25.67428571,45,10,medium,full,10medium,wrong
54d4fd9d,6,18,18.00876471,2,5.572624503,18,601.602,wrong,10_medium_full,3.564962666,24.75617647,94,10,medium,full,10medium,wrong
54f6b927,3,3,22.9565,2,4.650531572,3,207.659,wrong,10_medium_full,3.564962666,28.381,25,10,medium,full,10medium,wrong
76abf978,2,4,6.487333333,4,260.0420578,4,265.368,validatedCorrect,10_medium_full,2.924700486,13.14533333,39,10,medium,full,10medium,correct
81a10227,3,4,18.177,2,374.6940195,4,259.869,wrong,10_medium_full,4.580884823,30.93966667,27,10,medium,full,10medium,wrong
93c70cc1,1,2,43.048,4,3.746230993,2,335.274,solvedCorrect,10_medium_full,2.440850575,44.98,18,10,medium,full,10medium,wrong
a0a4f4ea,7,7,10.8265,2,-327.800934,8,266.525,wrong,10_medium_full,5.752672903,19.67366667,30,10,medium,full,10medium,wrong
a7b511d6,8,15,19.07121429,8,-94.10954109,16,580.816,wrong,10_medium_full,7.333594088,24.05092857,98,10,medium,full,10medium,wrong
b0d5043d,4,2,28.729,2,-298.3743927,5,191.525,wrong,10_medium_full,3.723539293,30.4,33,10,medium,full,10medium,wrong
b3dbd892,2,2,17.577,1,1005.559172,2,143.328,wrong,10_medium_full,7.281369031,18.655,10,10,medium,full,10medium,wrong
b9bbc96c,2,3,33.428,2,633.3407988,2,185.674,wrong,10_medium_full,10.0231446,36.992,16,10,medium,full,10medium,wrong
e0a10efa,3,3,20.605,1,1254.599353,3,150.483,wrong,10_medium_full,7.249980377,36.2645,8,10,medium,full,10medium,wrong
e3a4effd,7,9,7.889,3,-460.664237,10,267.22,wrong,10_medium_full,3.060558843,18.82625,43,10,medium,full,10medium,wrong
f8e11654,5,8,19.252,5,245.4687071,8,430.02,wrong,10_medium_full,7.196343504,25.46,42,10,medium,full,10medium,wrong
19b680e2,3,3,8.838,2,4.342120832,3,203.225,validatedCorrect,10_medium_pruned,1.694444444,14.8275,13,10,medium,pruned,10medium,correct
29e72a67,14,54,10.94269231,3,-866.1583517,25,567.541,validatedCorrect,10_medium_pruned,2.18622449,18.15407692,115,10,medium,pruned,10medium,correct
33a74451,6,14,13.00138462,12,475.4792552,14,499.696,wrong,10_medium_pruned,3.962157264,17.919,64,10,medium,pruned,10medium,wrong
76f6a1e9,8,10,7.877111111,3,-571.3598903,10,313.985,wrong,10_medium_pruned,3.160860253,22.35788889,52,10,medium,pruned,10medium,wrong
93ebead7,4,5,34.0475,4,6.831494444,6,410.195,validatedCorrect,10_medium_pruned,3.444444444,49.7745,40,10,medium,pruned,10medium,correct
94a4f5d4,4,4,2.531,2,2734.314842,4,112.219,validatedCorrect,10_medium_pruned,13.64654571,4.344333333,11,10,medium,pruned,10medium,correct
95e69707,2,4,8.1805,2,915.8097207,3,212.619,validatedCorrect,10_medium_pruned,4.402840136,12.991,11,10,medium,pruned,10medium,correct
9da51cdd,5,10,17.43966667,9,806.4645543,10,311.772,solvedCorrect,10_medium_pruned,7.448481665,20.16966667,50,10,medium,pruned,10medium,wrong
9dd11e8e,8,4,109.7885,4,3.754473557,17,584.185,validatedCorrect,10_medium_pruned,3.347222222,131.6345,49,10,medium,pruned,10medium,correct
a9cbcabb,1,2,7.622,1,8.05292338,2,75.564,wrong,10_medium_pruned,3.781797052,10.083,9,10,medium,pruned,10medium,wrong
abd12ee2,2,3,3.3615,1,9.662840549,3,186.299,validatedCorrect,10_medium_pruned,11.00169689,8.48,9,10,medium,pruned,10medium,correct
b0c6f3a8,6,8,19.90785714,4,-205.3059201,9,451.68,validatedCorrect,10_medium_pruned,2.836944444,31.016,47,10,medium,pruned,10medium,correct
cefc077d,3,5,9.7895,4,7.125656374,5,198.167,validatedCorrect,10_medium_pruned,4.402840136,12.77775,19,10,medium,pruned,10medium,correct
ecefd3a0,11,20,12.85394444,1,-337.4926742,25,557.659,validatedCorrect,10_medium_pruned,1.520833333,25.09388889,87,10,medium,pruned,10medium,correct
eefbf52d,3,4,7.267333333,4,1057.680077,4,196.111,wrong,10_medium_pruned,5.633384354,17.31766667,19,10,medium,pruned,10medium,wrong
