,board,heuristic,likelihoods_block,likelihoods_block_dens,likelihoods_density,likelihoods_int_dens,likelihoods_interaction,userid
229,10_hard_full,blocking,-1.94306201363,-1.94306201363,-3.22116539779,-2.47763548789,-2.47763548789,b1ebd3b5
230,10_hard_full,interaction_dens,-3.9532799908,-3.62034520058,-3.87185615389,-3.54852347398,-3.96060233414,b5b6dcbc
231,10_hard_full,interaction_dens,-3.2634815984,-3.003014824,-3.55588599005,-2.9902182579,-3.28527609228,d2ac158a
232,10_hard_full,density,-4.28416262388,-4.23245885354,-3.50644895999,-4.18378239373,-4.25005391245,edf12206
233,10_hard_full,density,-3.99843366282,-4.28411524595,-3.56345708385,-4.26481682486,-3.98122413709,f0ebc21e
234,10_hard_full,density,-4.72858111319,-4.06711628416,-3.67805069517,-4.18110810428,-4.82611592883,f6fbf7bf
235,10_hard_full,density,-5.10492951941,-4.47352126895,-3.81828033888,-4.50351982587,-5.15721083855,f7ebbfe9
236,10_hard_pruned,interaction,-2.52311294747,-3.21633290931,-3.24195436571,-3.06622155566,-2.38178320467,13b7468e
237,10_hard_pruned,density,-3.98375289653,-4.36975094727,-3.54628526485,-4.38432668297,-3.95245783208,13dbbfb8
238,10_hard_pruned,blocking,-2.42065212779,-3.3263386847,-3.53386653701,-3.49150829988,-2.61106744376,16f6e58d
239,10_hard_pruned,density,-4.22668273349,-3.9223342591,-3.38375552317,-3.85806551135,-4.20825497288,18a695e2
240,10_hard_pruned,blocking_dens,-2.68874660484,-2.61317661662,-3.54786290086,-2.73427983329,-2.80984982151,1bd72c42
241,10_hard_pruned,interaction,-3.10298568342,-3.16770224388,-3.48219866549,-3.16489815662,-3.09774940682,28d4fefb
242,10_hard_pruned,blocking_dens,-3.24986550494,-3.21682691823,-3.62050607099,-3.26741026394,-3.25857844228,31f6a576
243,10_hard_pruned,blocking_dens,-2.73088838649,-2.31277124012,-3.45684931686,-2.33822181527,-2.75633896164,32fad07f
244,10_hard_pruned,blocking,-3.1558390853,-3.47091027175,-3.56329188158,-3.43507280977,-3.23566971255,41bad9a2
245,10_hard_pruned,density,-4.98685833707,-4.57039283596,-3.40020363924,-4.53854802331,-4.97466141017,4bfffc8c
246,10_hard_pruned,density,-4.24095691625,-4.49809229579,-3.89286618834,-4.56476207136,-4.51882410678,50f6b001
247,10_hard_pruned,blocking,-1.88176967675,-2.27956229019,-3.44281993841,-2.33144543556,-1.93365282211,5bc4f225
248,10_hard_pruned,density,-4.9387282161,-3.871070692,-3.7910663622,-3.79386831723,-4.82005144146,77ba7edc
249,10_hard_pruned,blocking,-2.36967904037,-2.93090410079,-3.496241605,-3.04792273655,-2.52849455982,7dea8d37
250,10_hard_pruned,blocking,-3.09190607956,-3.47879699658,-3.49672197671,-3.51626900439,-3.21967451506,7ef11f8d
251,10_hard_pruned,blocking,-2.30576865198,-3.10048869074,-3.47959801353,-3.16207150523,-2.34424142634,8aa6d830
252,10_hard_pruned,blocking,-2.44922390136,-2.84852641008,-3.64957152267,-3.00386386189,-2.64180383827,8ea50714
253,10_hard_pruned,blocking,-2.20375689401,-2.53423787601,-3.5865236128,-2.53810356889,-2.24181227349,98c10b8a
254,10_hard_pruned,blocking,-3.19308254129,-3.7992097948,-3.57669329047,-3.80173917498,-3.41915350558,acdac85f
255,10_hard_pruned,interaction,-3.26892055958,-3.2950717662,-3.61982475488,-3.26594474108,-3.16405866593,b8bac8b7
256,10_hard_pruned,blocking,-0.701389067003,-2.3269093535,-3.4001485274,-2.4050798598,-0.779559573304,bacbc468
257,10_hard_pruned,interaction,-2.41713440651,-3.08919993522,-4.21490051223,-3.10062613558,-2.40104651168,bcf51783
258,10_hard_pruned,blocking_dens,-3.75869442664,-1.78305241798,-3.53953787994,-1.92410027933,-3.89974228799,c2cbff2e
259,10_hard_pruned,density,-3.70688691629,-3.62895927962,-3.55159723276,-3.59538988121,-3.79569531207,cce7504c
260,10_hard_pruned,blocking,-2.75430755687,-3.20878482621,-3.47159285666,-3.25038396164,-2.83637170993,cdc514e1
261,10_hard_pruned,density,-4.13823977492,-3.92895868257,-3.69855121884,-3.94279266692,-4.15534638087,d1cac84b
262,10_hard_pruned,interaction_dens,-3.67795169813,-3.36836635934,-3.36929842401,-3.33454968412,-3.68337817209,d9e4f7e5
263,10_hard_pruned,blocking,-3.36679920847,-3.48661400438,-3.72085726491,-3.47479325186,-3.43495092099,e2b10de5
264,10_hard_pruned,blocking,-2.57543010903,-3.58203171108,-3.51423477533,-3.65711085793,-2.61990731309,e6efec72
265,10_hard_pruned,blocking,-2.27121647204,-3.0426997702,-3.54466342891,-3.05330069666,-2.40275671313,edfff93e
266,10_hard_pruned,interaction,-3.36047264962,-3.50675259109,-3.89892921025,-3.52022204874,-3.35220113818,efd4fa4a
267,10_hard_pruned,interaction_dens,-4.00651330501,-3.85802412594,-3.92810311772,-3.76032312891,-4.05153635111,f3f4f4ae
268,10_hard_pruned,blocking_dens,-3.38942643816,-3.08467976316,-3.7032868856,-3.11428070131,-3.37305652189,f4c4f33c
269,10_hard_pruned,blocking,-2.21025273076,-3.23149508935,-3.60991078067,-3.3708230683,-2.34135699527,fcb764e3
270,6_easy_full,density,-4.91047962921,-3.72811941454,-2.76344480313,-3.66410149711,-4.83379472253,12eacae6
271,6_easy_full,blocking,-1.5156853763,-1.94584041596,-2.69934958409,-2.23538322665,-1.79902869033,25dfef96
272,6_easy_full,blocking,-1.49756582068,-2.38477937267,-2.73549839858,-2.58068981756,-1.76511115093,2aabe76a
273,6_easy_full,density,-3.99211684695,-3.39262788425,-2.84286475707,-3.4708514532,-4.21898681788,2bcfe659
274,6_easy_full,density,-3.72710673676,-3.71760925906,-2.69929123133,-3.67478595842,-3.87419138923,32b10037
275,6_easy_full,density,-3.28634828561,-3.1447957144,-2.95546181496,-2.97057681885,-3.20955564446,34cffc40
276,6_easy_full,blocking,-1.03589639756,-1.64279848786,-2.65066430641,-1.75598302585,-1.14908093555,38abe966
277,6_easy_full,blocking_dens,-3.44846012189,-1.97851749287,-2.67530654467,-1.99550330087,-3.13186592985,3acff9fa
278,6_easy_full,blocking_dens,-1.64593605122,-1.50232279088,-2.67959078513,-1.55123472825,-1.69484798859,3bac0799
279,6_easy_full,density,-3.11111908596,-3.18991213224,-2.70434554422,-2.95797623079,-2.83199204241,3fcbc0ab
280,6_easy_full,interaction,-1.6925150499,-2.31108299984,-2.71937152441,-2.19359623161,-1.48511520408,40a74de0
281,6_easy_full,interaction_dens,-3.48128926526,-2.98974264683,-3.02632744515,-2.80176649281,-3.27118732717,4ed755f1
282,6_easy_full,density,-3.32796627778,-3.50137581259,-2.74871847153,-3.4244617132,-3.33410225753,59d51c4c
283,6_easy_full,blocking_dens,-1.67675904948,-1.50145973208,-2.63065776626,-1.50231226517,-1.67761158256,5acfeabc
284,6_easy_full,density,-3.94330461523,-3.66421061274,-2.84487425973,-3.61219137737,-3.87041758355,5de11557
285,6_easy_full,blocking,-2.24006104341,-2.30226638795,-2.62887150341,-2.26224671294,-2.30849647073,6bca8117
286,6_easy_full,density,-3.46621822836,-3.340069915,-2.59316575592,-3.3457462556,-3.44258695272,86f6e2cb
287,6_easy_full,blocking,-2.72770824962,-2.88030353942,-2.82625952255,-2.91266852543,-2.77948515847,8df4f6e8
288,6_easy_full,blocking,-1.54585181329,-1.54585181329,-2.42353770341,-2.46153086632,-2.46153086632,9bf4f2c6
289,6_easy_full,density,-3.63544272295,-3.4854172148,-2.59006070727,-3.43120645551,-3.53659806922,9defd82d
290,6_easy_full,density,-3.92287450787,-3.90134491075,-2.69169514095,-3.91878748764,-4.17918572176,a6bff327
291,6_easy_full,blocking,-1.00620287691,-1.78447871776,-2.67943786607,-1.92512759678,-1.14685175593,aedbea55
292,6_easy_full,density,-3.54186453273,-2.93678406605,-2.39153798128,-2.82433677884,-3.65770397305,b3e4f78d
293,6_easy_full,blocking_dens,-1.67675904948,-1.50145973208,-2.63065776626,-1.50231226517,-1.67761158256,b4abeb7e
294,6_easy_full,density,-3.03125776757,-3.07762305351,-2.77213889062,-3.05858604549,-2.94676999396,b7eae04f
295,6_easy_full,blocking_dens,-4.10068133285,-2.06091535998,-2.64603928673,-2.671368062,-4.71113403487,b8a11f60
296,6_easy_full,density,-3.50344516116,-3.10097648881,-2.62501624232,-3.03873515861,-3.54443803304,cfd6ff5a
297,6_easy_full,density,-4.28319641793,-3.29857315817,-2.66740021192,-2.94630879288,-4.16299528306,d3b525de
298,6_easy_full,blocking_dens,-2.44354072611,-2.25847089227,-2.68806974747,-2.35826472565,-2.5433345595,d6b67ee1
299,6_easy_full,interaction_dens,-4.01799998752,-2.59830781856,-2.6741551237,-2.56643308953,-4.06951897792,d6d500ab
300,6_easy_full,density,-2.98400611076,-3.15473631395,-2.71034977184,-3.10554744105,-3.06660910664,dabbe6bb
301,6_easy_full,density,-4.55866402151,-3.95852113509,-2.76105259971,-3.63533958175,-4.24089933572,efa7383d
302,6_easy_full,blocking,-1.34928371782,-1.87900328232,-2.63921383789,-2.06386252628,-1.53414296178,f9c123d7
303,6_easy_full,interaction_dens,-2.66224040604,-2.24766222527,-2.63207953038,-2.06433495871,-2.47891313948,fda4f169
304,6_easy_pruned,blocking_dens,-2.93591573591,-2.30984058916,-2.66074739431,-2.38050293533,-2.99121386156,11dfe866
305,6_easy_pruned,interaction_dens,-2.05707867057,-1.30087972197,-2.57551027024,-1.24694492874,-2.00314387734,12ebbfd2
306,6_easy_pruned,blocking,-2.01471886745,-2.14715815725,-2.61572921356,-2.19255929816,-2.25479282935,16e512d0
307,6_easy_pruned,interaction_dens,-2.68971555687,-2.52137690375,-2.62187333707,-2.50140377468,-2.8417031913,19a105e3
308,6_easy_pruned,blocking_dens,-4.215930658,-1.38913780019,-2.22588947609,-2.05514014154,-4.88193299936,1de715c7
309,6_easy_pruned,interaction_dens,-2.28547491063,-1.3469724714,-2.39729020607,-1.32417943964,-2.26268187887,1fdbc072
310,6_easy_pruned,density,-3.74238389761,-3.34101310718,-2.63013139613,-3.55697510385,-4.17091305875,2dca846d
311,6_easy_pruned,interaction_dens,-2.40446030437,-1.86431819823,-2.52718250931,-1.80008613432,-2.34022824046,2dfbc35a
312,6_easy_pruned,density,-4.9218013823,-2.74545768957,-2.23536676233,-2.72908441878,-4.89749964797,33b693e2
313,6_easy_pruned,interaction,-2.01943740259,-2.35881628162,-2.59557283955,-2.25838197115,-1.91852982446,33ebe68d
314,6_easy_pruned,interaction_dens,-3.29686079359,-1.73269006154,-2.4216996967,-1.72810114405,-3.2922718761,46dad3ed
315,6_easy_pruned,blocking,-2.15916223787,-2.48338856753,-2.72390233622,-2.57981440553,-2.46328915342,48c70a00
316,6_easy_pruned,density,-2.99473983991,-3.07731811296,-2.52017823905,-3.10276211896,-3.31356404099,4dc50d03
317,6_easy_pruned,interaction,-0.680242008782,-0.680242008782,-2.74727091426,-0.666475256324,-0.666475256324,4dfbc07c
318,6_easy_pruned,density,-3.29631921099,-3.00135312844,-2.5893676254,-2.84556732077,-2.92521004272,55a709fd
319,6_easy_pruned,blocking_dens,-2.37471102806,-1.91443207827,-2.54414360673,-1.96620362451,-2.52746574006,58e72ee8
320,6_easy_pruned,interaction,-3.15596023252,-3.15596023252,-2.56494935746,-2.42307081309,-2.42307081309,62b5140d
321,6_easy_pruned,density,-3.3849591751,-2.74955798603,-2.49459432345,-2.71350948374,-3.41146156782,67abc3ab
322,6_easy_pruned,density,-4.18040630364,-3.21617692226,-2.74974417935,-3.16312854448,-4.17438375255,67abf219
323,6_easy_pruned,interaction,-0.680242008782,-0.680242008782,-2.74727091426,-0.666475256324,-0.666475256324,6aa4f436
324,6_easy_pruned,blocking_dens,-2.87189651919,-2.78458109708,-2.80670965185,-2.93871630621,-3.25249011793,6cbbcdf7
325,6_easy_pruned,blocking_dens,-2.80690989308,-2.54713464396,-2.72449526098,-2.56103413238,-3.09316989456,6fc70a09
326,6_easy_pruned,blocking_dens,-2.92747816559,-2.72696592325,-2.72750054917,-2.83502782906,-3.27227063986,7acbc3e2
327,6_easy_pruned,blocking_dens,-2.29585317786,-1.97245076087,-2.70813357741,-2.07287846362,-2.38247084742,7cc119e0
328,6_easy_pruned,blocking_dens,-1.79504962542,-1.72304700973,-2.62525895493,-1.89746349563,-2.09429899478,7db4f1d2
329,6_easy_pruned,interaction_dens,-2.25221546066,-1.56476187102,-2.67442403168,-1.46541729085,-2.15287088049,8ab71c6b
330,6_easy_pruned,blocking,-1.32284607354,-1.7563638089,-2.62624091278,-2.21183400139,-1.77831626604,94abbfb2
331,6_easy_pruned,density,-4.28057514641,-3.89271861409,-2.74380191481,-3.78658174362,-4.13695924958,96afd320
332,6_easy_pruned,interaction_dens,-2.52918288664,-1.25793835806,-2.5542594375,-1.22250826824,-2.49375279681,9db10b00
333,6_easy_pruned,density,-3.4749113994,-3.50501645366,-2.9146555044,-2.91870491812,-3.12460953839,adfac866
334,6_easy_pruned,interaction,-0.307363003586,-1.13566522018,-2.4718052998,-1.07568172644,-0.247379509849,b7e510d3
335,6_easy_pruned,interaction_dens,-2.87226651242,-1.41941562262,-2.63517159312,-1.39174173209,-2.84459262189,c0cbeef2
336,6_easy_pruned,blocking_dens,-2.46901319552,-1.97137389843,-2.14431518364,-2.07985486652,-2.55334177505,c8afed22
337,6_easy_pruned,interaction_dens,-2.04305664123,-1.28685769263,-2.57551027024,-1.25086759639,-2.00706654499,c9c757af
338,6_easy_pruned,blocking,-1.68921800811,-2.02912787553,-2.46675981601,-1.91340849352,-1.69682643046,d2d73ea5
339,6_easy_pruned,interaction_dens,-3.51016024782,-2.57298556546,-2.71362391394,-2.42084558202,-3.35481596622,dcfbe5af
340,6_easy_pruned,interaction_dens,-3.20058429497,-2.77521935403,-2.59993921297,-2.59236054069,-3.18515881651,ddb7456a
341,6_easy_pruned,density,-4.05700400171,-3.25683497597,-2.7522907732,-3.27091070445,-4.21732225796,dfa705b9
342,6_easy_pruned,interaction_dens,-2.84586593833,-1.98559954668,-2.66608393311,-1.97660198926,-3.02168123943,e1b100ae
343,6_easy_pruned,density,-3.60640022684,-3.52614137962,-2.61920317589,-3.58227953991,-3.75843812396,edbbcb60
344,6_easy_pruned,blocking,-2.25682549741,-2.25682549741,-2.63997550557,-2.30319056293,-2.30319056293,edbbea2c
345,6_easy_pruned,interaction,-0.680242008782,-0.680242008782,-2.74727091426,-0.666475256324,-0.666475256324,faafd1c6
346,10_easy_full,density,-5.76772500485,-4.64890663848,-3.92734100774,-4.42454082209,-5.60329583068,16ead0a0
347,10_easy_full,density,-5.31916948102,-3.71863216481,-3.00311991113,-3.78830823097,-5.48302394016,1de74153
348,10_easy_full,blocking,-2.02039492803,-2.02039492803,-3.31418600467,-2.92423166328,-2.92423166328,1eebf908
349,10_easy_full,blocking_dens,-3.89467033906,-3.60388265125,-4.05782074852,-3.61248392424,-3.89240417125,20a4fec4
350,10_easy_full,density,-5.10458988723,-4.20622386845,-3.92989893206,-4.09079679314,-5.00156279209,23b6924e
351,10_easy_full,blocking_dens,-4.29115848899,-3.54185524549,-3.82598174208,-3.829032892,-4.5699016954,26e680e4
352,10_easy_full,blocking,-0.709747294572,-2.23581642955,-3.71723842632,-2.40376419792,-0.877695062944,2fe692a5
353,10_easy_full,blocking_dens,-3.44379272249,-3.15690298369,-3.87924330677,-3.4655437104,-3.78118562524,31b4fc9e
354,10_easy_full,density,-4.1275192909,-4.23927039679,-4.12712229614,-4.22149929092,-4.21922976046,37bffc4e
355,10_easy_full,blocking_dens,-3.43096608006,-3.14477009162,-3.90668802297,-3.43387706014,-3.7165952409,3ac5170c
356,10_easy_full,blocking_dens,-3.0905290032,-2.93273385661,-3.47970502745,-2.99521440537,-3.18925907654,3dfad0f2
357,10_easy_full,interaction_dens,-4.74046944458,-3.91504691498,-3.85674471892,-3.79973849645,-4.62180097942,55c68fc5
358,10_easy_full,density,-4.36675409562,-4.30358732371,-4.26898668673,-4.36646273804,-4.50398341072,56e6f5d2
359,10_easy_full,density,-5.13460503154,-4.23177916149,-4.0980103456,-4.27659182999,-5.22137249704,58d72aaf
360,10_easy_full,blocking_dens,-3.80391063444,-3.38262352945,-3.92323985046,-3.57650245187,-4.03853424221,5cd6bb63
361,10_easy_full,blocking_dens,-3.31395661206,-2.84746092735,-3.70886914882,-2.87368796215,-3.36733464511,67f69d24
362,10_easy_full,blocking,-3.55335542127,-4.03894020444,-4.17051381207,-4.00995790481,-3.61185144285,6ac7311a
363,10_easy_full,density,-4.06227087697,-3.85623925177,-3.74012678396,-3.770344584,-4.00911958885,6cc4f8b6
364,10_easy_full,density,-4.17732922204,-4.0484258244,-3.97338668829,-4.14223117724,-4.27637307113,6cd50fc7
365,10_easy_full,blocking_dens,-4.13197399974,-3.23976423537,-3.7603958405,-3.43722596516,-4.43624508893,6dfbeafe
366,10_easy_full,density,-4.70961844168,-5.03924149215,-4.55495986049,-5.03889196213,-4.85466128833,70bffd4d
367,10_easy_full,density,-5.10242439855,-4.11814042432,-3.93623897122,-4.15367841596,-5.17574884328,72caeffe
368,10_easy_full,density,-4.93782261024,-4.02772538478,-3.95465468943,-4.24779759998,-5.15301727459,75bbec9c
369,10_easy_full,blocking_dens,-5.36144785736,-4.06567105975,-4.3107370805,-4.18631914499,-5.4820959426,76c104da
370,10_easy_full,density,-5.07695804017,-5.29506059627,-4.53396415894,-5.18559821769,-5.12602949435,89cbc391
371,10_easy_full,blocking,-1.86610148381,-2.29344967657,-3.87469120644,-2.34959570151,-1.92224750876,8de6a2af
372,10_easy_full,blocking,-3.9593883548,-4.32272136534,-4.08497862311,-4.27968336011,-3.97889423629,92a70054
373,10_easy_full,blocking_dens,-4.22965017238,-3.31168080308,-4.02613329688,-3.69438014751,-4.61234951681,9ae751bc
374,10_easy_full,interaction_dens,-4.17555943469,-3.24542481647,-3.80897135724,-3.23159830374,-4.29606281566,a2d68973
375,10_easy_full,blocking,-3.35757233869,-3.8026150694,-4.06412340823,-3.83066995025,-3.59214670986,abdacc98
376,10_easy_full,blocking_dens,-3.87790486304,-3.45703816222,-3.75607353752,-3.62534562267,-4.03790506361,acc6e9d4
377,10_easy_full,density,-6.69971694895,-5.72730358274,-4.08772689745,-5.79766337852,-6.89634145272,aefbe715
378,10_easy_full,density,-4.7428093841,-4.82313260048,-4.21658039283,-4.95472939962,-4.96876368043,b4a4f22a
379,10_easy_full,density,-5.18594841529,-4.18497798486,-3.90819159535,-3.94120502119,-4.93747298498,b8a4fbaa
380,10_easy_full,density,-6.00440256714,-6.04264334161,-4.81755805497,-5.97643660014,-6.13042870207,b9bbef4c
381,10_easy_full,blocking_dens,-4.48229469281,-3.79592364838,-3.90140900612,-3.87969656383,-4.55320783076,c0dfd341
382,10_easy_full,blocking_dens,-4.43262975411,-3.91092488832,-4.15953331177,-4.1193093,-4.63116846277,c6aad6d0
383,10_easy_full,blocking_dens,-3.97545649188,-2.94640643222,-3.92957024792,-3.28385316892,-4.30641130053,c8c4f85a
384,10_easy_full,density,-5.15527772584,-4.12338513465,-3.77895159151,-4.12618556925,-5.16567549678,cccfd3ac
385,10_easy_full,blocking,-3.17647957433,-3.28221858455,-3.8294570143,-3.39723366458,-3.28902037746,cff10c9a
386,10_easy_full,density,-5.16763400748,-5.1410530569,-4.36919090869,-5.16348900307,-5.29316100584,d0e6841e
387,10_easy_full,density,-5.21636857083,-4.22198938728,-4.03534346263,-4.24730306636,-5.25748405656,d4cbca4e
388,10_easy_full,blocking_dens,-3.19768386916,-3.12205684615,-3.72459388409,-3.20327040756,-3.40553772667,d6c10e9a
389,10_easy_full,density,-4.66763541229,-4.12497608461,-3.9446274626,-4.20534293175,-4.8053244976,dacfd3d4
390,10_easy_full,blocking_dens,-3.13577610075,-2.62948480413,-3.84024924884,-2.91368798173,-3.41997927835,daf74d3f
391,10_easy_full,interaction_dens,-3.2161624172,-3.11623529837,-3.69197380003,-3.1059941256,-3.19288708935,e6abcdb2
392,10_easy_full,density,-4.93668857016,-4.13120628315,-4.09714568392,-4.25683707538,-5.0787997173,e9bbf006
393,10_easy_full,blocking_dens,-4.47830339835,-3.3618712675,-3.79416111029,-3.56420482858,-4.69793777445,f1fbe0de
394,10_easy_full,density,-5.17296041087,-4.02499621067,-3.94848972025,-4.17791156036,-5.3460122123,f5dac888
395,10_easy_full,interaction_dens,-4.54984155518,-4.14526738633,-4.01327838235,-3.94533567164,-4.49147740354,fcf4f6d3
396,10_easy_full,density,-4.97668070032,-4.42117338812,-3.94557690014,-4.56620923688,-5.10447930105,fedbec09
397,10_easy_pruned,blocking,-0.58139567785,-1.98129737048,-3.79351209231,-1.99971467238,-0.599812979755,29bff31a
398,10_easy_pruned,density,-5.96843467614,-5.01015252703,-3.52676566938,-5.04136566181,-6.06030741785,2fd101b0
399,10_easy_pruned,interaction_dens,-2.78929433077,-2.70416076768,-3.9490275146,-2.66845681158,-2.75359037466,39afd1eb
400,10_easy_pruned,density,-5.12296898328,-4.55552941661,-4.09314499073,-4.529458642,-5.10577875157,3ab7160d
401,10_easy_pruned,blocking_dens,-3.90125922998,-2.05742214541,-3.51460245596,-2.45010747104,-4.29394455561,3ebbc051
402,10_easy_pruned,density,-4.78052407819,-4.32065195143,-4.01088248864,-4.39945349564,-4.87098574987,43dbc360
403,10_easy_pruned,density,-9.21034037198,-9.21034037198,-4.69592454926,-9.21034037198,-9.21034037198,44b696ef
404,10_easy_pruned,blocking_dens,-4.44332937636,-3.61357541957,-3.67650233941,-3.70784424758,-4.54460673619,46c12352
405,10_easy_pruned,density,-5.09305725495,-5.6046371209,-4.8015521702,-5.54451483957,-5.22499696621,47dbc824
406,10_easy_pruned,blocking_dens,-2.26251963451,-2.18538713835,-3.99230979621,-2.19643751949,-2.27357001565,4eb4f441
407,10_easy_pruned,density,-5.29934314333,-3.8866693942,-3.84558270888,-3.93811024462,-5.33258145664,4ecfea32
408,10_easy_pruned,interaction_dens,-4.15595808436,-2.59911077715,-3.71153863589,-2.53883770782,-4.08063091414,4fb692a0
409,10_easy_pruned,density,-4.04604583934,-3.85986982757,-3.77403195699,-3.86166809026,-4.03430295811,5aebf3c2
410,10_easy_pruned,density,-4.97871305122,-4.6969426425,-3.99780650103,-4.66289960551,-4.94928263146,76bfdf0b
411,10_easy_pruned,density,-5.21369716062,-4.04586639425,-3.87357425578,-4.11362637668,-5.30591009509,89cbfdf9
412,10_easy_pruned,density,-5.23433906805,-5.23096030366,-4.73664283565,-5.32153675301,-5.41274696809,8defd34b
413,10_easy_pruned,blocking_dens,-3.15905851407,-3.15686516238,-3.84351885857,-3.26424514474,-3.42080961845,92f69945
414,10_easy_pruned,blocking_dens,-5.22928126056,-2.69259831667,-3.79292926021,-2.98711231089,-5.52379525478,a2c12212
415,10_easy_pruned,blocking_dens,-3.13178611644,-2.43357877232,-3.56365311859,-2.50585438505,-3.22802336993,a7bfd4fc
416,10_easy_pruned,blocking,-2.26191197118,-2.32340891113,-4.08726517781,-2.33445929228,-2.27296235233,acb11b17
417,10_easy_pruned,blocking,-3.91161886503,-4.48001422027,-4.48604972492,-4.52544768374,-4.09882436322,b9e10f8b
418,10_easy_pruned,density,-5.14221456794,-4.4852092524,-3.91568825686,-4.45554822059,-5.088960351,c3dfd812
419,10_easy_pruned,blocking_dens,-3.86285942402,-3.37701316198,-3.85619575382,-3.5947723793,-4.07291348024,c7c6f18d
420,10_easy_pruned,interaction_dens,-4.56187488756,-3.75258004309,-3.79428771081,-3.70783314278,-4.50568080033,cdc50047
421,10_easy_pruned,interaction_dens,-4.1269591594,-3.80556099246,-4.07381978261,-3.8050674574,-4.09772491531,ceafe698
422,10_easy_pruned,blocking_dens,-2.26251963451,-2.18538713835,-3.99230979621,-2.19643751949,-2.27357001565,cec10cc8
423,10_easy_pruned,density,-5.85478338498,-4.77518156865,-4.08171105448,-4.75797639758,-5.8198540414,d5aff345
424,10_easy_pruned,density,-4.63835856606,-5.00622855759,-4.01429914647,-5.0478702804,-4.72336083657,e2bbe5e1
425,10_easy_pruned,interaction_dens,-3.99752848177,-3.22276197337,-3.93483965296,-3.21554754808,-4.01384226983,eec719ce
426,10_easy_pruned,blocking_dens,-2.75810970106,-2.22089901528,-4.04249449711,-2.24962078825,-2.78683147403,f8efd664
427,10_easy_pruned,interaction_dens,-3.36218992122,-2.87799530433,-3.98419675693,-2.86084146733,-3.33959635913,fdc4f07b
428,10_medium_full,interaction,-3.31549604927,-3.36403924786,-4.27407582952,-3.35446910584,-3.29807208564,18c75602
429,10_medium_full,interaction,-2.12152363413,-2.12152363413,-3.30636327899,-1.93021481996,-1.93021481996,1debf4d1
430,10_medium_full,blocking_dens,-3.9952122835,-3.71326436387,-4.50439275859,-3.93205312876,-4.20880861565,33bbca9a
431,10_medium_full,interaction_dens,-4.19925629139,-2.77210668923,-3.83044667151,-2.742842198,-4.16999180017,34d51755
432,10_medium_full,blocking_dens,-4.15877713146,-3.88387393608,-4.19125719313,-3.92926442496,-4.24762154857,36ebe4da
433,10_medium_full,blocking_dens,-4.41202469146,-3.84526495494,-4.24994435014,-3.91945287569,-4.48741622397,38cbc1f6
434,10_medium_full,density,-4.33463002228,-4.01054664935,-3.47525603803,-3.98583655493,-4.38866635453,39b67ab6
435,10_medium_full,blocking,-1.80036216669,-1.80036216669,-3.64283551561,-2.36726036718,-2.36726036718,40f6b779
436,10_medium_full,blocking_dens,-4.02516408212,-3.7694115781,-4.25310113492,-3.86158616021,-4.18068158193,48ec02bc
437,10_medium_full,blocking_dens,-4.23197619645,-4.04230864736,-4.48212513153,-4.13272363588,-4.32266398054,4cb73467
438,10_medium_full,blocking_dens,-4.17490346073,-3.85151141495,-3.95627621832,-3.87965071349,-4.23036033459,4cffe209
439,10_medium_full,blocking_dens,-4.91838581333,-4.16049693387,-4.4242556136,-4.26508342253,-5.02985374808,4de4f27d
440,10_medium_full,density,-3.95283398317,-3.95283398317,-3.05504885071,-3.761525169,-3.761525169,4ffbe4e0
441,10_medium_full,blocking,-1.80036216669,-1.80036216669,-3.64283551561,-2.36726036718,-2.36726036718,53d72c88
442,10_medium_full,blocking_dens,-4.54904490142,-4.24617158912,-4.55040047408,-4.35212242931,-4.64558603338,54d4fd9d
443,10_medium_full,blocking_dens,-4.43390371739,-4.02293643163,-4.09590759583,-4.0944291561,-4.51361705936,54f6b927
444,10_medium_full,blocking,-1.57826556335,-2.26548428001,-3.65735851162,-2.2051214617,-1.74783225116,72e6961c
445,10_medium_full,blocking_dens,-4.74847849695,-3.99289487921,-4.00274808602,-4.01152053767,-4.74747654526,76abf978
446,10_medium_full,blocking_dens,-4.34450838861,-3.99851314806,-4.60975197708,-4.09562766216,-4.46337411729,81a10227
447,10_medium_full,density,-4.89826884506,-4.42384564267,-4.21960787356,-4.40339696524,-4.90300402375,81a6c621
448,10_medium_full,blocking_dens,-4.91030916728,-3.72087781005,-4.5916911688,-3.84867774998,-5.03810910721,85e50169
449,10_medium_full,blocking_dens,-5.01577166084,-4.35238376784,-5.04992833995,-4.52431207473,-5.18769996772,89fbc220
450,10_medium_full,blocking_dens,-5.16125231812,-3.84442361843,-3.99860127156,-3.85942396671,-5.16927149164,93c70cc1
451,10_medium_full,blocking_dens,-4.82155310815,-3.58461254249,-4.58381368118,-3.63299989861,-4.86994046427,96abd246
452,10_medium_full,interaction_dens,-2.93908707073,-2.78249510935,-3.71076178765,-2.74555974962,-2.902151711,9ea4fe94
453,10_medium_full,blocking,-3.20435215234,-3.39388771976,-3.6644912342,-3.40132753673,-3.35136353499,a0a4f4ea
454,10_medium_full,blocking_dens,-3.16834523795,-2.39154095325,-3.39416364696,-2.40442928342,-3.18123356813,a5e116c5
455,10_medium_full,interaction_dens,-3.43836237225,-3.42249079768,-3.81803147137,-3.4082284189,-3.54359705997,a7b511d6
