,board,heuristic,likelihood_linear,likelihoods_block,likelihoods_block_dens,likelihoods_density,likelihoods_int_dens,likelihoods_interaction,likelihoods_linear_dens,userid
207,6_easy_full,blocking_dens,-2.27465466847,-2.18200279478,-1.93672867833,-2.19186393529,-1.96945438132,-2.21472849778,-2.02938055201,d6b67ee1
208,6_easy_full,density,-5.31931062479,-4.5510786096,-4.18026687457,-3.3885451323,-4.11666101045,-5.26212781336,-4.17757281647,d6d500ab
209,6_easy_full,density,-2.94437900495,-2.49658935893,-2.65816889592,-2.47184108028,-2.56799898134,-2.93450459699,-2.59018023391,dabbe6bb
210,6_easy_full,density,-6.2682214014,-5.29085776707,-4.83951060794,-2.87296649768,-4.57044556117,-6.3181176699,-4.5211437987,efa7383d
211,6_easy_full,blocking,-1.26490478575,-1.02158778043,-1.02158778043,-1.38517632093,-1.09471060982,-1.09471060982,-1.26490478575,f9c123d7
212,6_easy_full,interaction,-2.29269479197,-2.46030495151,-2.46030495151,-2.4017319226,-2.26285375412,-2.26285375412,-2.29269479197,fda4f169
213,6_easy_pruned,density,-2.10846645198,-2.65961288036,-2.33395487249,-1.89464139538,-2.39127200616,-2.02413054172,-2.47282865156,11dfe866
214,6_easy_pruned,blocking,-2.40052673741,-1.45352768956,-1.5752539694,-2.03079676033,-1.53947938983,-2.36029573336,-1.57641645035,16e512d0
215,6_easy_pruned,density,-3.98334712383,-2.67917178865,-2.71812827156,-2.1430487189,-2.67061123131,-4.04496614997,-2.60995612669,19a105e3
216,6_easy_pruned,interaction,-2.36860912765,-2.22884172502,-2.22884172502,-2.94858005353,-2.14786591634,-2.14786591634,-2.36860912765,1fdbc072
217,6_easy_pruned,density,-3.26624235365,-3.20313659953,-3.32538706013,-3.19080695423,-3.51306837972,-3.31476034255,-3.45908374751,2dca846d
218,6_easy_pruned,density,-1.98320776205,-1.90172827259,-1.90172827259,-1.77389970034,-1.81884794804,-1.81884794804,-1.98320776205,2dfbc35a
219,6_easy_pruned,density,-2.67087004781,-3.26804682721,-2.69159137104,-2.48206325905,-2.63327439047,-2.63113029782,-2.67142598911,33b693e2
220,6_easy_pruned,density,-3.24181735013,-2.21357683454,-1.90197184254,-1.71394286277,-1.76442440005,-3.15989280461,-1.84634894557,33ebe68d
221,6_easy_pruned,density,-3.57568705879,-2.25319504442,-2.58031951345,-2.2302309268,-2.61427562277,-3.59986343414,-2.5828548846,4dc50d03
222,6_easy_pruned,density,-4.79981189336,-4.44662998818,-4.0847028682,-2.96820319057,-3.97136305595,-4.84476977059,-3.92147292132,55a709fd
223,6_easy_pruned,blocking,-2.07506459078,-1.58749620727,-1.59455013718,-1.93525405988,-1.61632231876,-1.98019743399,-1.71118947556,58e72ee8
224,6_easy_pruned,blocking,-4.14277408438,-3.44801871411,-3.63305407104,-3.51032599722,-3.65767454466,-4.12570886037,-3.67960825923,67abc3ab
225,6_easy_pruned,interaction,-1.61311506544,-1.91481897906,-1.96596476493,-2.53209435541,-2.01505487549,-1.58635645112,-2.03177327129,6cbbcdf7
226,6_easy_pruned,linear,-1.16567815144,-1.48683933857,-1.78810413543,-2.39496876555,-1.73634757074,-1.17384026205,-1.73124561443,6fc70a09
227,6_easy_pruned,blocking_dens,-2.3359414115,-1.90384623383,-1.86343026476,-2.77761217533,-1.92590730422,-2.29578117318,-1.96606754255,7acbc3e2
