,board,correct,inverse_computation,k,move_limit,noise,shutter_size
294,10_easy_full,0.164,0.00196093042227,10,50,2.5,0.0
295,10_easy_pruned,0.272,0.0020661583917,10,50,2.5,0.0
296,10_easy_pruned,0.382,0.000943120408183,10,50,2.5,0.5
297,10_hard_full,0.11,0.0019012418912,10,50,2.5,0.0
298,10_hard_pruned,0.086,0.00187038249322,10,50,2.5,0.0
299,10_medium_full,0.062,0.00169319336268,10,50,2.5,0.0
300,10_medium_pruned,0.206,0.00175366603885,10,50,2.5,0.0
301,6_easy_full,0.404,0.0091407678245,10,50,2.5,0.0
302,6_easy_full,0.5,0.00547579152567,10,50,2.5,0.5
303,6_easy_pruned,0.542,0.00919709371838,10,50,2.5,0.0
304,6_easy_pruned,0.664,0.00552779374696,10,50,2.5,0.5
305,6_hard_full,0.072,0.00448092916547,10,50,2.5,0.0
306,6_hard_pruned,0.108,0.00472183660557,10,50,2.5,0.0
307,10_easy_full,0.208747514911,0.00191515446882,3,100,0.5,0.0
308,10_easy_pruned,0.409542743539,0.0036893061464,3,100,0.5,0.0
309,10_hard_full,0.214,0.00144593086137,3,100,0.5,0.0
310,10_hard_pruned,0.15,0.00244143009209,3,100,0.5,0.0
311,10_medium_full,0.11623246493,0.00207747871521,3,100,0.5,0.0
312,10_medium_pruned,0.310621242485,0.00357513881426,3,100,0.5,0.0
313,6_easy_full,0.526315789474,0.0100398953737,3,100,0.5,0.0
314,6_easy_pruned,0.768421052632,0.020630870297,3,100,0.5,0.0
315,6_hard_full,0.260526315789,0.00447880816557,3,100,0.5,0.0
316,6_hard_pruned,0.197368421053,0.00638440860215,3,100,0.5,0.0
317,10_easy_full,0.218,0.0011938815956,5,100,0.5,0.0
318,10_easy_pruned,0.44,0.00268027531788,5,100,0.5,0.0
319,10_hard_full,0.214,0.0010352867123,5,100,0.5,0.0
320,10_hard_pruned,0.112,0.00121655093212,5,100,0.5,0.0
321,10_medium_full,0.102,0.00100519484697,5,100,0.5,0.0
322,10_medium_pruned,0.372,0.00245777541831,5,100,0.5,0.0
323,6_easy_full,0.524,0.0059236793157,5,100,0.5,0.0
324,6_easy_full,0.634,0.00355553027178,5,100,0.5,0.5
325,6_easy_pruned,0.834,0.014107157972,5,100,0.5,0.0
326,6_hard_full,0.28,0.00261647226278,5,100,0.5,0.0
327,6_hard_pruned,0.244,0.0031233017047,5,100,0.5,0.0
328,10_easy_full,0.246537396122,0.00105545679936,10,100,0.5,0.0
329,10_easy_pruned,0.371191135734,0.00158409063982,10,100,0.5,0.0
330,10_hard_full,0.152354570637,0.00102323682972,10,100,0.5,0.0
331,10_hard_pruned,0.13296398892,0.00101967607631,10,100,0.5,0.0
332,10_medium_full,0.1108033241,0.00090634289387,10,100,0.5,0.0
333,10_medium_pruned,0.288088642659,0.00139141562086,10,100,0.5,0.0
334,6_easy_full,0.58,0.00541477149664,10,100,0.5,0.0
335,6_easy_pruned,0.758,0.00753329717351,10,100,0.5,0.0
336,6_easy_pruned,0.868,0.00431678278812,10,100,0.5,0.5
337,6_hard_full,0.184,0.00243657592858,10,100,0.5,0.0
338,6_hard_pruned,0.158,0.00265031247184,10,100,0.5,0.0
339,10_easy_full,0.218687872763,0.00185168823902,3,100,1.0,0.0
340,10_easy_pruned,0.391650099404,0.00368419896139,3,100,1.0,0.0
341,10_hard_full,0.17,0.00140970156618,3,100,1.0,0.0
342,10_hard_pruned,0.108,0.00241711705614,3,100,1.0,0.0
343,10_medium_full,0.102204408818,0.00206805089312,3,100,1.0,0.0
344,10_medium_pruned,0.278557114228,0.00354836874591,3,100,1.0,0.0
345,6_easy_full,0.439473684211,0.00993412109171,3,100,1.0,0.0
346,6_easy_pruned,0.723684210526,0.0202267525417,3,100,1.0,0.0
347,6_hard_full,0.205263157895,0.00444278164897,3,100,1.0,0.0
348,6_hard_pruned,0.194736842105,0.00646544390377,3,100,1.0,0.0
349,10_easy_full,0.216,0.00118875815191,5,100,1.0,0.0
350,10_easy_pruned,0.414,0.00270290724703,5,100,1.0,0.0
351,10_hard_full,0.178,0.00105481003926,5,100,1.0,0.0
352,10_hard_pruned,0.114,0.00119102065706,5,100,1.0,0.0
353,10_medium_full,0.084,0.00100225306489,5,100,1.0,0.0
354,10_medium_pruned,0.27,0.0024984509604,5,100,1.0,0.0
355,6_easy_full,0.402,0.00572232967486,5,100,1.0,0.0
356,6_easy_full,0.592,0.00348385927996,5,100,1.0,0.5
357,6_easy_pruned,0.764,0.0140142384663,5,100,1.0,0.0
358,6_hard_full,0.202,0.00263156509703,5,100,1.0,0.0
359,6_hard_pruned,0.25,0.00313026275426,5,100,1.0,0.0
360,10_easy_full,0.216066481994,0.00105072896141,10,100,1.0,0.0
361,10_easy_pruned,0.343490304709,0.00165041397503,10,100,1.0,0.0
362,10_hard_full,0.135734072022,0.0010305746667,10,100,1.0,0.0
363,10_hard_pruned,0.0886426592798,0.000999078412434,10,100,1.0,0.0
364,10_medium_full,0.116343490305,0.000901979107066,10,100,1.0,0.0
365,10_medium_pruned,0.274238227147,0.00143070588095,10,100,1.0,0.0
366,6_easy_full,0.51,0.00526171784564,10,100,1.0,0.0
367,6_easy_pruned,0.698,0.00748066248747,10,100,1.0,0.0
368,6_easy_pruned,0.792,0.0043883130447,10,100,1.0,0.5
369,6_hard_full,0.146,0.00242352564817,10,100,1.0,0.0
370,6_hard_pruned,0.128,0.00265157742341,10,100,1.0,0.0
371,10_easy_full,0.17097415507,0.00178901692986,3,100,1.5,0.0
372,10_easy_pruned,0.31013916501,0.0036136615084,3,100,1.5,0.0
373,10_hard_full,0.138,0.00138402940786,3,100,1.5,0.0
374,10_hard_pruned,0.102,0.00239128043502,3,100,1.5,0.0
375,10_medium_full,0.0681362725451,0.00214057439461,3,100,1.5,0.0
376,10_medium_pruned,0.264529058116,0.00364044911032,3,100,1.5,0.0
377,6_easy_full,0.389473684211,0.00976913980153,3,100,1.5,0.0
378,6_easy_pruned,0.710526315789,0.0196534781484,3,100,1.5,0.0
379,6_hard_full,0.210526315789,0.00438753478276,3,100,1.5,0.0
380,6_hard_pruned,0.168421052632,0.00602161442652,3,100,1.5,0.0
381,10_easy_full,0.168,0.00122700892035,5,100,1.5,0.0
382,10_easy_pruned,0.388,0.00262925413319,5,100,1.5,0.0
383,10_hard_full,0.128,0.00104632499273,5,100,1.5,0.0
384,10_hard_pruned,0.062,0.00118643665615,5,100,1.5,0.0
385,10_hard_pruned,0.12,0.000512945724187,5,100,1.5,0.5
386,10_medium_full,0.092,0.00102343879529,5,100,1.5,0.0
387,10_medium_pruned,0.248,0.00254582484725,5,100,1.5,0.0
388,10_medium_pruned,0.33,0.00108913004648,5,100,1.5,0.5
389,6_easy_full,0.406,0.00576515081635,5,100,1.5,0.0
390,6_easy_full,0.522,0.00351158119478,5,100,1.5,0.5
391,6_easy_pruned,0.66,0.0134894512491,5,100,1.5,0.0
392,6_easy_pruned,0.784,0.00765146066384,5,100,1.5,0.5
393,6_easy_pruned,0.78,0.00743085588598,5,100,1.5,1.0
394,6_hard_full,0.216,0.00265340670887,5,100,1.5,0.0
395,6_hard_pruned,0.164,0.00320773963419,5,100,1.5,0.0
396,10_easy_full,0.180055401662,0.00105747570882,10,100,1.5,0.0
