userid,board_name,solved,explore_time,size,type,condition,exploit_time,explore_time_sec,id_fake
fcb764e3,10_hard_pruned,wrong,45850,10,hard,pruned,0,45.85,1533
dfa705b9,6_easy_pruned,validatedCorrect,45864,6,easy,pruned,17759,45.864,1534
f7ebbfe9,10_hard_full,solvedCorrect,45897,10,hard,full,31212,45.897,1535
8fc76287,6_hard_full,wrong,46024,6,hard,full,31927,46.024,1536
72caeffe,10_easy_full,wrong,46255,10,easy,full,24460,46.255,1537
cce7504c,10_hard_pruned,solvedCorrect,46607,10,hard,pruned,45697,46.607,1538
f6fbf7bf,10_hard_full,wrong,46698,10,hard,full,32387,46.698,1539
fcaffad4,6_hard_pruned,wrong,47058,6,hard,pruned,32537,47.058,1540
dfa705b9,6_easy_pruned,validatedCorrect,47176,6,easy,pruned,15744,47.176,1541
7cf6845b,10_hard_full,wrong,47247,10,hard,full,30535,47.247,1542
ceafe698,10_easy_pruned,validatedCorrect,47443,10,easy,pruned,0,47.443,1543
89cbfdf9,10_easy_pruned,wrong,47832,10,easy,pruned,12953,47.832,1544
f5dac888,10_easy_full,wrong,47861,10,easy,full,8614,47.861,1545
54f4bf95,6_hard_full,wrong,48002,6,hard,full,30619,48.002,1546
d4cbca4e,10_easy_full,validatedCorrect,48028,10,easy,full,28917,48.028,1547
31f6a576,10_hard_pruned,validatedCorrect,48150,10,hard,pruned,33178,48.15,1548
41bad9a2,10_hard_pruned,validatedCorrect,48886,10,hard,pruned,32615,48.886,1549
54d4fd9d,10_medium_full,wrong,49060,10,medium,full,23202,49.06,1550
abdacc98,10_easy_full,wrong,49352,10,easy,full,35532,49.352,1551
f1fbe0de,10_easy_full,wrong,49654,10,easy,full,27017,49.654,1552
a7bfd4fc,10_easy_pruned,wrong,50219,10,easy,pruned,15720,50.219,1553
94d6ef33,6_hard_full,wrong,50232,6,hard,full,5247,50.232,1554
6ac7311a,10_easy_full,wrong,50514,10,easy,full,49164,50.514,1555
3df11bae,6_hard_full,wrong,50522,6,hard,full,45028,50.522,1556
9dc50a3d,6_hard_full,solvedCorrect,50544,6,hard,full,41937,50.544,1557
1ff4f828,10_hard_full,wrong,50559,10,hard,full,5054,50.559,1558
4cb73467,10_medium_full,solvedCorrect,50743,10,medium,full,46101,50.743,1559
7ef11f8d,10_hard_pruned,wrong,50917,10,hard,pruned,46295,50.917,1560
c8f4c13d,6_hard_full,wrong,51036,6,hard,full,36883,51.036,1561
32ebf2e8,6_hard_full,wrong,51102,6,hard,full,36244,51.102,1562
9dd11e8e,10_medium_pruned,validatedCorrect,51109,10,medium,pruned,8551,51.109,1563
8defd34b,10_easy_pruned,validatedCorrect,51189,10,easy,pruned,9026,51.189,1564
2fb4f99a,10_hard_full,validatedCorrect,51440,10,hard,full,34302,51.44,1565
fdaa7ebb,6_hard_pruned,wrong,51796,6,hard,pruned,25937,51.796,1566
c7fffe38,6_hard_pruned,wrong,52073,6,hard,pruned,44292,52.073,1567
76bfdf0b,10_easy_pruned,wrong,52566,10,easy,pruned,32847,52.566,1568
abc728e1,10_hard_full,wrong,52575,10,hard,full,35468,52.575,1569
8defd34b,10_easy_pruned,validatedCorrect,52623,10,easy,pruned,18073,52.623,1570
4ecfea32,10_easy_pruned,validatedCorrect,52782,10,easy,pruned,4259,52.782,1571
70da8cfb,6_hard_full,wrong,52881,6,hard,full,41654,52.881,1572
c8afed22,6_easy_pruned,validatedCorrect,52960,6,easy,pruned,39769,52.96,1573
c3dfd812,10_easy_pruned,validatedCorrect,52976,10,easy,pruned,37704,52.976,1574
26e680e4,10_easy_full,wrong,53124,10,easy,full,26929,53.124,1575
33a74451,10_medium_pruned,wrong,53189,10,medium,pruned,39860,53.189,1576
c8a4fa50,6_hard_full,wrong,53309,6,hard,full,51425,53.309,1577
d6b67ee1,6_easy_full,wrong,53444,6,easy,full,39649,53.444,1578
5edbbf73,6_hard_full,wrong,53681,6,hard,full,2593,53.681,1579
4ecfea32,10_easy_pruned,validatedCorrect,53826,10,easy,pruned,950,53.826,1580
acdac85f,10_hard_pruned,wrong,53830,10,hard,pruned,52544,53.83,1581
dacfd3d4,10_easy_full,wrong,53973,10,easy,full,36076,53.973,1582
a6bff327,6_easy_full,wrong,54011,6,easy,full,0,54.011,1583
7dd704e0,6_hard_pruned,wrong,54334,6,hard,pruned,52784,54.334,1584
acc6e9d4,10_easy_full,wrong,54435,10,easy,full,10979,54.435,1585
16f6e58d,10_hard_pruned,wrong,55329,10,hard,pruned,33533,55.329,1586
56e6f5d2,10_easy_full,wrong,55413,10,easy,full,25375,55.413,1587
bcdfd2df,6_hard_full,wrong,56631,6,hard,full,18721,56.631,1588
cce7504c,10_hard_pruned,solvedCorrect,56674,10,hard,pruned,55400,56.674,1589
f7ebbfe9,10_hard_full,solvedCorrect,56784,10,hard,full,45190,56.784,1590
41bad9a2,10_hard_pruned,validatedCorrect,57087,10,hard,pruned,55026,57.087,1591
70bffd4d,10_easy_full,wrong,57267,10,easy,full,31656,57.267,1592
31b4fc9e,10_easy_full,validatedCorrect,57505,10,easy,full,12441,57.505,1593
8fcbec83,6_hard_full,validatedCorrect,57508,6,hard,full,56481,57.508,1594
fdc4f07b,10_easy_pruned,validatedCorrect,57861,10,easy,pruned,4432,57.861,1595
d6b67ee1,6_easy_full,wrong,57987,6,easy,full,21161,57.987,1596
b0e1157c,6_hard_pruned,wrong,58440,6,hard,pruned,47340,58.44,1597
a3eacaa9,10_hard_full,wrong,58549,10,hard,full,2374,58.549,1598
ecefd3a0,10_medium_pruned,validatedCorrect,58695,10,medium,pruned,14457,58.695,1599
68d5e249,6_hard_full,wrong,58701,6,hard,full,38076,58.701,1600
56e6f5d2,10_easy_full,wrong,59041,10,easy,full,45293,59.041,1601
3ab7160d,10_easy_pruned,validatedCorrect,59590,10,easy,pruned,2408,59.59,1602
43dbc360,10_easy_pruned,wrong,60120,10,easy,pruned,48984,60.12,1603
8fc76287,6_hard_full,wrong,60203,6,hard,full,25894,60.203,1604
d4cbca4e,10_easy_full,validatedCorrect,61494,10,easy,full,24426,61.494,1605
b0c6f3a8,10_medium_pruned,validatedCorrect,61511,10,medium,pruned,28912,61.511,1606
9dd11e8e,10_medium_pruned,validatedCorrect,61542,10,medium,pruned,7007,61.542,1607
84dbf4f9,10_hard_full,wrong,61895,10,hard,full,25786,61.895,1608
c8a4fa50,6_hard_full,wrong,61990,6,hard,full,60949,61.99,1609
18a695e2,10_hard_pruned,wrong,62007,10,hard,pruned,26018,62.007,1610
8aa6d830,10_hard_pruned,wrong,62341,10,hard,pruned,40664,62.341,1611
a6bff327,6_easy_full,wrong,62362,6,easy,full,12870,62.362,1612
fac10d6e,6_hard_full,wrong,62480,6,hard,full,56415,62.48,1613
a0f4f1bf,6_hard_pruned,wrong,62607,6,hard,pruned,39369,62.607,1614
d0e6841e,10_easy_full,validatedCorrect,62650,10,easy,full,44162,62.65,1615
bcdfd2df,6_hard_full,wrong,63107,6,hard,full,8603,63.107,1616
48c70a00,6_easy_pruned,solvedCorrect,63136,6,easy,pruned,37723,63.136,1617
cff10c9a,10_easy_full,wrong,63334,10,easy,full,11288,63.334,1618
31b4fc9e,10_easy_full,validatedCorrect,64479,10,easy,full,18037,64.479,1619
d4fac87b,6_hard_pruned,wrong,64566,6,hard,pruned,55003,64.566,1620
24f4c091,6_hard_full,wrong,64954,6,hard,full,50642,64.954,1621
acc6e9d4,10_easy_full,wrong,65116,10,easy,full,13404,65.116,1622
41bad9a2,10_hard_pruned,validatedCorrect,65486,10,hard,pruned,57410,65.486,1623
7cf6845b,10_hard_full,wrong,66589,10,hard,full,61482,66.589,1624
d6d500ab,6_easy_full,validatedCorrect,67917,6,easy,full,15199,67.917,1625
48c70a00,6_easy_pruned,solvedCorrect,68099,6,easy,pruned,25018,68.099,1626
56e6f5d2,10_easy_full,wrong,68202,10,easy,full,29459,68.202,1627
4de4f27d,10_medium_full,wrong,68933,10,medium,full,30273,68.933,1628
16f6e58d,10_hard_pruned,wrong,69199,10,hard,pruned,41059,69.199,1629
f3dbeb7e,6_hard_full,wrong,69302,6,hard,full,61855,69.302,1630
55a709fd,6_easy_pruned,validatedCorrect,69581,6,easy,pruned,60658,69.581,1631
9defd82d,6_easy_full,wrong,69906,6,easy,full,25820,69.906,1632
dfa705b9,6_easy_pruned,validatedCorrect,70133,6,easy,pruned,19778,70.133,1633
6ac7311a,10_easy_full,wrong,70660,10,easy,full,58505,70.66,1634
b8bac8b7,10_hard_pruned,wrong,70701,10,hard,pruned,65722,70.701,1635
98d105c1,10_hard_full,validatedCorrect,71002,10,hard,full,2258,71.002,1636
daf74d3f,10_easy_full,wrong,71086,10,easy,full,46105,71.086,1637
26e680e4,10_easy_full,wrong,71708,10,easy,full,67284,71.708,1638
fda4f169,6_easy_full,validatedCorrect,72715,6,easy,full,7871,72.715,1639
4ed4c1d3,6_hard_full,wrong,73115,6,hard,full,72005,73.115,1640
48c70a00,6_easy_pruned,solvedCorrect,74629,6,easy,pruned,56983,74.629,1641
57a4bf4b,6_hard_full,wrong,74759,6,hard,full,52939,74.759,1642
17b4c1ea,6_hard_full,wrong,74915,6,hard,full,8557,74.915,1643
3df11bae,6_hard_full,wrong,75032,6,hard,full,60109,75.032,1644
31f6a576,10_hard_pruned,validatedCorrect,78310,10,hard,pruned,56296,78.31,1645
7acbc3e2,6_easy_pruned,validatedCorrect,78485,6,easy,pruned,14039,78.485,1646
8fcbec83,6_hard_full,validatedCorrect,79282,6,hard,full,0,79.282,1647
48c70a00,6_easy_pruned,solvedCorrect,83102,6,easy,pruned,34770,83.102,1648
d6c10e9a,10_easy_full,wrong,84167,10,easy,full,13897,84.167,1649
fff4bf68,6_hard_full,wrong,85026,6,hard,full,0,85.026,1650
eec719ce,10_easy_pruned,wrong,85158,10,easy,pruned,1119,85.158,1651
d6d500ab,6_easy_full,validatedCorrect,85271,6,easy,full,53474,85.271,1652
76f6a1e9,10_medium_pruned,wrong,86251,10,medium,pruned,17414,86.251,1653
31b4fc9e,10_easy_full,validatedCorrect,87196,10,easy,full,20403,87.196,1654
41bad9a2,10_hard_pruned,validatedCorrect,87832,10,hard,pruned,53014,87.832,1655
9defd82d,6_easy_full,wrong,87884,6,easy,full,84554,87.884,1656
4dc50d03,6_easy_pruned,wrong,88502,6,easy,pruned,24657,88.502,1657
f4c4f33c,10_hard_pruned,wrong,88808,10,hard,pruned,49393,88.808,1658
f7ebbfe9,10_hard_full,solvedCorrect,88968,10,hard,full,85128,88.968,1659
aefbe715,10_easy_full,validatedCorrect,90149,10,easy,full,0,90.149,1660
f7ebbfe9,10_hard_full,solvedCorrect,90378,10,hard,full,82098,90.378,1661
16f6e58d,10_hard_pruned,wrong,91712,10,hard,pruned,26994,91.712,1662
fff4bf68,6_hard_full,wrong,94002,6,hard,full,84737,94.002,1663
14b4c043,6_hard_full,wrong,96216,6,hard,full,0,96.216,1664
e6efec72,10_hard_pruned,validatedCorrect,97675,10,hard,pruned,89785,97.675,1665
5cd6bb63,10_easy_full,wrong,105541,10,easy,full,98528,105.541,1666
16f6e58d,10_hard_pruned,wrong,106281,10,hard,pruned,94072,106.281,1667
4dc50d03,6_easy_pruned,wrong,107405,6,easy,pruned,48426,107.405,1668
c8afed22,6_easy_pruned,validatedCorrect,112773,6,easy,pruned,109309,112.773,1669
40a74de0,6_easy_full,validatedCorrect,117787,6,easy,full,100181,117.787,1670
d6c10e9a,10_easy_full,wrong,134466,10,easy,full,24116,134.466,1671
48c70a00,6_easy_pruned,solvedCorrect,137249,6,easy,pruned,34521,137.249,1672
37bffc4e,10_easy_full,validatedCorrect,160524,10,easy,full,75831,160.524,1673
8ea50714,10_hard_pruned,validatedCorrect,186981,10,hard,pruned,176198,186.981,1674
