num_unique_first_moves,num_resets,median_first_move_score,exploit_time,num_moves_win_score,mean_score,num_restarts,userid,solution_time,solved,board,median_score,avg_first_move_score,explore_time,number_of_moves
4,0,5.207121599,2.593,1,1113.923365,7,5edbbf73,211.884,wrong,6_hard_full,5.332121599,6.499842404,53.681,13
3,3,12.08333333,14.7535,2,7.38705924,5,63e5efe1,151.911,wrong,6_hard_full,12.08333333,10.69951531,19.5255,17
5,8,7.208754252,7.326857143,3,1407.493127,8,67eac875,245.973,wrong,6_hard_full,7.208754252,5.663331208,10.94471429,49
4,4,8.430386905,27.67633333,3,694.2577587,5,68d5e249,413.654,wrong,6_hard_full,5.5,9.918926021,37.49066667,24
8,16,7.208754252,3.451470588,4,1117.340576,31,69bad0fe,591.534,wrong,6_hard_full,8.430386905,8.205470947,6.795588235,85
2,0,5.457121599,3.362,2,2503.540477,3,6bf51f66,85.485,wrong,6_hard_full,8.430386905,6.448210034,4.066,11
5,3,0.946215986,13.3585,2,254.2686839,6,6ee61190,231.856,wrong,6_hard_full,7.450852466,4.402758219,23.8825,34
4,5,5.457121599,18.04425,4,1254.572431,11,70da8cfb,304.458,wrong,6_hard_full,8.293927155,6.9560625,27.12725,32
10,16,3.770853884,3.98975,4,731.7286479,15,7bf4bf38,185.397,wrong,6_hard_full,10.37784722,4.664979956,6.977875,42
3,7,8.430386905,11.3515,3,1393.015858,7,87b50908,183.326,wrong,6_hard_full,8.430386905,8.130360787,14.59666667,29
7,11,8.430386905,32.76055556,6,1132.529756,16,89d60ba4,814.172,wrong,6_hard_full,8.430386905,8.150360863,36.93877778,57
6,6,8.430386905,8.065,0,-902.8890648,9,8ac4c37c,173.43,solvedCorrect,6_hard_full,6.943754252,9.683273652,16.405,16
4,3,7.208754252,11.239,3,1823.151193,5,8ea4bf56,146.24,wrong,6_hard_full,7.333754252,9.72459949,13.632,18
4,8,15.25,21.92616667,6,303.765438,8,8fc76287,430.892,wrong,6_hard_full,8.157467404,11.43941947,32.709,58
8,10,1.963129252,10.20266667,0,-1017.788497,14,8fcbec83,566.581,validatedCorrect,6_hard_full,1.541112528,3.718289197,21.54666667,39
5,3,8.430386905,18.5176,1,329.2016936,17,90c60de8,683.186,wrong,6_hard_full,7.844377834,9.164528534,21.5088,43
4,3,8.430386905,14.0428,3,476.0084579,11,91cfd7fb,548.164,wrong,6_hard_full,10.91637188,10.11838577,16.965,45
7,15,6.332937926,5.387,1,-140.8573188,21,94d6ef33,549.139,validatedCorrect,6_hard_full,6.450749008,7.738085885,16.81976923,50
5,8,8.430386905,13.79171429,2,-207.9022665,9,94e4c554,391.842,wrong,6_hard_full,8.430386905,8.051901298,17.26885714,38
5,5,2.955488946,16.8585,1,501.7508952,5,9adbc2df,246.866,wrong,6_hard_full,2.59467262,5.252245465,22.85,15
7,12,5.207121599,15.78622222,6,-693.8813298,17,9dc50a3d,477.96,solvedCorrect,6_hard_full,5.207121599,4.467497832,21.44655556,70
2,0,15.25,7.828,2,914.569032,3,9df60bf8,52.224,wrong,6_hard_full,5.457121599,11.9857072,11.013,8
1,2,15.25,9.179,2,2503.8125,2,a2f6ba1d,185.364,wrong,6_hard_full,5007.625,15.25,42.635,6
3,1,5.457121599,24.46,2,-1558.283055,7,a3d4c3b2,194.305,solvedCorrect,6_hard_full,5.332121599,7.842841199,27.857,25
7,6,4.585941752,10.5912,5,-235.1357632,8,a3d5dfda,177.56,validatedCorrect,6_hard_full,7.819570579,5.657390165,14.8238,36
6,5,5.457121599,10.60816667,0,5.709827493,13,a6f610e1,229.481,wrong,6_hard_full,5.457121599,6.054680221,14.45916667,29
3,3,2.334586168,1.295,0,-1662.707271,3,acd61c3d,101.515,wrong,6_hard_full,3.770853884,2.698520881,4.0445,9
8,19,8.430386905,13.38088235,3,-174.2256746,22,ada4c06f,585.649,wrong,6_hard_full,7.458754252,8.499495851,17.70623529,87
10,19,7.208754252,9.753777778,2,-105.5403063,23,b0d518a1,530.911,wrong,6_hard_full,7.208754252,7.054217625,16.1385,67
12,16,5.457121599,15.558,1,-795.8479534,21,b2d60bc9,570.864,wrong,6_hard_full,7.924846231,5.515690342,22.64713333,79
6,6,5.207121599,21.5365,2,-1352.029297,7,bcdfd2df,478.509,solvedCorrect,6_hard_full,1.963129252,6.506887552,49.10125,52
2,5,15.25,7.85025,3,6.818251559,5,bed50a1d,303.68,wrong,6_hard_full,15.25,13.29142432,9.63875,25
4,5,5.457121599,4.6735,2,748.0393617,9,bfa60c8b,148.914,validatedCorrect,6_hard_full,11.25,8.109632405,7.713,20
3,2,5.207121599,4.699,2,592.2757626,3,bfe4c87d,88.725,validatedCorrect,6_hard_full,5.457121599,4.539910715,16.082,15
6,3,6.943754252,13.619,0,-202.6506691,17,c0f60e45,470.617,wrong,6_hard_full,7.844377834,7.238779863,26.72466667,34
1,2,15.25,35.206,1,-2377.188437,2,c6b4c141,80.996,wrong,6_hard_full,0.111111111,15.25,35.854,19
5,6,8.430386905,13.0106,1,-1021.3737,7,c6b60d63,165.267,solvedCorrect,6_hard_full,2.792223639,8.223434361,15.2966,33
4,6,8.430386905,5.004875,2,1182.669583,13,c7a61295,199.748,wrong,6_hard_full,8.430386905,9.385165817,8.826375,38
3,11,7.208754252,10.5273,3,-317.9278154,12,c7a67aab,235.805,solvedCorrect,6_hard_full,7.208754252,6.624876701,13.2924,51
6,8,8.430386905,18.8217,1,-550.4607588,16,c8a4fa50,563.374,wrong,6_hard_full,6.457937926,7.772507653,22.9074,54
5,1,8.430386905,24.832,0,1257.531831,10,c8f4c13d,315.199,wrong,6_hard_full,10.37784722,8.730738095,36.2585,10
5,3,12.08333333,6.59025,1,394.0982057,15,cab61023,232.787,wrong,6_hard_full,12.08333333,10.73109788,9.924,16
5,7,7.208754252,10.324,5,1147.821178,10,cee4bfa4,226.258,wrong,6_hard_full,8.430386905,7.117722364,21.5825,28
2,0,6.943754252,14.85,1,-1327.413957,3,cfc5dcb3,227.176,wrong,6_hard_full,8.430386905,6.943754252,18.441,12
3,2,7.208754252,19.405,2,1180.965686,3,dbe71b15,100.562,wrong,6_hard_full,8.430386905,6.948754252,21.024,14
1,2,5.457121599,10.011,3,1769.408381,3,dcc4f10e,105.588,wrong,6_hard_full,11.25,5.457121599,14.205,15
5,7,8.430386905,10.53083333,3,2.708001464,7,dfe6bee3,236.005,wrong,6_hard_full,4.418300737,8.106796647,14.235,34
4,6,12.08333333,8.1282,2,975.9661005,10,e0d4bfdf,136.502,solvedCorrect,6_hard_full,12.08333333,11.70809098,15.4368,25
1,2,15.25,0,3,1671.170676,2,ebc61801,81.329,wrong,6_hard_full,11.7037337,15.25,0.822,14
2,2,11.84019345,27.155,0,-1814.351972,2,efebc5bb,489.447,wrong,6_hard_full,1,11.84019345,38.514,9
1,1,15.25,5.251,2,6.218511669,2,f1e613a1,110.396,wrong,6_hard_full,7.683110828,15.25,5.844,16
5,10,6.943754252,24.21677778,5,585.0915334,10,f2f60bd9,368.849,wrong,6_hard_full,11,8.48931165,29.57011111,59
5,4,6.332937926,33.17833333,1,-1421.863273,6,f3dbeb7e,297.753,solvedCorrect,6_hard_full,9.404117063,6.016120796,36.555,23
9,9,5.457121599,9.602625,6,-970.0976057,11,f6fbf6b1,581.653,wrong,6_hard_full,2.483998016,6.027537492,16.368,89
3,4,10.3535608,9.709333333,1,-2047.995852,4,f8d60bcb,125.016,wrong,6_hard_full,0.380208333,9.374558532,12.265,35
4,3,0.680590986,56.415,2,-642.0666973,4,fac10d6e,267.255,solvedCorrect,6_hard_full,1.332743764,1.843039611,62.48,26
9,10,2.14885771,8.951333333,1,-1614.168485,12,fac6126a,179.032,wrong,6_hard_full,0.809116355,2.87986926,10.95677778,58
5,6,5.457121599,14.927,1,275.5006035,7,fde4bf4b,206.251,wrong,6_hard_full,8.430386905,6.34994898,17.2122,31
5,5,5.457121599,26.52425,0,-377.6857414,8,fff4bf68,556.09,wrong,6_hard_full,5.457121599,7.760131803,56.68225,21
1,0,7.208754252,15.112,4,1769.482052,5,11a64d17,197.128,wrong,6_hard_pruned,7.208754252,7.208754252,30.309,14
5,4,6.457937926,24.12475,0,-946.2692565,6,11e652f7,383.655,wrong,6_hard_pruned,6.512223639,6.433757795,41.576,16
2,2,10.3535608,20.682,2,1341.002114,2,14d64999,238.048,wrong,6_hard_pruned,11.28,10.3535608,36.25,13
3,0,11.73784722,0.836,0,-780.4776665,14,1dac01e7,550.382,wrong,6_hard_pruned,11.73784722,12.23688974,3.607,27
3,1,5.332121599,5.081,2,562.6260336,4,25cfdeaf,125.337,solvedCorrect,6_hard_pruned,6.450749008,5.770029762,25.478,15
4,7,11.73784722,12.816,4,-461.2224608,5,2afbbf79,178.228,wrong,6_hard_pruned,3.845488946,8.140499999,16.219,38
7,11,11.73784722,11.8858,6,787.6052544,17,2cb650ed,357.807,wrong,6_hard_pruned,8.157467404,9.164683623,16.4013,51
3,2,7.458754252,4.595,1,2504.948178,3,2ff50f64,58.26,wrong,6_hard_pruned,9.598300736,8.21790769,7.371,6
4,4,1.488958333,12.59233333,1,-902.6926319,5,30e4feac,268.581,wrong,6_hard_pruned,3.644932682,3.273202948,16.37666667,18
1,1,15.25,1.625,1,1258.36662,1,3ef64929,73.442,validatedCorrect,6_hard_pruned,18.50637259,15.25,3.252,6
5,5,9.473300736,13.82825,3,-829.1671948,6,43e64821,168.235,wrong,6_hard_pruned,3.534116355,9.229324215,16.8125,31
6,7,6.332937926,34.6155,0,-1131.17118,8,4ca65156,591.527,wrong,6_hard_pruned,7.252121599,6.892957412,59.49066667,36
3,12,15.25,13.57809091,4,-126.5996584,13,4ee64c2a,405.6,validatedCorrect,6_hard_pruned,7.208754252,11.40391484,21.22609091,63
4,1,13.49392361,14.698,0,-1717.1311,11,53a654e5,250.17,wrong,6_hard_pruned,10.83274376,11.93503245,56.9475,21
3,2,5.457121599,10.075,3,815.4909271,14,53d65632,425.452,wrong,6_hard_pruned,7.458754252,9.200134895,22.11275,25
7,8,6.332937926,7.933,2,7.665553335,12,5adff9a5,247.022,wrong,6_hard_pruned,7.333754252,7.401567579,12.00528571,22
5,2,0.487847222,4.801,2,290.1552961,9,5fa651bb,300.302,solvedCorrect,6_hard_pruned,2.873856293,1.365809038,36.335,28
10,15,7.208754252,7.342384615,3,-865.6229272,21,61e65cc1,327.507,wrong,6_hard_pruned,2.853300029,7.652852756,10.98730769,73
1,0,7.458754252,4.389,7,253.142637,7,67f64a50,211.027,wrong,6_hard_pruned,7.458754252,7.458754252,6.22,32
4,9,11.73784722,13.87575,6,-140.6457156,9,68c659b8,280.867,wrong,6_hard_pruned,2.304376417,11.02706806,18.02975,60
3,5,6.332937926,16.29675,4,6.698223189,6,6dd103e2,197.279,wrong,6_hard_pruned,7.208754252,6.249604592,24.3085,31
6,19,5.457121599,13.98782353,12,1627.119085,18,7dd704e0,577.426,wrong,6_hard_pruned,8.157467404,6.675299666,16.60794118,93
2,2,10.3535608,17.914,2,1184.885099,2,81c11c9f,271.8,wrong,6_hard_pruned,11.36111111,10.3535608,21.071,15
2,6,5.457121599,16.256,6,1469.077789,6,92a74a76,294.236,validatedCorrect,6_hard_pruned,15.25,8.721414399,18.4646,35
6,13,7.208754252,7.515928571,1,-345.5470222,19,a0d659c9,345.7,wrong,6_hard_pruned,7.208754252,7.418460213,15.31221429,39
3,6,7.458754252,12.08625,4,-722.5959944,8,a0f4f1bf,417.116,solvedCorrect,6_hard_pruned,7.458754252,6.690596453,20.99925,44
6,5,5.207121599,0,1,7.579477494,9,aafbd6ab,239.929,solvedCorrect,6_hard_pruned,7.844377834,4.500094167,9.169,20
7,12,5.207121599,2.498454545,0,-249.6561826,17,aed647d3,141.76,wrong,6_hard_pruned,5.207121599,6.291795218,7.433454545,27
2,3,5.457121599,47.34,2,1061.314921,4,b0e1157c,409.539,wrong,6_hard_pruned,11,5.957529762,58.44,16
3,3,7.208754252,15.593,2,1312.015822,4,b9e512db,147.293,wrong,6_hard_pruned,10.14,7.903119331,23.9515,20
3,4,5.457121599,30.95266667,3,-317.0261808,5,c7fffe38,284.344,wrong,6_hard_pruned,7.844377834,6.418717404,44.91866667,27
2,1,0.472222222,17.41,2,-1574.581208,4,c9f64da2,90.328,wrong,6_hard_pruned,2.28,2.717732899,24.719,17
1,5,5.457121599,6.67425,5,2146.518191,5,d2f65bb5,78.892,wrong,6_hard_pruned,5.457121599,5.457121599,7.869,23
4,2,6.332937926,55.003,2,-1424.785313,4,d4fac87b,162.449,wrong,6_hard_pruned,5.332121599,6.270437926,64.566,12
2,2,5.207121599,9.318,2,-1869.275344,3,dec64994,148.441,wrong,6_hard_pruned,5.207121599,5.874332483,42.751,14
4,5,2.334586168,45.9975,0,-1346.089274,5,e1a64c7d,482.302,wrong,6_hard_pruned,4.712223639,4.372828231,65.1485,32
1,0,2.955488946,0,1,1120.718767,1,e2b655ad,50.594,validatedCorrect,6_hard_pruned,2.955488946,2.955488946,6.322,6
3,3,11.73784722,12.924,2,1584.691272,3,e9dbbf8a,170.416,wrong,6_hard_pruned,15.25,10.73165627,28.957,16
3,7,15.25,19.2314,5,518.5467785,7,e9e64bef,258.741,solvedCorrect,6_hard_pruned,11.25,13.85101737,22.266,33
3,2,7.458754252,7.09,1,531.4363796,5,f1f65080,384.092,validatedCorrect,6_hard_pruned,2.955488946,5.533267574,13.225,16
5,9,5.457121599,5.8355,5,-186.7224363,11,f6b64ced,133.992,wrong,6_hard_pruned,7.208754252,6.916158782,9.14875,43
5,4,1.515035431,17.26075,6,-258.9529781,9,fcaffad4,332.322,wrong,6_hard_pruned,1.495034722,5.52755226,26.813,68
11,20,5.457121599,5.749157895,3,-1370.177988,23,fdaa7ebb,351.882,wrong,6_hard_pruned,5.207121599,5.690525793,13.18173684,60
5,4,9.502037026,16.04525,2,10.36785113,9,13f4ff5a,294.816,wrong,10_hard_full,11.36111111,13.95199052,18.572,26
8,4,4.52723356,5.3324,2,672.8750664,16,1ff4f828,363.273,wrong,10_hard_full,4.52723356,6.969034975,24.7814,20
4,1,8.39785855,25.513,2,-1306.781243,6,21abc061,232.419,wrong,10_hard_full,10.0199948,10.4419951,30.484,35
3,4,1.265517751,19.098,2,-473.1790787,3,23dbc11c,169.067,wrong,10_hard_full,0.733543084,1.654181146,37.5435,18
2,2,17.55676611,34.302,2,1549.42613,2,2fb4f99a,112.708,validatedCorrect,10_hard_full,21.36111111,17.55676611,51.44,11
2,3,23.41908777,15.1965,2,679.3468654,4,65f68460,112.069,solvedCorrect,10_hard_full,23.41908777,23.41908777,16.2575,12
9,7,2.984007937,10.06533333,1,-1419.728737,9,75ffd9e8,292.185,validatedCorrect,10_hard_full,4.52723356,5.608494157,13.456,28
9,8,2.984007937,19.560375,1,-216.8383818,11,7cf6845b,440.834,wrong,10_hard_full,1.222222222,8.976772052,33.841625,36
3,4,14.26018021,10.64733333,2,10.16192807,4,84dbf4f9,295.97,wrong,10_hard_full,12.98736465,13.73086403,27.37466667,16
2,2,23.41908777,0,0,23.41908777,4,87cfed83,191.716,validatedCorrect,10_hard_full,23.41908777,23.41908777,1.603,2
15,20,4.051911354,8.142052632,2,-190.3327899,22,8bc69c49,390.042,solvedCorrect,10_hard_full,5.387477324,9.04535462,12.95557895,81
2,1,9.502037026,10.927,2,1007.676943,7,98d105c1,225.336,validatedCorrect,10_hard_full,9.502037026,11.82154548,48.192,15
2,0,14.31849535,7.223,2,2389.060636,5,9befd8ad,201.262,validatedCorrect,10_hard_full,14.31849535,12.39191202,12.383,15
5,6,2.984007937,6.0854,1,8.335115119,8,a3eacaa9,273.532,wrong,10_hard_full,2.993278993,7.753344667,28.502,25
6,6,1.553175542,14.0846,1,247.4250211,8,a4f74985,232.048,wrong,10_hard_full,7.88861678,7.046930913,21.1738,35
1,2,23.41908777,35.468,2,1259.545725,2,abc728e1,240.737,wrong,10_hard_full,17.98736465,23.41908777,52.575,14
6,16,9.502037026,5.445866667,0,-154.9420716,20,aceaccbc,583.382,validatedCorrect,10_hard_full,9.502037026,10.90532012,13.21326667,46
3,5,9.502037026,17.64675,1,-736.4660731,7,add50f98,313.812,wrong,10_hard_full,9.502037026,11.56623345,20.4065,22
4,4,17.55676611,0,0,17.00866425,8,b1ebd3b5,116.748,wrong,10_hard_full,17.55676611,17.00866425,9.979333333,4
7,4,2.800222967,8.282,2,215.9528821,16,b5b6dcbc,525.269,solvedCorrect,10_hard_full,7.420011321,6.072024571,15.32766667,34
3,3,9.502037026,15.861,4,778.6305172,3,d2ac158a,344.162,wrong,10_hard_full,14.61361819,12.67413249,27.6435,22
4,5,14.31849535,8.098333333,2,-1070.504035,7,edf12206,175.015,validatedCorrect,10_hard_full,14.31849535,11.11874728,13.607,30
7,5,5.300479729,1.2835,1,-959.4346273,9,f0ebc21e,116.29,wrong,10_hard_full,5.776515014,6.566711599,3.0895,24
1,3,23.41908777,31.775,1,-1422.025763,3,f6fbf7bf,203.124,wrong,10_hard_full,2.957505669,23.41908777,41.2525,32
5,7,9.502037026,46.76966667,2,-1566.822838,8,f7ebbfe9,535.997,solvedCorrect,10_hard_full,1.055555556,11.72010788,57.11133333,63
1,1,4.52723356,17.395,1,8.738043791,1,13b7468e,295.533,validatedCorrect,10_hard_pruned,9.502037026,4.52723356,18.028,13
3,8,21.36111111,31.61857143,2,9.59404458,9,16f6e58d,533.393,wrong,10_hard_pruned,11.25,16.88945473,54.21228571,41
6,14,7.301654843,13.56792308,9,-370.6123234,16,18a695e2,539.15,wrong,10_hard_pruned,3.904056357,5.634310271,20.47676923,66
7,11,9.502037026,6.0411,6,525.2464937,11,28d4fefb,301.479,solvedCorrect,10_hard_pruned,10.93055556,9.501329012,8.5096,47
4,12,0.4375,21.2722,6,382.2761383,11,31f6a576,654.151,validatedCorrect,10_hard_pruned,6.254465929,8.045306937,26.5618,67
2,2,12.09753802,13.05,7,2341.730136,4,32fad07f,281.645,solvedCorrect,10_hard_pruned,33.98291524,12.09753802,18.0385,23
6,11,6.16800098,34.334875,6,574.3962541,10,41bad9a2,702.016,validatedCorrect,10_hard_pruned,12.72111111,6.473425965,47.142,43
1,2,21.36111111,29.542,4,2509.138443,2,5bc4f225,150.1,wrong,10_hard_pruned,28.63585105,21.36111111,34.202,14
3,2,5.776515014,18.946,2,1430.016544,3,77ba7edc,355.315,validatedCorrect,10_hard_pruned,1.734964326,6.16711875,30.046,12
8,21,11.89916667,12.68695,3,-161.7574298,23,7dea8d37,586.684,wrong,10_hard_pruned,11.3370493,13.88069711,17.72235,95
7,8,1.553175542,16.77771429,2,494.8919982,13,7ef11f8d,333.063,wrong,10_hard_pruned,5.101272659,6.280901208,24.70085714,33
6,14,21.36111111,13.50461538,7,511.5784203,17,8aa6d830,563.026,wrong,10_hard_pruned,17.65867465,16.66994286,19.239,66
4,11,11.89916667,31.89522222,2,10.45353605,11,8ea50714,562.332,validatedCorrect,10_hard_pruned,11.89916667,12.86355442,43.26322222,53
3,2,11.3370493,11.018,2,601.8121964,3,98c10b8a,127.715,wrong,10_hard_pruned,12.72285382,14.06673248,12.944,15
10,7,2.739400972,26.26033333,2,-1313.47165,12,acdac85f,477.783,wrong,10_hard_pruned,11,5.49633412,31.5565,57
3,2,4.824444444,65.722,1,9.515287316,3,b8bac8b7,225.08,wrong,10_hard_pruned,5.304261596,5.187862018,70.701,22
8,17,9.502037026,18.1646,3,-298.9815737,17,cce7504c,528.283,solvedCorrect,10_hard_pruned,7.065561224,8.035408482,24.90313333,81
3,9,9.502037026,11.083375,6,-334.2891467,14,cdc514e1,584.96,wrong,10_hard_pruned,11.25,13.75255407,14.91225,68
8,17,7.301654843,3.087818182,1,-1128.914278,24,d1cac84b,443.747,wrong,10_hard_pruned,4.412831616,7.919592855,7.235,67
6,5,5.101272659,10.266,4,-208.274792,10,e2b10de5,362.189,wrong,10_hard_pruned,11.29352465,7.71269063,16.3085,36
4,11,21.36111111,23.62833333,1,-748.1244276,12,e6efec72,627.899,validatedCorrect,10_hard_pruned,5.714694565,17.82772108,30.00611111,52
3,3,9.502037026,18.385,1,10.11901691,3,edfff93e,209.895,solvedCorrect,10_hard_pruned,11.61111111,11.1805757,39.105,13
2,4,21.36111111,27.35166667,3,747.4812157,5,f4c4f33c,287.793,wrong,10_hard_pruned,9.502037026,16.61748148,50.07366667,23
3,8,21.36111111,10.31283333,2,12.23540667,9,fcb764e3,310.338,wrong,10_hard_pruned,14.61361819,19.1282674,25.55933333,25
6,6,11,5.4374,1,-1285.766129,15,12eacae6,593.303,wrong,6_easy_full,11,8.616666665,19.2508,21
5,4,11.72222222,12.974,2,652.7098566,11,25dfef96,404.475,wrong,6_easy_full,11,11.45959596,19.16275,21
4,5,11,8.599,0,6.774994846,10,2aabe76a,187.803,validatedCorrect,6_easy_full,11,10.05902778,19.87366667,25
7,0,5.680555556,3.496333333,0,-640.470078,23,2bcfe659,569.141,solvedCorrect,6_easy_full,1.333333333,5.746031746,13.56266667,65
11,21,1.332743764,7.261882353,0,-1517.223699,19,32b10037,554.618,wrong,6_easy_full,1.25,5.276222699,18.62741176,71
5,9,0.583333333,10.37214286,0,-601.2988415,11,34cffc40,440.552,wrong,6_easy_full,1.25,4.628787877,19.146,25
2,3,12.08333333,11.2105,3,2110.717836,3,38abe966,205.879,solvedCorrect,6_easy_full,11.36111111,11.72222222,21.951,16
3,2,12.08333333,0,2,2005.8,3,3bac0799,188.585,wrong,6_easy_full,12.08333333,11.96296296,1.879,8
8,14,6.07,9.8665,0,-631.7596494,14,3fcbc0ab,322.47,validatedCorrect,6_easy_full,1.14,6.252301586,15.79666667,50
4,9,11.72222222,23.644625,2,493.2467751,10,40a74de0,735.693,validatedCorrect,6_easy_full,5.25,9.677999998,29.552,32
3,2,5.972222221,2.878666667,0,-765.222353,4,4ed755f1,123.231,validatedCorrect,6_easy_full,0.75,6.062499999,11.116,8
8,7,6.166371882,8.077875,0,-1131.607983,10,59d51c4c,176.884,solvedCorrect,6_easy_full,2.222188209,6.074941042,14.50425,35
7,12,11,9.789454545,1,-674.7394373,12,5de11557,460.121,validatedCorrect,6_easy_full,1,6.86574074,20.91863636,47
5,3,1.332743764,9.2635,2,4.81145186,8,6bca8117,337.795,validatedCorrect,6_easy_full,1.5,3.999831551,13.288,31
9,21,11,9.844952381,3,-684.4137766,24,86f6e2cb,510.341,wrong,6_easy_full,1,6.832336545,15.7267619,134
5,10,12.08333333,10.82675,3,226.4192315,11,8df4f6e8,334.773,wrong,6_easy_full,2.67,7.696969695,14.828875,36
6,6,5.791666667,55.187,0,-1343.056092,9,9defd82d,574.524,wrong,6_easy_full,1,5.631944444,78.895,42
6,5,0.472222222,8.0516,0,-1020.863975,9,a6bff327,595.094,wrong,6_easy_full,1,5.379629628,31.2768,30
2,5,11.72222222,9.325,3,1487.936214,7,aedbea55,209.886,wrong,6_easy_full,11.72222222,11.51587301,19.8644,20
7,7,11,4.743666667,0,367.6145096,13,b7eae04f,457.538,validatedCorrect,6_easy_full,1.332743764,6.993006424,10.7055,36
9,14,5.736111111,15.7871,7,-180.8032208,16,cfd6ff5a,512.086,wrong,6_easy_full,1.333333333,5.93923611,19.5027,90
8,8,0.472222222,4.71325,2,-294.8039324,17,d3b525de,505.98,wrong,6_easy_full,0.553854875,2.871880342,22.39375,53
1,4,12.08333333,29.239,3,631.0955208,4,d6b67ee1,394.028,wrong,6_easy_full,11.25,12.08333333,46.0485,26
6,5,11,23.1325,1,-379.2917548,7,d6d500ab,411.132,validatedCorrect,6_easy_full,6.416666667,8.543566568,56.89375,21
5,7,11.72222222,11.5458,2,-561.3086694,9,dabbe6bb,262.131,wrong,6_easy_full,1,8.90972222,18.6344,41
7,9,1.14,8.93475,0,-847.8784691,10,efa7383d,178.143,validatedCorrect,6_easy_full,0.843856293,2.094770975,17.170625,38
3,6,11,9.455,4,1295.544803,6,f9c123d7,253.734,wrong,6_easy_full,11,11.36111111,17.5422,25
5,5,0.361111111,6.9105,2,1055.938713,7,fda4f169,306.459,validatedCorrect,6_easy_full,1.64,5.222222221,31.935,14
5,4,1.64,5.811666667,2,1003.100222,5,11dfe866,308.999,validatedCorrect,6_easy_pruned,1.32,6.572444444,19.933,16
3,7,11,5.904857143,3,1059.204327,11,16e512d0,269.584,validatedCorrect,6_easy_pruned,11,10.68727273,14.94257143,27
9,13,1.14,10.08525,5,409.6396988,19,19a105e3,523.907,validatedCorrect,6_easy_pruned,7.875555556,4.830464256,14.80425,56
