,userid,win_score,Unnamed: 0,board_size,blocking_score,Density,Linear,Non-linear,Interaction,Forcing,interaction_blind,blocking_blind
3339,d6c10e9a,1500,20520,10,160,-3.685931075,-2.728671711,-2.516067647,-3.384055839,-2.961145703,-3.258885979,-3.41459891
3340,d6c10e9a,1750,23235,10,160,-3.689068959,-2.731235002,-2.519043202,-3.433711061,-3.002830872,-3.278786269,-3.428372404
3341,d6c10e9a,2000,25950,10,160,-3.691795614,-2.733526313,-2.52164758,-3.476919654,-3.039882763,-3.296295347,-3.44099055
3342,d6c10e9a,2250,28665,10,160,-3.694206423,-2.73559587,-2.523962968,-3.515164742,-3.07322759,-3.311926434,-3.452622755
3343,d6c10e9a,2500,31380,10,160,-3.696367008,-2.737481763,-2.526047015,-3.549470047,-3.1035394,-3.326043509,-3.463406974
3344,d6d500ab,25,1697.5,6,50.33333333,-2.63484093,-3.77210501,-3.728832663,-3.827703936,-3.894099554,-5.206228466,-5.28963648
3345,d6d500ab,250,4955.5,6,50.33333333,-2.732137625,-3.843062878,-3.812772369,-4.00738376,-4.079095145,-5.30545885,-5.384159104
3346,d6d500ab,500,8213.5,6,50.33333333,-2.764409201,-3.873379518,-3.844119034,-4.070728226,-4.127097486,-5.337844875,-5.404510967
3347,d6d500ab,750,11471.5,6,50.33333333,-2.783470652,-3.891773391,-3.862866746,-4.108439257,-4.158957488,-5.356944642,-5.419039313
3348,d6d500ab,1000,14729.5,6,50.33333333,-2.797046353,-3.905012224,-3.876284537,-4.135382338,-4.182804076,-5.370539532,-5.430218284
3349,d6d500ab,1250,17716,6,160,-2.807598092,-3.915360845,-3.886741194,-4.15636005,-4.33086383,-5.354157116,-5.438313964
3350,d6d500ab,1500,20431,6,160,-2.816230609,-3.923857531,-3.895310183,-4.173540916,-4.344265204,-5.36279732,-5.444039182
3351,d6d500ab,1750,23146,6,160,-2.823535773,-3.931065467,-3.902569899,-4.188090961,-4.356041187,-5.370107976,-5.449207877
3352,d6d500ab,2000,25861,6,160,-2.829867893,-3.937324553,-3.908867896,-4.200709903,-4.366536823,-5.376444217,-5.453903211
3353,d6d500ab,2250,28576,6,160,-2.835455979,-3.942855768,-3.91442942,-4.211850791,-4.375999944,-5.382035508,-5.458197026
3354,d6d500ab,2500,31291,6,160,-2.840456639,-3.947810889,-3.919408816,-4.221823852,-4.384613719,-5.387038733,-5.46214849
3355,d8aacc7a,25,1893.5,10,50.33333333,-5.118025589,-2.601755559,-2.232278151,-1.973722608,-2.13596515,-1.888566465,-2.072718546
3356,d8aacc7a,250,5151.5,10,50.33333333,-5.041358198,-2.312006794,-2.054068725,-1.372660352,-1.488113976,-1.322604959,-1.458223577
3357,d8aacc7a,500,8409.5,10,50.33333333,-5.036098845,-2.272075775,-2.03742041,-1.294043076,-1.362044303,-1.252882723,-1.337383028
3358,d8aacc7a,750,11667.5,10,50.33333333,-5.034314538,-2.256772874,-2.031548082,-1.263919575,-1.308577037,-1.226579231,-1.286527924
3359,d8aacc7a,1000,14925.5,10,50.33333333,-5.033416379,-2.248658693,-2.028545968,-1.247945167,-1.278653539,-1.212730495,-1.258183083
3360,d8aacc7a,1250,17912,10,160,-5.032875541,-2.243627316,-2.026722829,-1.238038678,-1.332103806,-1.204178248,-1.322517717
3361,d8aacc7a,1500,20627,10,160,-5.032514168,-2.240201341,-2.025498104,-1.231292436,-1.307580778,-1.198370334,-1.298495637
3362,d8aacc7a,1750,23342,10,160,-5.032255644,-2.23771778,-2.024618685,-1.226401533,-1.289082915,-1.194167967,-1.280395275
3363,d8aacc7a,2000,26057,10,160,-5.032061532,-2.235834658,-2.023956575,-1.222692826,-1.274617252,-1.190986042,-1.266252761
3364,d8aacc7a,2250,28772,10,160,-5.031910425,-2.23435765,-2.02344008,-1.219783773,-1.262987293,-1.188493032,-1.254890705
3365,d8aacc7a,2500,31487,10,160,-5.031789457,-2.23316814,-2.023025922,-1.217440852,-1.253429542,-1.186487013,-1.245558677
3366,d9e4f7e5,25,1660.5,10,50.33333333,-2.574982375,-3.456763644,-3.154176145,-3.195034129,-3.160084237,-2.141035314,-2.294702998
3367,d9e4f7e5,250,4918.5,10,50.33333333,-2.489267757,-3.110161028,-2.960115389,-3.035043584,-2.990349313,-2.378840242,-2.5504563
3368,d9e4f7e5,500,8176.5,10,50.33333333,-2.48352972,-3.068066008,-2.943617385,-3.021635188,-2.965616059,-2.533066927,-2.671630756
3369,d9e4f7e5,750,11434.5,10,50.33333333,-2.481586884,-3.052339692,-2.937866849,-3.016984668,-2.956792717,-2.632896565,-2.757372267
3370,d9e4f7e5,1000,14692.5,10,50.33333333,-2.480609663,-3.044092411,-2.934940865,-3.014623098,-2.952259566,-2.706765495,-2.823372145
3371,d9e4f7e5,1250,17679,10,160,-2.480021454,-3.039010299,-2.933168537,-3.013194208,-3.008601268,-2.54674988,-2.813561164
3372,d9e4f7e5,1500,20394,10,160,-2.479628528,-3.035563694,-2.931979889,-3.012236557,-3.004871384,-2.592799998,-2.850200717
3373,d9e4f7e5,1750,23109,10,160,-2.47934748,-3.033072222,-2.93112734,-3.011550018,-3.002176139,-2.632450867,-2.882776036
3374,d9e4f7e5,2000,25824,10,160,-2.479136482,-3.031187047,-2.93048599,-3.011033736,-3.00013737,-2.667265082,-2.912073247
3375,d9e4f7e5,2250,28539,10,160,-2.478972247,-3.029710808,-2.929986007,-3.010631362,-2.998541225,-2.698294975,-2.938679202
3376,d9e4f7e5,2500,31254,10,160,-2.478840779,-3.028523437,-2.92958529,-3.010308943,-2.997257656,-2.726283007,-2.963039945
3377,d9fa7f02,25,1894.5,10,50.33333333,-3.540959324,-3.620411655,-3.137884655,-1.789891186,-2.051498651,-1.645953591,-1.942680847
3378,d9fa7f02,250,5152.5,10,50.33333333,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.508615151,-1.49594022,-1.438815997
3379,d9fa7f02,500,8410.5,10,50.33333333,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.508615151,-1.49594022,-1.438815997
3380,d9fa7f02,750,11668.5,10,50.33333333,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.508615151,-1.49594022,-1.438815997
3381,d9fa7f02,1000,14926.5,10,50.33333333,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.508615151,-1.49594022,-1.438815997
3382,d9fa7f02,1250,17913,10,160,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.431069736,-1.49594022,-1.404945607
3383,d9fa7f02,1500,20628,10,160,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.431069736,-1.49594022,-1.404945607
3384,d9fa7f02,1750,23343,10,160,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.431069736,-1.49594022,-1.404945607
3385,d9fa7f02,2000,26058,10,160,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.431069736,-1.49594022,-1.404945607
3386,d9fa7f02,2250,28773,10,160,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.431069736,-1.49594022,-1.404945607
3387,d9fa7f02,2500,31488,10,160,-3.540959324,-3.620411655,-3.137884655,-1.634680977,-1.431069736,-1.49594022,-1.404945607
3388,daa11f50,25,1895.5,10,50.33333333,-4.499980567,-3.002261123,-2.754011475,-2.590514032,-2.502027753,-2.419521715,-2.381114524
3389,daa11f50,250,5153.5,10,50.33333333,-4.487249219,-2.935428878,-2.719146118,-2.742931681,-2.636376722,-2.41629051,-2.43506452
3390,daa11f50,500,8411.5,10,50.33333333,-4.486459767,-2.928404863,-2.716497355,-2.843357642,-2.701092209,-2.442690181,-2.441955542
3391,daa11f50,750,11669.5,10,50.33333333,-4.486194385,-2.925876428,-2.715588887,-2.908873862,-2.751241093,-2.462000473,-2.452869031
3392,daa11f50,1000,14927.5,10,50.33333333,-4.48606127,-2.924572789,-2.715129652,-2.957422877,-2.791196158,-2.476883103,-2.463049448
3393,daa11f50,1250,17914,10,160,-4.485981265,-2.92377735,-2.714852483,-2.99598171,-2.864105856,-2.388405869,-2.493577991
3394,daa11f50,1500,20629,10,160,-4.485927871,-2.923241377,-2.714667018,-3.027960424,-2.885466325,-2.398134941,-2.497607668
3395,daa11f50,1750,23344,10,160,-4.485889705,-2.922855706,-2.714534206,-3.055277838,-2.904838344,-2.406567402,-2.501761763
3396,daa11f50,2000,26059,10,160,-4.485861064,-2.922564883,-2.714434411,-3.079120227,-2.922508639,-2.414004978,-2.505867364
3397,daa11f50,2250,28774,10,160,-4.48583878,-2.922337747,-2.714356682,-3.10027209,-2.9387261,-2.420656076,-2.509849101
3398,daa11f50,2500,31489,10,160,-4.485820946,-2.922155443,-2.71429443,-3.119279189,-2.953697303,-2.426670275,-2.513676219
3399,dabbe6bb,25,1698.5,6,50.33333333,-2.738618203,-2.320709405,-2.267842938,-2.375623103,-2.458334157,-2.969998346,-3.147514013
3400,dabbe6bb,250,4956.5,6,50.33333333,-2.840970289,-2.409818096,-2.36575603,-2.678563381,-2.712649678,-3.074447895,-3.312076243
3401,dabbe6bb,500,8214.5,6,50.33333333,-2.874186144,-2.442094988,-2.398671568,-2.777925743,-2.789200487,-3.107799781,-3.340027472
3402,dabbe6bb,750,11472.5,6,50.33333333,-2.893765099,-2.461354757,-2.418148864,-2.83656591,-2.839249725,-3.127424598,-3.357618474
3403,dabbe6bb,1000,14730.5,6,50.33333333,-2.907698248,-2.475127123,-2.432030887,-2.878316698,-2.876477427,-3.141380777,-3.370503786
3404,dabbe6bb,1250,17717,6,160,-2.918523159,-2.48585518,-2.442825027,-2.910762135,-3.007404326,-3.176883953,-3.553144409
3405,dabbe6bb,1500,20432,6,160,-2.927376773,-2.494644062,-2.451658087,-2.937303402,-3.02844962,-3.185746812,-3.560710044
3406,dabbe6bb,1750,23147,6,160,-2.934867646,-2.502088621,-2.459134259,-2.959762022,-3.046879687,-3.193244297,-3.567256206
3407,dabbe6bb,2000,25862,6,160,-2.941359862,-2.508546056,-2.465615438,-2.979228155,-3.063265314,-3.199741474,-3.573025675
3408,dabbe6bb,2250,28577,6,160,-2.94708864,-2.514247758,-2.471335626,-2.996406308,-3.07801116,-3.205474113,-3.578183569
3409,dabbe6bb,2500,31292,6,160,-2.952214786,-2.519352227,-2.476454896,-3.011778196,-3.091413612,-3.21060335,-3.582847328
3410,dacfd3d4,25,1787.5,10,50.33333333,-3.959184861,-3.377046049,-3.195850436,-3.325165352,-3.258053311,-3.735420929,-3.703244012
3411,dacfd3d4,250,5045.5,10,50.33333333,-3.985442407,-3.389965762,-3.216298323,-3.664405635,-3.567757358,-3.852903769,-3.882529642
3412,dacfd3d4,500,8303.5,10,50.33333333,-3.994480481,-3.397008582,-3.224731098,-3.823848662,-3.691353035,-3.912275865,-3.926910394
3413,dacfd3d4,750,11561.5,10,50.33333333,-3.999848343,-3.401614966,-3.229884076,-3.923530354,-3.775919559,-3.950324031,-3.957822099
3414,dacfd3d4,1000,14819.5,10,50.33333333,-4.003679895,-3.405044029,-3.233605529,-3.996204679,-3.840219989,-3.978396084,-3.981666947
3415,dacfd3d4,1250,17806,10,160,-4.00666161,-3.407776704,-3.236520308,-4.05342512,-3.970347286,-3.941279545,-4.073332652
3416,dacfd3d4,1500,20521,10,160,-4.009102876,-3.410048648,-3.238916577,-4.100624158,-4.007173051,-3.959422318,-4.086446639
3417,dacfd3d4,1750,23236,10,160,-4.011169871,-3.411993034,-3.240951247,-4.140793943,-4.039611242,-3.974948508,-4.098103469
3418,dacfd3d4,2000,25951,10,160,-4.012962245,-3.413692522,-3.242719275,-4.175759137,-4.068588458,-3.988519499,-4.10860022
3419,dacfd3d4,2250,28666,10,160,-4.014544485,-3.415201957,-3.24428252,-4.206714921,-4.094768372,-4.000573585,-4.118150403
3420,dacfd3d4,2500,31381,10,160,-4.015960733,-3.416559604,-3.245683533,-4.234486884,-4.118641588,-4.011416312,-4.126912891
3421,daefd33a,25,1579.5,6,50.33333333,-2.240473646,-2.354092592,-2.309552496,-2.273870014,-2.791936123,-2.113592737,-2.497254416
3422,daefd33a,250,4837.5,6,50.33333333,-2.224621412,-2.266874336,-2.250652634,-2.410943612,-2.859373901,-1.992275675,-2.333401178
3423,daefd33a,500,8095.5,6,50.33333333,-2.223702784,-2.260706306,-2.246810927,-2.522562194,-2.872101744,-1.984134871,-2.271045586
3424,daefd33a,750,11353.5,6,50.33333333,-2.223395634,-2.258607287,-2.245513783,-2.594244147,-2.901413111,-1.981377825,-2.246839366
3425,daefd33a,1000,14611.5,6,50.33333333,-2.223241882,-2.257549459,-2.244862042,-2.646992324,-2.930327966,-1.979990938,-2.233888602
3426,daefd33a,1250,17598,6,160,-2.223149574,-2.256912066,-2.244469976,-2.688720733,-3.289928157,-1.979156101,-2.498587696
3427,daefd33a,1500,20313,6,160,-2.223088012,-2.256486006,-2.244208171,-2.723239894,-3.296563523,-1.978598409,-2.484197927
3428,daefd33a,1750,23028,6,160,-2.223044027,-2.25618112,-2.244020957,-2.752674877,-3.304931026,-1.9781995,-2.47354657
3429,daefd33a,2000,25743,6,160,-2.223011033,-2.255952151,-2.243880432,-2.778331615,-3.314086633,-1.977900013,-2.465339368
3430,daefd33a,2250,28458,6,160,-2.222985366,-2.255773882,-2.243771066,-2.801070017,-3.323539072,-1.977666897,-2.458819251
3431,daefd33a,2500,31173,6,160,-2.222964831,-2.255631153,-2.24368353,-2.821486357,-3.333021873,-1.97748029,-2.453513257
3432,daf74d3f,25,1788.5,10,50.33333333,-3.563257107,-3.330139349,-2.868792802,-2.53428935,-2.187157081,-2.421541302,-2.110070367
3433,daf74d3f,250,5046.5,10,50.33333333,-3.532941775,-3.216584426,-2.805424804,-2.346291993,-1.893594154,-2.254243602,-1.850608647
3434,daf74d3f,500,8304.5,10,50.33333333,-3.530885296,-3.201908423,-2.799976609,-2.325699374,-1.864823832,-2.237375634,-1.824999817
3435,daf74d3f,750,11562.5,10,50.33333333,-3.530188368,-3.196379806,-2.798078408,-2.318225602,-1.853757106,-2.231347908,-1.815222263
3436,daf74d3f,1000,14820.5,10,50.33333333,-3.529837707,-3.193471577,-2.797112843,-2.314358577,-1.847865403,-2.228249578,-1.810034026
3437,daf74d3f,1250,17807,10,160,-3.529626599,-3.191676642,-2.796528087,-2.311994343,-1.707934142,-2.226362312,-1.694897652
3438,daf74d3f,1500,20522,10,160,-3.529485563,-3.190458173,-2.796135959,-2.310399257,-1.703758176,-2.225092051,-1.690994452
3439,daf74d3f,1750,23237,10,160,-3.529384677,-3.1895768,-2.795854732,-2.309250445,-1.700680494,-2.224178705,-1.688118746
3440,daf74d3f,2000,25952,10,160,-3.529308932,-3.188909598,-2.795643188,-2.308383583,-1.698316988,-2.223490367,-1.685910943
3441,daf74d3f,2250,28667,10,160,-3.529249972,-3.188386945,-2.795478282,-2.30770621,-1.69644435,-2.222953002,-1.684162063
3442,daf74d3f,2500,31382,10,160,-3.529202773,-3.18796645,-2.795346121,-2.307162313,-1.694923755,-2.222521848,-1.682742227
3443,dbe71b15,25,1461.5,6,50.33333333,-2.680706319,-2.828773014,-2.747831739,-2.581474191,-2.911734518,-1.80826637,-2.166253452
3444,dbe71b15,250,4719.5,6,50.33333333,-2.828156391,-2.919361752,-2.864748854,-2.845597261,-3.029499251,-1.81712457,-2.223164728
3445,dbe71b15,500,7977.5,6,50.33333333,-2.876652297,-2.963263583,-2.911020969,-3.010370211,-3.083946829,-1.85410303,-2.203775366
3446,dbe71b15,750,11235.5,6,50.33333333,-2.905274098,-2.990300324,-2.938884434,-3.114637862,-3.139636676,-1.878731688,-2.202449583
3447,dbe71b15,1000,14493.5,6,50.33333333,-2.925652483,-3.009875606,-2.958880351,-3.190944462,-3.188282704,-1.897082867,-2.205637682
3448,dbe71b15,1250,17480,6,160,-2.941488998,-3.025226809,-2.974486317,-3.251134337,-3.396333064,-1.902963807,-2.487286936
3449,dbe71b15,1500,20195,6,160,-2.954443714,-3.037856529,-2.987286885,-3.300835512,-3.414005058,-1.915096702,-2.482614641
3450,dbe71b15,1750,22910,6,160,-2.965405704,-3.04858566,-2.998138547,-3.343164114,-3.431992144,-1.925469578,-2.480017842
3451,dbe71b15,2000,25625,6,160,-2.974907068,-3.057911986,-3.007557045,-3.380026353,-3.449703147,-1.934527954,-2.47874431
3452,dbe71b15,2250,28340,6,160,-2.983291674,-3.066160217,-3.015877128,-3.412673402,-3.466875578,-1.942567327,-2.478349049
3453,dbe71b15,2500,31055,6,160,-2.990794646,-3.07355394,-3.023328436,-3.441970795,-3.483401451,-1.949793678,-2.478553723
3454,dcc4f10e,25,1462.5,6,50.33333333,-2.404973264,-2.695494937,-2.642319966,-2.517910416,-2.926377406,-1.613458634,-2.029879466
3455,dcc4f10e,250,4720.5,6,50.33333333,-2.532171913,-2.732372843,-2.724328879,-2.725745211,-3.007486111,-1.611690272,-1.962178697
3456,dcc4f10e,500,7978.5,6,50.33333333,-2.576806101,-2.769474484,-2.76566764,-2.874002253,-3.049872443,-1.676032791,-1.942821046
3457,dcc4f10e,750,11236.5,6,50.33333333,-2.60330893,-2.793370014,-2.791046942,-2.969267027,-3.097463758,-1.720161551,-1.949336702
3458,dcc4f10e,1000,14494.5,6,50.33333333,-2.622223084,-2.810961476,-2.809394499,-3.039416558,-3.140162368,-1.753431671,-1.960963881
3459,dcc4f10e,1250,17481,6,160,-2.63694035,-2.824878903,-2.823770241,-3.094936931,-3.369778576,-1.785404633,-2.230550935
3460,dcc4f10e,1500,20196,6,160,-2.648989064,-2.836391768,-2.835590617,-3.140880418,-3.384024313,-1.80681698,-2.227373106
3461,dcc4f10e,1750,22911,6,160,-2.659189985,-2.846208643,-2.845628116,-3.180066591,-3.399005148,-1.825276854,-2.227021456
3462,dcc4f10e,2000,25626,6,160,-2.668035214,-2.854765126,-2.854350602,-3.21422919,-3.414052491,-1.841497292,-2.228365234
3463,dcc4f10e,2250,28341,6,160,-2.675843177,-2.862348085,-2.862062992,-3.244510367,-3.428841953,-1.85596166,-2.230759163
3464,dcc4f10e,2500,31056,6,160,-2.682831812,-2.86915645,-2.868975104,-3.271702408,-3.443217101,-1.869012424,-2.233814017
3465,dcfbe5af,25,1737.5,6,50.33333333,-2.713623914,-2.295432212,-2.240892412,-2.172777029,-2.751230174,-3.200940651,-3.412326797
3466,dcfbe5af,250,4995.5,6,50.33333333,-2.713623914,-2.295432212,-2.240892412,-2.487329384,-3.084503697,-3.190111903,-3.402980152
3467,dcfbe5af,500,8253.5,6,50.33333333,-2.713623914,-2.295432212,-2.240892412,-2.598360051,-3.150776912,-3.18946698,-3.39070792
3468,dcfbe5af,750,11511.5,6,50.33333333,-2.713623914,-2.295432212,-2.240892412,-2.664420697,-3.198337301,-3.189250892,-3.386020357
3469,dcfbe5af,1000,14769.5,6,50.33333333,-2.713623914,-2.295432212,-2.240892412,-2.711605656,-3.235293476,-3.189142637,-3.38353553
3470,dcfbe5af,1250,17756,6,160,-2.713623914,-2.295432212,-2.240892412,-2.748337849,-3.655746558,-3.189077617,-3.514274418
3471,dcfbe5af,1500,20471,6,160,-2.713623914,-2.295432212,-2.240892412,-2.778418687,-3.67402517,-3.189034242,-3.511379654
3472,dcfbe5af,1750,23186,6,160,-2.713623914,-2.295432212,-2.240892412,-2.803891593,-3.690625673,-3.189003246,-3.509247261
3473,dcfbe5af,2000,25901,6,160,-2.713623914,-2.295432212,-2.240892412,-2.825982538,-3.705794323,-3.188979991,-3.507610558
3474,dcfbe5af,2250,28616,6,160,-2.713623914,-2.295432212,-2.240892412,-2.845485188,-3.719740777,-3.1889619,-3.506314441
3475,dcfbe5af,2500,31331,6,160,-2.713623914,-2.295432212,-2.240892412,-2.862942939,-3.732637746,-3.188947424,-3.505262485
3476,ddb7456a,25,1738.5,6,50.33333333,-2.334997254,-2.475998706,-2.370901104,-2.363883874,-2.527853148,-1.147977187,-1.56698114
3477,ddb7456a,250,4996.5,6,50.33333333,-2.321767319,-2.447194835,-2.356456983,-2.544626168,-2.665863802,-1.034044638,-1.52547196
3478,ddb7456a,500,8254.5,6,50.33333333,-2.32098402,-2.445352873,-2.355596716,-2.616910216,-2.707549787,-1.023093012,-1.487583558
3479,ddb7456a,750,11512.5,6,50.33333333,-2.320721689,-2.444732037,-2.355308474,-2.660368834,-2.7391785,-1.019165368,-1.472784919
3480,ddb7456a,1000,14770.5,6,50.33333333,-2.32059029,-2.444420313,-2.355164072,-2.691534004,-2.764042237,-1.017141979,-1.464849396
3481,ddb7456a,1250,17757,6,160,-2.320511377,-2.444232858,-2.355077341,-2.715847072,-2.932565401,-1.024896992,-1.799647372
3482,ddb7456a,1500,20472,6,160,-2.320458736,-2.444107712,-2.355019482,-2.735784181,-2.944925374,-1.022664624,-1.790511852
3483,ddb7456a,1750,23187,6,160,-2.320421121,-2.444018236,-2.354978136,-2.752682666,-2.956236906,-1.021043414,-1.783738963
3484,ddb7456a,2000,25902,6,160,-2.320392901,-2.443951081,-2.354947117,-2.767347353,-2.966610335,-1.019812471,-1.778514276
3485,ddb7456a,2250,28617,6,160,-2.320370947,-2.443898822,-2.354922984,-2.780300411,-2.976163263,-1.01884595,-1.774360025
3486,ddb7456a,2500,31332,6,160,-2.320353381,-2.443856997,-2.354903675,-2.791899938,-2.985001976,-1.018066882,-1.770977097
3487,dfa705b9,25,1739.5,6,50.33333333,-2.725991649,-2.971943163,-2.89589033,-3.063339391,-3.117286382,-2.417551195,-2.504079194
3488,dfa705b9,250,4997.5,6,50.33333333,-2.814630817,-3.044034459,-2.976994775,-3.555604571,-3.458474285,-2.553023067,-2.645437642
3489,dfa705b9,500,8255.5,6,50.33333333,-2.844083007,-3.072307418,-3.005930295,-3.717766644,-3.575417701,-2.59736367,-2.677117777
3490,dfa705b9,750,11513.5,6,50.33333333,-2.86148249,-3.089305806,-3.023154666,-3.813519414,-3.65358497,-2.623517606,-2.698479744
3491,dfa705b9,1000,14771.5,6,50.33333333,-2.873875459,-3.101496684,-3.035459525,-3.881708021,-3.712370403,-2.642134529,-2.714567756
3492,dfa705b9,1250,17758,6,160,-2.88350831,-3.111007783,-3.045039332,-3.9347049,-3.798746664,-2.715719984,-2.882370279
3493,dfa705b9,1500,20473,6,160,-2.891389275,-3.118807371,-3.05288486,-3.978060936,-3.830870022,-2.727552459,-2.89114647
3494,dfa705b9,1750,23188,6,160,-2.898058564,-3.125418431,-3.0595288,-4.014749652,-3.859257301,-2.737564277,-2.898914262
3495,dfa705b9,2000,25903,6,160,-2.903839582,-3.131155721,-3.065290786,-4.046550956,-3.884670341,-2.746241722,-2.905873589
3496,dfa705b9,2250,28618,6,160,-2.908941372,-3.136223467,-3.070377762,-4.074615224,-3.907664978,-2.753899012,-2.912172934
3497,dfa705b9,2500,31333,6,160,-2.913506892,-3.14076173,-3.074931422,-4.099729114,-3.928656998,-2.760750977,-2.917924488
3498,dfcbf407,25,1463.5,6,50.33333333,-2.591890294,-2.206209082,-2.088113404,-2.059031312,-1.978419521,-2.003045083,-2.031622186
3499,dfcbf407,250,4721.5,6,50.33333333,-2.582880651,-2.170850346,-2.067619671,-2.276376749,-2.05769103,-2.22251458,-2.182052141
3500,dfcbf407,500,7979.5,6,50.33333333,-2.582347782,-2.168315262,-2.06630386,-2.372167936,-2.111996586,-2.3170474,-2.245272433
3501,dfcbf407,750,11237.5,6,50.33333333,-2.582169336,-2.167451322,-2.065860207,-2.430805035,-2.152873896,-2.375131431,-2.290523239
3502,dfcbf407,1000,14495.5,6,50.33333333,-2.582079957,-2.167015686,-2.065637417,-2.473167666,-2.185266993,-2.417186939,-2.325552035
3503,dfcbf407,1250,17482,6,160,-2.58202628,-2.166753116,-2.065503433,-2.506351545,-2.154757255,-2.329499637,-2.28217578
3504,dfcbf407,1500,20197,6,160,-2.581990475,-2.166577569,-2.06541398,-2.533633618,-2.170421686,-2.355687485,-2.300085716
3505,dfcbf407,1750,22912,6,160,-2.581964889,-2.166451933,-2.065350022,-2.556799255,-2.184813814,-2.378052819,-2.316265859
3506,dfcbf407,2000,25627,6,160,-2.581945694,-2.166357571,-2.065302018,-2.576929216,-2.198075349,-2.397571967,-2.33098545
3507,dfcbf407,2250,28342,6,160,-2.581930762,-2.166284098,-2.065264661,-2.594727644,-2.210346304,-2.414888883,-2.344468482
3508,dfcbf407,2500,31057,6,160,-2.581918813,-2.16622527,-2.065234762,-2.610678969,-2.22175091,-2.430450862,-2.356896797
3509,dfe6bee3,25,1464.5,6,50.33333333,-2.580560987,-2.509919301,-2.427830026,-2.469284055,-2.624578932,-2.497570379,-2.478091294
3510,dfe6bee3,250,4722.5,6,50.33333333,-2.680170122,-2.482921824,-2.449224098,-2.470447058,-2.546839399,-2.65111831,-2.600600218
3511,dfe6bee3,500,7980.5,6,50.33333333,-2.718770456,-2.509920933,-2.481527248,-2.515379278,-2.53154635,-2.722521485,-2.642337608
3512,dfe6bee3,750,11238.5,6,50.33333333,-2.741892179,-2.528976748,-2.502479283,-2.545538239,-2.536267088,-2.766629727,-2.673476514
3513,dfe6bee3,1000,14496.5,6,50.33333333,-2.758449158,-2.543460779,-2.517937586,-2.568071551,-2.544617486,-2.798631705,-2.698085722
3514,dfe6bee3,1250,17483,6,160,-2.771355658,-2.555110334,-2.530180375,-2.586036721,-2.688429612,-2.777565637,-2.764724496
3515,dfe6bee3,1500,20198,6,160,-2.781933938,-2.564845071,-2.540314286,-2.600968796,-2.686657415,-2.797909577,-2.776656803
3516,dfe6bee3,1750,22913,6,160,-2.79089691,-2.573202749,-2.548958916,-2.613742365,-2.686864284,-2.815244136,-2.78758179
3517,dfe6bee3,2000,25628,6,160,-2.798673129,-2.580523475,-2.556495864,-2.624901992,-2.688216021,-2.830346833,-2.797628637
3518,dfe6bee3,2250,28343,6,160,-2.805540414,-2.587035581,-2.563176745,-2.63480946,-2.690250254,-2.843727831,-2.806914534
3519,dfe6bee3,2500,31058,6,160,-2.811689176,-2.592899626,-2.569176191,-2.643717257,-2.6926954,-2.855740069,-2.815539463
3520,e0a10efa,25,1860.5,10,50.33333333,-4.003907455,-3.183804542,-2.962940274,-2.584876892,-2.633978596,-2.566111002,-2.590171723
3521,e0a10efa,250,5118.5,10,50.33333333,-4.003907455,-3.183804542,-2.962940274,-2.41122278,-2.552041214,-2.400417737,-2.477786948
3522,e0a10efa,500,8376.5,10,50.33333333,-4.003907455,-3.183804542,-2.962940274,-2.384694282,-2.510195567,-2.375846531,-2.437054458
3523,e0a10efa,750,11634.5,10,50.33333333,-4.003907455,-3.183804542,-2.962940274,-2.374433174,-2.492175683,-2.366451295,-2.419607779
3524,e0a10efa,1000,14892.5,10,50.33333333,-4.003907455,-3.183804542,-2.962940274,-2.368968424,-2.482001599,-2.36147487,-2.409785976
3525,e0a10efa,1250,17879,10,160,-4.003907455,-3.183804542,-2.962940274,-2.365571094,-2.729657545,-2.358391055,-2.570591781
3526,e0a10efa,1500,20594,10,160,-4.003907455,-3.183804542,-2.962940274,-2.363253801,-2.721325041,-2.356292084,-2.562367994
3527,e0a10efa,1750,23309,10,160,-4.003907455,-3.183804542,-2.962940274,-2.36157189,-2.715010391,-2.354770942,-2.556140488
3528,e0a10efa,2000,26024,10,160,-4.003907455,-3.183804542,-2.962940274,-2.360295436,-2.710053623,-2.353617814,-2.551255143
3529,e0a10efa,2250,28739,10,160,-4.003907455,-3.183804542,-2.962940274,-2.359293548,-2.706056178,-2.352713523,-2.547317308
3530,e0a10efa,2500,31454,10,160,-4.003907455,-3.183804542,-2.962940274,-2.358486216,-2.702762463,-2.351985351,-2.5440741
3531,e0a737b6,25,1582.5,6,50.33333333,-2.846763301,-4.034054945,-4.009532503,-3.692449203,-4.129769178,-3.270736384,-3.538318044
3532,e0a737b6,250,4840.5,6,50.33333333,-3.277371245,-4.340946692,-4.365335292,-4.103491133,-4.376637392,-3.43910466,-3.567202061
