possible_moves,board_name,time_rel,move_ranking,solved,top_score,userid,prev_action,score_move,player,time_between,position,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,condition,second_score
61,logs/10_easy_full_dec19,82427,25,wrong,0,dacfd3d4,click,-0.16666666666666666,2,1.904,2_9,1511904923597,1511904921693,13,False,8,"10,easy,full",0
60,logs/10_easy_full_dec19,83282,17,wrong,8.435680255336848,dacfd3d4,click,0.48611111111111116,1,0.855,2_8,1511904924452,1511904923597,14,False,9,"10,easy,full",3.8566241328878657
59,logs/10_easy_full_dec19,84583,52,wrong,0,dacfd3d4,click,-1.8192318594104309,2,1.301,4_9,1511904925753,1511904924452,15,False,10,"10,easy,full",0
68,logs/10_easy_full_dec19,109607,0,wrong,3.71832482993197,dacfd3d4,reset,3.71832482993197,1,20.604,4_9,1511904950777,1511904930173,16,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,111419,66,wrong,0,dacfd3d4,click,-5001.475694444444,2,1.812,0_5,1511904952589,1511904950777,17,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,113835,6,wrong,9.805555555555555,dacfd3d4,click,1.6111111111111112,1,2.416,1_8,1511904955005,1511904952589,18,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,115976,0,wrong,0,dacfd3d4,click,0,2,2.141,1_9,1511904957146,1511904955005,19,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,118382,16,wrong,2.8742205047699514,dacfd3d4,click,0.48611111111111116,1,2.406,2_8,1511904959552,1511904957146,20,False,5,"10,easy,full",2.394297739805978
63,logs/10_easy_full_dec19,121117,43,wrong,0,dacfd3d4,click,-0.3605555555555555,2,2.735,2_9,1511904962287,1511904959552,21,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,122078,20,wrong,50000.555555555555,dacfd3d4,click,0.5555555555555556,1,0.961,0_8,1511904963248,1511904962287,22,False,7,"10,easy,full",7.624740637872509
62,logs/10_easy_full_dec19,128510,0,wrong,50000.555555555555,dacfd3d4,undo,50000.555555555555,1,2.458,4_8,1511904969680,1511904967222,23,False,7,"10,easy,full",7.624740637872509
61,logs/10_easy_full_dec19,135883,60,wrong,0,dacfd3d4,click,-5000.055555555556,2,7.373,0_8,1511904977053,1511904969680,24,False,8,"10,easy,full",0
68,logs/10_easy_full_dec19,145680,0,wrong,3.71832482993197,dacfd3d4,reset,3.71832482993197,1,6.486,4_9,1511904986850,1511904980364,25,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,148877,66,wrong,0,dacfd3d4,click,-5001.475694444444,2,3.197,0_5,1511904990047,1511904986850,26,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,156149,6,wrong,9.805555555555555,dacfd3d4,click,1.6111111111111112,1,7.272,1_8,1511904997319,1511904990047,27,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,157351,0,wrong,0,dacfd3d4,click,0,2,1.202,1_9,1511904998521,1511904997319,28,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,162341,16,wrong,2.8742205047699514,dacfd3d4,click,0.48611111111111116,1,4.99,2_8,1511905003511,1511904998521,29,False,5,"10,easy,full",2.394297739805978
63,logs/10_easy_full_dec19,163997,48,wrong,0,dacfd3d4,click,-0.5555555555555556,2,1.656,0_8,1511905005167,1511905003511,30,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,165119,3,wrong,7.624740637872509,dacfd3d4,click,1.6945353822002174,1,1.122,4_8,1511905006289,1511905005167,31,False,7,"10,easy,full",2.8742205047699514
61,logs/10_easy_full_dec19,166967,0,wrong,0,dacfd3d4,click,0,2,1.848,5_8,1511905008137,1511905006289,32,False,8,"10,easy,full",0
60,logs/10_easy_full_dec19,168475,14,wrong,2.8742205047699514,dacfd3d4,click,0.48852371224623975,1,1.508,5_7,1511905009645,1511905008137,33,False,9,"10,easy,full",2.3348360537508865
59,logs/10_easy_full_dec19,170364,54,wrong,0,dacfd3d4,click,-1.5026544700720528,2,1.889,6_6,1511905011534,1511905009645,34,False,10,"10,easy,full",0
58,logs/10_easy_full_dec19,173714,1,wrong,2.7533614264246102,dacfd3d4,click,2.4899555877577844,1,3.35,6_5,1511905014884,1511905011534,35,False,11,"10,easy,full",2.4899555877577844
57,logs/10_easy_full_dec19,174940,52,wrong,0,dacfd3d4,click,-1.3882648197346001,2,1.226,6_4,1511905016110,1511905014884,36,False,12,"10,easy,full",0
56,logs/10_easy_full_dec19,176036,22,wrong,50009.345670577895,dacfd3d4,click,0.22319444444444445,1,1.096,6_2,1511905017206,1511905016110,37,False,13,"10,easy,full",3.7338888888888873
55,logs/10_easy_full_dec19,177607,31,wrong,0,dacfd3d4,click,-0.28700113378684805,2,1.571,6_3,1511905018777,1511905017206,38,False,14,"10,easy,full",0
54,logs/10_easy_full_dec19,178760,21,wrong,50009.63314483288,dacfd3d4,click,0.2718055555555555,1,1.153,5_3,1511905019930,1511905018777,39,False,15,"10,easy,full",3.7338888888888873
68,logs/10_easy_full_dec19,186921,19,wrong,3.71832482993197,dacfd3d4,reset,0.49503968253968256,1,2.184,5_2,1511905028091,1511905025907,40,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,192171,63,wrong,0,dacfd3d4,click,-1.5708163265306123,2,5.25,6_2,1511905033341,1511905028091,41,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,193548,17,wrong,5.177931526654058,dacfd3d4,click,0.6508590783453421,1,1.377,5_1,1511905034718,1511905033341,42,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,195465,63,wrong,0,dacfd3d4,click,-2.838180976532624,2,1.917,5_3,1511905036635,1511905034718,43,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,200137,37,wrong,3.71832482993197,dacfd3d4,click,0,1,4.672,8_0,1511905041307,1511905036635,44,False,5,"10,easy,full",2.346762317352977
63,logs/10_easy_full_dec19,204184,0,wrong,0,dacfd3d4,click,0,2,4.047,4_9,1511905045354,1511905041307,45,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,225744,9,wrong,3.71832482993197,dacfd3d4,reset,1.0868055555555556,1,17.897,0_5,1511905066914,1511905049017,46,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,227485,0,wrong,0,dacfd3d4,click,0,2,1.741,4_9,1511905068655,1511905066914,47,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,230578,2,wrong,2.8742205047699514,dacfd3d4,click,1.6111111111111112,1,3.093,1_8,1511905071748,1511905068655,48,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,232066,0,wrong,0,dacfd3d4,click,0,2,1.488,1_9,1511905073236,1511905071748,49,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,256454,14,wrong,2.8742205047699514,dacfd3d4,click,0.49503968253968256,1,24.388,5_2,1511905097624,1511905073236,50,False,5,"10,easy,full",2.394297739805978
63,logs/10_easy_full_dec19,260012,50,wrong,0,dacfd3d4,click,-0.9914921037448511,2,3.558,4_4,1511905101182,1511905097624,51,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,261820,18,wrong,10.620223906130501,dacfd3d4,click,0.530745934468462,1,1.808,4_7,1511905102990,1511905101182,52,False,7,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,294117,8,wrong,3.71832482993197,dacfd3d4,reset,1.0880867346938778,1,15.594,8_5,1511905135287,1511905119693,53,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,300979,62,wrong,0,dacfd3d4,click,-1.6111111111111112,2,6.862,1_8,1511905142149,1511905135287,54,False,2,"10,easy,full",0
67,logs/10_easy_full_dec19,305984,58,wrong,0,dacfd3d4,undo,-0.9914921037448511,2,1.235,4_4,1511905147154,1511905145919,55,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,309622,1,wrong,8.301970189456451,dacfd3d4,click,7.868976975405545,1,3.638,5_4,1511905150792,1511905147154,56,False,3,"10,easy,full",7.868976975405545
65,logs/10_easy_full_dec19,318143,60,wrong,0,dacfd3d4,click,-2.956758074038294,2,8.521,9_4,1511905159313,1511905150792,57,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,320663,38,wrong,50010.08673043381,dacfd3d4,click,0,1,2.52,9_8,1511905161833,1511905159313,58,False,5,"10,easy,full",18.030686880274796
65,logs/10_easy_full_dec19,324979,51,wrong,0,dacfd3d4,undo,-1.2594078311798094,2,1.855,9_8,1511905166149,1511905164294,59,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,326413,3,wrong,50010.08673043381,dacfd3d4,click,7.354155798414039,1,1.434,9_4,1511905167583,1511905166149,60,False,5,"10,easy,full",15.399467824605185
63,logs/10_easy_full_dec19,329627,49,wrong,0,dacfd3d4,click,-1.2595559278938404,2,3.214,6_7,1511905170797,1511905167583,61,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,345673,10,wrong,3.71832482993197,dacfd3d4,undo,0.9914921037448511,1,4.747,4_4,1511905186843,1511905182096,62,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,347067,57,wrong,0,dacfd3d4,click,-1.1735402494331066,2,1.394,9_8,1511905188237,1511905186843,63,False,2,"10,easy,full",0
68,logs/10_easy_full_dec19,353157,37,wrong,3.71832482993197,dacfd3d4,undo,0,1,1.503,9_8,1511905194327,1511905192824,64,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,354756,60,wrong,0,dacfd3d4,click,-0.9914921037448511,2,1.599,4_4,1511905195926,1511905194327,65,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,355811,0,wrong,8.285849132552428,dacfd3d4,click,8.285849132552428,1,1.055,5_4,1511905196981,1511905195926,66,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,363989,35,wrong,0,dacfd3d4,click,-0.44487835272175935,2,8.178,4_7,1511905205159,1511905196981,67,False,4,"10,easy,full",0
65,logs/10_easy_full_dec19,368584,49,wrong,0,dacfd3d4,undo,-0.9417576044224397,2,1.423,9_4,1511905209754,1511905208331,68,False,4,"10,easy,full",0
65,logs/10_easy_full_dec19,376292,35,wrong,0,dacfd3d4,undo,-0.44487835272175935,2,1.973,4_7,1511905217462,1511905215489,69,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,378601,2,wrong,50007.33298870238,dacfd3d4,click,5.806502267573697,1,2.309,4_8,1511905219771,1511905217462,70,False,5,"10,easy,full",5.865795529257069
63,logs/10_easy_full_dec19,381453,62,wrong,0,dacfd3d4,click,-50007.33298870238,2,2.852,6_5,1511905222623,1511905219771,71,False,6,"10,easy,full",0
63,logs/10_easy_full_dec19,386371,47,wrong,0,dacfd3d4,undo,-0.9417576044224397,2,0.905,9_4,1511905227541,1511905226636,72,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,387360,39,wrong,50007.33298870238,dacfd3d4,click,0,1,0.989,9_3,1511905228530,1511905227541,73,False,7,"10,easy,full",9.75
61,logs/10_easy_full_dec19,391299,48,wrong,0,dacfd3d4,click,-1.003909669390439,2,3.939,6_4,1511905232469,1511905228530,74,False,8,"10,easy,full",0
68,logs/10_easy_full_dec19,36041,4,wrong,3.71832482993197,daf74d3f,,1.6111111111111112,1,36.005,1_8,1512328712521,1512328676516,1,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,75115,9,wrong,3.71832482993197,daf74d3f,undo,1.0868055555555556,1,31.923,0_5,1512328751595,1512328719672,2,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,82463,47,wrong,0,daf74d3f,click,-0.3590107709750567,2,7.348,4_7,1512328758943,1512328751595,3,False,2,"10,easy,full",0
68,logs/10_easy_full_dec19,110809,4,wrong,3.71832482993197,daf74d3f,undo,1.6111111111111112,1,25.801,1_8,1512328787289,1512328761488,4,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,121925,0,wrong,0,daf74d3f,click,0,2,11.116,1_9,1512328798405,1512328787289,5,False,2,"10,easy,full",0
68,logs/10_easy_full_dec19,166517,0,wrong,3.71832482993197,daf74d3f,undo,3.71832482993197,1,24.981,4_9,1512328842997,1512328818016,6,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,179159,66,wrong,0,daf74d3f,click,-5001.475694444444,2,12.642,0_5,1512328855639,1512328842997,7,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,189689,0,wrong,9.805555555555555,daf74d3f,click,9.805555555555555,1,10.53,1_9,1512328866169,1512328855639,8,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,193053,64,wrong,0,daf74d3f,click,-5000.0,2,3.364,1_8,1512328869533,1512328866169,9,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,207554,0,wrong,50000.5,daf74d3f,click,50000.5,1,14.501,2_9,1512328884034,1512328869533,10,False,5,"10,easy,full",6.044847408391365
63,logs/10_easy_full_dec19,209259,0,wrong,0,daf74d3f,click,0,2,1.705,5_9,1512328885739,1512328884034,11,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,212622,0,wrong,5000.055555555556,daf74d3f,click,5000.055555555556,1,3.363,0_9,1512328889102,1512328885739,12,False,7,"10,easy,full",4.6757520562465595
68,logs/10_easy_full_dec19,40888,3,validatedCorrect,3.71832482993197,e6abcdb2,,1.6666666666666667,1,40.857,1_9,1513606820092,1513606779235,1,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,43616,66,validatedCorrect,0,e6abcdb2,click,-5000.0,2,2.728,1_8,1513606822820,1513606820092,2,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,47282,30,validatedCorrect,12.24697018945645,e6abcdb2,click,0.1111111111111111,1,3.666,2_8,1513606826486,1513606822820,3,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,51633,44,validatedCorrect,0,e6abcdb2,click,-0.3590107709750567,2,4.351,4_7,1513606830837,1513606826486,4,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,52216,3,validatedCorrect,12.316414633900894,e6abcdb2,click,1.6599548833340043,1,0.583,4_8,1513606831420,1513606830837,5,False,5,"10,easy,full",2.394297739805978
63,logs/10_easy_full_dec19,53113,44,validatedCorrect,0,e6abcdb2,click,-0.5407716794804708,2,0.897,5_7,1513606832317,1513606831420,6,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,54913,19,validatedCorrect,12.191414633900894,e6abcdb2,click,0.3564883300460223,1,1.8,5_9,1513606834117,1513606832317,7,False,7,"10,easy,full",2.376935941043084
66,logs/10_easy_full_dec19,62585,0,validatedCorrect,12.24697018945645,e6abcdb2,undo,12.24697018945645,1,4.78,4_9,1513606841789,1513606837009,8,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,64666,63,validatedCorrect,0,e6abcdb2,click,-5001.475694444444,2,2.081,0_5,1513606843870,1513606841789,9,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,71896,0,validatedCorrect,50000.5,e6abcdb2,click,50000.5,1,7.23,2_9,1513606851100,1513606843870,10,False,5,"10,easy,full",6.044847408391365
63,logs/10_easy_full_dec19,74153,0,validatedCorrect,0,e6abcdb2,click,0,2,2.257,0_9,1513606853357,1513606851100,11,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,75858,0,validatedCorrect,5000.134555785124,e6abcdb2,click,5000.134555785124,1,1.705,5_9,1513606855062,1513606853357,12,False,7,"10,easy,full",4.6757520562465595
68,logs/10_easy_full_dec19,76306,4,validatedCorrect,3.71832482993197,e9bbf006,,1.6111111111111112,1,76.289,1_8,1513615691908,1513615615619,1,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,78885,0,validatedCorrect,0,e9bbf006,click,0,2,2.579,1_9,1513615694487,1513615691908,2,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,79839,18,validatedCorrect,2.8742205047699514,e9bbf006,click,0.48611111111111116,1,0.954,2_8,1513615695441,1513615694487,3,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,99349,0,validatedCorrect,0,e9bbf006,click,0,2,19.51,4_9,1513615714951,1513615695441,4,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,118577,4,validatedCorrect,3.71832482993197,e9bbf006,undo,1.6111111111111112,1,6.972,1_8,1513615734179,1513615727207,5,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,119782,0,validatedCorrect,0,e9bbf006,click,0,2,1.205,1_9,1513615735384,1513615734179,6,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,135820,4,validatedCorrect,2.8742205047699514,e9bbf006,click,1.3541050128138041,1,16.038,4_8,1513615751422,1513615735384,7,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,136442,0,validatedCorrect,0,e9bbf006,click,0,2,0.622,4_9,1513615752044,1513615751422,8,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,149961,0,validatedCorrect,3.71832482993197,e9bbf006,undo,3.71832482993197,1,8.93,4_9,1513615765563,1513615756633,9,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,151717,66,validatedCorrect,0,e9bbf006,click,-5001.475694444444,2,1.756,0_5,1513615767319,1513615765563,10,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,153484,6,validatedCorrect,9.805555555555555,e9bbf006,click,1.6111111111111112,1,1.767,1_8,1513615769086,1513615767319,11,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,154085,0,validatedCorrect,0,e9bbf006,click,0,2,0.601,1_9,1513615769687,1513615769086,12,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,157116,16,validatedCorrect,2.8742205047699514,e9bbf006,click,0.48611111111111116,1,3.031,2_8,1513615772718,1513615769687,13,False,5,"10,easy,full",2.394297739805978
68,logs/10_easy_full_dec19,177109,13,validatedCorrect,3.71832482993197,e9bbf006,undo,0.7926133786848073,1,9.464,4_8,1513615792711,1513615783247,14,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,184174,63,validatedCorrect,0,e9bbf006,click,-1.8689037656482714,2,7.065,9_4,1513615799776,1513615792711,15,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,186180,38,validatedCorrect,9.75,e9bbf006,click,0,1,2.006,9_3,1513615801782,1513615799776,16,False,3,"10,easy,full",3.662769274376415
65,logs/10_easy_full_dec19,187726,60,validatedCorrect,0,e9bbf006,click,-1.3126417233560093,2,1.546,2_8,1513615803328,1513615801782,17,False,4,"10,easy,full",0
66,logs/10_easy_full_dec19,207555,0,validatedCorrect,9.75,e9bbf006,undo,9.75,1,14.429,1_8,1513615823157,1513615808728,18,False,3,"10,easy,full",3.662769274376415
65,logs/10_easy_full_dec19,216980,0,validatedCorrect,0,e9bbf006,click,0,2,9.425,1_9,1513615832582,1513615823157,19,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,234792,0,validatedCorrect,3.71832482993197,e9bbf006,undo,3.71832482993197,1,10.516,4_9,1513615850394,1513615839878,20,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,237532,66,validatedCorrect,0,e9bbf006,click,-5001.475694444444,2,2.74,0_5,1513615853134,1513615850394,21,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,241407,6,validatedCorrect,9.805555555555555,e9bbf006,click,1.6111111111111112,1,3.875,1_8,1513615857009,1513615853134,22,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,248974,0,validatedCorrect,0,e9bbf006,click,0,2,7.567,1_9,1513615864576,1513615857009,23,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,249747,16,validatedCorrect,2.8742205047699514,e9bbf006,click,0.48611111111111116,1,0.773,2_8,1513615865349,1513615864576,24,False,5,"10,easy,full",2.394297739805978
68,logs/10_easy_full_dec19,303277,4,validatedCorrect,3.71832482993197,e9bbf006,undo,1.6111111111111112,1,45.341,1_8,1513615918879,1513615873538,25,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,303860,0,validatedCorrect,0,e9bbf006,click,0,2,0.583,1_9,1513615919462,1513615918879,26,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,310243,18,validatedCorrect,2.8742205047699514,e9bbf006,click,0.48611111111111116,1,6.383,2_8,1513615925845,1513615919462,27,False,3,"10,easy,full",2.4303429705215405
68,logs/10_easy_full_dec19,321132,9,validatedCorrect,3.71832482993197,e9bbf006,undo,1.0868055555555556,1,4.623,0_5,1513615936734,1513615932111,28,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,322907,0,validatedCorrect,0,e9bbf006,click,0,2,1.775,4_9,1513615938509,1513615936734,29,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,328287,25,validatedCorrect,2.8742205047699514,e9bbf006,click,0.2777777777777778,1,5.38,2_8,1513615943889,1513615938509,30,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,331738,0,validatedCorrect,0,e9bbf006,click,0,2,3.451,9_3,1513615947340,1513615943889,31,False,4,"10,easy,full",0
65,logs/10_easy_full_dec19,334748,61,validatedCorrect,0,e9bbf006,undo,-1.8689037656482714,2,0.67,9_4,1513615950350,1513615949680,32,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,335471,33,validatedCorrect,9.75,e9bbf006,click,0,1,0.723,9_3,1513615951073,1513615950350,33,False,5,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,341452,63,validatedCorrect,0,e9bbf006,undo,-2.460392095694293,2,4.103,4_8,1513615957054,1513615952951,34,False,4,"10,easy,full",0
65,logs/10_easy_full_dec19,345807,64,validatedCorrect,0,e9bbf006,undo,-9.75,2,2.547,1_8,1513615961409,1513615958862,35,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,351017,28,validatedCorrect,3.71832482993197,e9bbf006,undo,0.2777777777777778,1,1.294,2_8,1513615966619,1513615965325,36,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,355513,60,validatedCorrect,0,e9bbf006,click,-1.1735402494331066,2,4.496,9_8,1513615971115,1513615966619,37,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,357058,10,validatedCorrect,9.75,e9bbf006,click,1.0868055555555556,1,1.545,0_5,1513615972660,1513615971115,38,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,359457,63,validatedCorrect,0,e9bbf006,click,-6.266301490024017,2,2.399,9_4,1513615975059,1513615972660,39,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,363511,4,validatedCorrect,3.71832482993197,e9bbf006,undo,1.6111111111111112,1,2.247,1_8,1513615979113,1513615976866,40,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,364635,0,validatedCorrect,0,e9bbf006,click,0,2,1.124,1_9,1513615980237,1513615979113,41,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,365639,18,validatedCorrect,2.8742205047699514,e9bbf006,click,0.48611111111111116,1,1.004,2_8,1513615981241,1513615980237,42,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,367054,36,validatedCorrect,0,e9bbf006,click,-0.16666666666666666,2,1.415,2_9,1513615982656,1513615981241,43,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,371712,0,validatedCorrect,50000.61111111111,e9bbf006,click,50000.61111111111,1,4.658,4_8,1513615987314,1513615982656,44,False,5,"10,easy,full",2.718628587529685
63,logs/10_easy_full_dec19,374962,0,validatedCorrect,0,e9bbf006,click,0,2,3.25,5_8,1513615990564,1513615987314,45,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,375504,6,validatedCorrect,5000.03125,e9bbf006,click,1.1423611111111112,1,0.542,4_9,1513615991106,1513615990564,46,False,7,"10,easy,full",2.3348360537508865
68,logs/10_easy_full_dec19,384877,28,validatedCorrect,3.71832482993197,e9bbf006,undo,0.2777777777777778,1,2.257,2_8,1513616000479,1513615998222,47,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,389182,0,validatedCorrect,0,e9bbf006,click,0,2,4.305,2_9,1513616004784,1513616000479,48,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,391902,2,validatedCorrect,9.75,e9bbf006,click,2.390947651249849,1,2.72,4_8,1513616007504,1513616004784,49,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,393106,0,validatedCorrect,0,e9bbf006,click,0,2,1.204,5_8,1513616008708,1513616007504,50,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,393969,6,validatedCorrect,50000.5,e9bbf006,click,1.1423611111111112,1,0.863,4_9,1513616009571,1513616008708,51,False,5,"10,easy,full",2.3348360537508865
63,logs/10_easy_full_dec19,396218,61,validatedCorrect,0,e9bbf006,click,-5001.475694444444,2,2.249,0_5,1513616011820,1513616009571,52,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,396680,0,validatedCorrect,50000.5,e9bbf006,click,50000.5,1,0.462,1_8,1513616012282,1513616011820,53,False,7,"10,easy,full",2.3348360537508865
61,logs/10_easy_full_dec19,397986,59,validatedCorrect,0,e9bbf006,click,-5000.0,2,1.306,1_9,1513616013588,1513616012282,54,False,8,"10,easy,full",0
60,logs/10_easy_full_dec19,398568,0,validatedCorrect,5000.055555555556,e9bbf006,click,5000.055555555556,1,0.582,0_8,1513616014170,1513616013588,55,False,9,"10,easy,full",2.3348360537508865
68,logs/10_easy_full_dec19,46943,4,wrong,3.71832482993197,f1fbe0de,,1.6111111111111112,1,46.895,1_8,1513611887634,1513611840739,1,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,82231,9,wrong,3.71832482993197,f1fbe0de,reset,1.0868055555555556,1,22.637,0_5,1513611922922,1513611900285,2,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,88694,0,wrong,0,f1fbe0de,click,0,2,6.463,4_9,1513611929385,1513611922922,3,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,100074,29,wrong,2.8742205047699514,f1fbe0de,click,0.18055555555555555,1,11.38,0_3,1513611940765,1513611929385,4,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,109248,58,wrong,0,f1fbe0de,click,-0.9914921037448511,2,9.174,4_4,1513611949939,1513611940765,5,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,124438,4,wrong,3.71832482993197,f1fbe0de,reset,1.6111111111111112,1,10.084,1_8,1513611965129,1513611955045,6,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,127273,0,wrong,0,f1fbe0de,click,0,2,2.835,1_9,1513611967964,1513611965129,7,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,131432,18,wrong,2.8742205047699514,f1fbe0de,click,0.48611111111111116,1,4.159,2_8,1513611972123,1513611967964,8,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,137912,49,wrong,0,f1fbe0de,click,-0.53125,2,6.48,0_8,1513611978603,1513611972123,9,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,141673,4,wrong,2.8742205047699514,f1fbe0de,click,1.750090937755773,1,3.761,4_8,1513611982364,1513611978603,10,False,5,"10,easy,full",2.718628587529685
63,logs/10_easy_full_dec19,144449,0,wrong,0,f1fbe0de,click,0,2,2.776,5_8,1513611985140,1513611982364,11,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,164088,9,wrong,3.71832482993197,f1fbe0de,reset,1.0868055555555556,1,9.635,0_5,1513612004779,1513611995144,12,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,169249,0,wrong,0,f1fbe0de,click,0,2,5.161,4_9,1513612009940,1513612004779,13,False,2,"10,easy,full",0
