,board,correct,inverse_computation,k,move_limit,noise,shutter_size
302,6_easy_pruned,0.94,0.0076103500761,10,200,0.1,0.0
303,6_hard_full,0.19,0.00142967432019,10,200,0.1,0.0
304,6_hard_pruned,0.18,0.0018111348571,10,200,0.1,0.0
305,10_easy_full,0.15,0.00103629090758,5,200,0.2,0.0
306,10_easy_pruned,0.56,0.00268132457434,5,200,0.2,0.0
307,10_hard_full,0.23,0.000573312311882,5,200,0.2,0.0
308,10_hard_pruned,0.13,0.00122691859395,5,200,0.2,0.0
309,10_medium_full,0.11,0.000995748155377,5,200,0.2,0.0
310,10_medium_pruned,0.38,0.0024477407353,5,200,0.2,0.0
311,6_easy_full,0.73,0.0053129316757,5,200,0.2,0.0
312,6_easy_pruned,0.91,0.014400921659,5,200,0.2,0.0
313,6_hard_full,0.29,0.00184270656741,5,200,0.2,0.0
314,6_hard_pruned,0.22,0.00314603913673,5,200,0.2,0.0
315,10_easy_full,0.22,0.000572013659686,10,200,0.2,0.0
316,10_easy_pruned,0.54,0.00143748382831,10,200,0.2,0.0
317,10_hard_full,0.24,0.000550927762352,10,200,0.2,0.0
318,10_hard_pruned,0.19,0.000590235149684,10,200,0.2,0.0
319,10_medium_full,0.08,0.000518634538986,10,200,0.2,0.0
320,10_medium_pruned,0.25,0.00132457348734,10,200,0.2,0.0
321,10_medium_pruned,0.4,0.00045200600264,10,200,0.2,1.0
322,6_easy_full,0.74,0.00321926407623,10,200,0.2,0.0
323,6_easy_pruned,0.86,0.0073243975683,10,200,0.2,0.0
324,6_hard_full,0.28,0.00142616731795,10,200,0.2,0.0
325,6_hard_pruned,0.17,0.00166441970007,10,200,0.2,0.0
326,10_easy_full,0.31,0.000961547707189,5,200,0.3,0.0
327,10_easy_pruned,0.49,0.00257076017378,5,200,0.3,0.0
328,10_hard_full,0.27,0.000557217922357,5,200,0.3,0.0
329,10_hard_pruned,0.19,0.00119730367213,5,200,0.3,0.0
330,10_medium_full,0.06,0.00101855812911,5,200,0.3,0.0
331,10_medium_pruned,0.31,0.00229842787533,5,200,0.3,0.0
332,6_easy_full,0.74,0.00496968492198,5,200,0.3,0.0
333,6_easy_pruned,0.9,0.0138064337981,5,200,0.3,0.0
334,6_hard_full,0.31,0.00171335560696,5,200,0.3,0.0
335,6_hard_pruned,0.24,0.00320934561443,5,200,0.3,0.0
336,10_easy_full,0.27,0.000576089962208,10,200,0.3,0.0
337,10_easy_pruned,0.43,0.0012454385812,10,200,0.3,0.0
338,10_hard_full,0.29,0.000528566369436,10,200,0.3,0.0
339,10_hard_pruned,0.11,0.000578542997316,10,200,0.3,0.0
340,10_medium_full,0.07,0.000515493146519,10,200,0.3,0.0
341,10_medium_pruned,0.27,0.00125568196087,10,200,0.3,0.0
342,6_easy_full,0.7,0.0032375032375,10,200,0.3,0.0
343,6_easy_pruned,0.91,0.00747104968248,10,200,0.3,0.0
344,6_easy_pruned,0.97,0.0042861429,10,200,0.3,0.5
345,6_hard_full,0.27,0.00144150377674,10,200,0.3,0.0
346,6_hard_pruned,0.17,0.00158373190586,10,200,0.3,0.0
