,heuristic,percent
370,density,10.894941634241246
371,linear,5.447470817120623
372,non-linear,11.284046692607005
373,interaction,19.844357976653697
374,blocking,52.52918287937744
375,density,12.45136186770428
376,linear,7.392996108949417
377,non-linear,8.949416342412452
378,interaction,21.011673151750973
379,blocking,50.19455252918288
380,density,13.229571984435799
381,linear,3.8910505836575875
382,non-linear,8.171206225680933
383,interaction,22.17898832684825
384,blocking,52.52918287937744
385,density,12.062256809338521
386,linear,7.782101167315175
387,non-linear,10.505836575875486
388,interaction,19.45525291828794
389,blocking,50.19455252918288
390,density,11.673151750972762
391,linear,5.447470817120623
392,non-linear,9.72762645914397
393,interaction,19.45525291828794
394,blocking,53.69649805447471
395,density,12.840466926070038
396,linear,4.669260700389105
397,non-linear,10.505836575875486
398,interaction,21.78988326848249
399,blocking,50.19455252918288
400,density,11.284046692607005
401,linear,4.669260700389105
402,non-linear,10.505836575875486
403,interaction,21.78988326848249
404,blocking,51.75097276264592
405,density,13.229571984435799
406,linear,6.22568093385214
407,non-linear,8.560311284046692
408,interaction,21.011673151750973
409,blocking,50.97276264591439
410,density,12.062256809338521
411,linear,7.392996108949417
412,non-linear,10.894941634241246
413,interaction,18.28793774319066
414,blocking,51.36186770428015
415,density,10.505836575875486
416,linear,6.614785992217899
417,non-linear,8.949416342412452
418,interaction,21.78988326848249
419,blocking,52.14007782101168
420,density,12.45136186770428
421,linear,5.447470817120623
422,non-linear,8.949416342412452
423,interaction,20.622568093385212
424,blocking,52.52918287937744
425,density,13.229571984435799
426,linear,4.280155642023346
427,non-linear,9.72762645914397
428,interaction,23.346303501945524
429,blocking,49.416342412451364
430,density,12.45136186770428
431,linear,6.22568093385214
432,non-linear,9.33852140077821
433,interaction,22.56809338521401
434,blocking,49.416342412451364
435,density,14.396887159533073
436,linear,3.501945525291829
437,non-linear,8.560311284046692
438,interaction,17.898832684824903
439,blocking,55.6420233463035
440,density,12.062256809338521
441,linear,6.614785992217899
442,non-linear,10.505836575875486
443,interaction,19.45525291828794
444,blocking,51.36186770428015
445,density,14.396887159533073
446,linear,3.8910505836575875
447,non-linear,10.116731517509727
448,interaction,19.06614785992218
449,blocking,52.52918287937744
450,density,11.673151750972762
451,linear,4.669260700389105
452,non-linear,10.894941634241246
453,interaction,19.844357976653697
454,blocking,52.918287937743195
455,density,12.45136186770428
456,linear,5.058365758754864
457,non-linear,8.949416342412452
458,interaction,20.622568093385212
459,blocking,52.918287937743195
460,density,12.45136186770428
461,linear,5.836575875486381
462,non-linear,8.171206225680933
463,interaction,20.233463035019454
464,blocking,53.30739299610895
465,density,12.45136186770428
466,linear,5.058365758754864
467,non-linear,7.782101167315175
468,interaction,22.56809338521401
469,blocking,52.14007782101168
470,density,12.45136186770428
471,linear,5.447470817120623
472,non-linear,6.614785992217899
473,interaction,21.40077821011673
474,blocking,54.08560311284047
475,density,11.673151750972762
476,linear,6.614785992217899
477,non-linear,10.116731517509727
478,interaction,22.56809338521401
479,blocking,49.0272373540856
480,density,11.284046692607005
481,linear,6.22568093385214
482,non-linear,10.894941634241246
483,interaction,22.957198443579767
484,blocking,48.63813229571984
485,density,13.618677042801556
486,linear,7.003891050583658
487,non-linear,9.33852140077821
488,interaction,16.342412451361866
489,blocking,53.69649805447471
490,density,13.229571984435799
491,linear,8.171206225680933
492,non-linear,7.782101167315175
493,interaction,21.40077821011673
494,blocking,49.416342412451364
495,density,10.116731517509727
496,linear,6.614785992217899
497,non-linear,8.171206225680933
498,interaction,22.56809338521401
499,blocking,52.52918287937744
