userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,time_rel_sec,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,234607,234.607,1,0.90978458,22,7.43664966,5.74844101,68,7_7,15.43,20.157,reset,48,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,235891,235.891,2,1.343690476,5,10000,10000,67,7_5,1.284,1.284,click,49,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,237434,237.434,1,5.845663232,1,7.43664966,5.845663232,66,6_5,1.543,1.543,click,50,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,238848,238.848,,,,,,,,1.414,1.414,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,239407,239.407,1,5.74844101,1,7.43664966,5.74844101,68,6_5,0.559,1.973,reset,51,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,240018,240.018,2,0.880710026,7,10000,10000,67,8_7,0.611,0.611,click,52,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,250225,250.225,1,5.382322351,1,7.43664966,5.382322351,66,5_4,10.207,10.207,click,53,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,253231,253.231,2,11.61111111,0,11.61111111,-10000,65,3_2,3.006,3.006,click,54,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,259538,259.538,,,,,,,,6.307,6.307,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,269013,269.013,1,5.74844101,1,7.43664966,5.74844101,68,6_5,9.475,15.782,reset,55,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,270397,270.397,2,6.500160139,4,10000,10000,67,5_4,1.384,1.384,click,56,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,271047,271.047,1,-10000,1,14.58270643,-10000,66,8_8,0.65,0.65,click,57,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,273376,273.376,,,,,,,,2.329,2.329,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,274206,274.206,1,5.74844101,1,7.43664966,5.74844101,68,6_5,0.83,3.159,reset,58,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,275461,275.461,2,6.500160139,4,10000,10000,67,5_4,1.255,1.255,click,59,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,283190,283.19,,,,,,,,7.729,7.729,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,285745,285.745,1,5.74844101,1,7.43664966,5.74844101,68,6_5,2.555,10.284,reset,60,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,286622,286.622,2,10000,0,10000,10000,67,9_4,0.877,0.877,click,61,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,287296,287.296,1,-10000,0,-10000,-10000,66,9_8,0.674,0.674,click,62,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,288188,288.188,2,9.468913913,2,10000,22.890839,65,5_4,0.892,0.892,click,63,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,290777,290.777,,,,,,,,2.589,2.589,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,293723,293.723,1,5.74844101,1,7.43664966,5.74844101,68,6_5,2.946,5.535,reset,64,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,294396,294.396,2,10000,0,10000,10000,67,9_4,0.673,0.673,click,65,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,295288,295.288,1,-10000,0,-10000,-10000,66,9_8,0.892,0.892,click,66,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,302170,302.17,2,10000,0,10000,22.890839,65,9_3,6.882,6.882,click,67,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,302769,302.769,,,,,,,,0.599,0.599,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,303391,303.391,1,0,37,7.43664966,5.74844101,68,9_8,0.622,1.221,reset,68,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,305614,305.614,2,1.555130385,3,22.890839,10.05195011,67,9_4,2.223,2.223,click,69,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,306452,306.452,1,0,0,0,-10000,66,9_3,0.838,0.838,click,70,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,312616,312.616,2,0.643282313,14,22.890839,10.05195011,65,8_7,6.164,6.164,click,71,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,315102,315.102,1,3.532020958,1,7.43664966,3.532020958,64,6_5,2.486,2.486,click,72,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,318891,318.891,2,4.729773712,3,22.890839,6.780839002,63,5_4,3.789,3.789,click,73,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,320402,320.402,1,-10000,1,14.58270643,-10000,62,6_6,1.511,1.511,click,74,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,324718,324.718,,,,,,,,4.316,4.316,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,326030,326.03,1,0,37,7.43664966,5.74844101,68,9_4,1.312,5.628,reset,75,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,328276,328.276,2,1.0625,6,22.890839,10.05195011,67,9_8,2.246,2.246,click,76,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,329420,329.42,1,0,0,0,-10000,66,9_9,1.144,1.144,click,77,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,332726,332.726,2,1.083021542,6,22.890839,10.11445011,65,8_5,3.306,3.306,click,78,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,335875,335.875,,,,,,,,3.149,3.149,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,337617,337.617,1,0,37,7.43664966,5.74844101,68,9_8,1.742,4.891,reset,79,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,338648,338.648,2,1.555130385,3,22.890839,10.05195011,67,9_4,1.031,1.031,click,80,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,339519,339.519,1,-10000,1,0,-10000,66,8_7,0.871,0.871,click,81,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,342747,342.747,,,,,,,,3.228,3.228,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,343307,343.307,1,0,37,7.43664966,5.74844101,68,9_8,0.56,3.788,reset,82,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,343847,343.847,2,0,34,22.890839,10.05195011,67,9_3,0.54,0.54,click,83,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,344869,344.869,,,,,,,,1.022,1.022,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,345338,345.338,1,0,37,7.43664966,5.74844101,68,9_8,0.469,1.491,reset,84,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,345957,345.957,2,1.555130385,3,22.890839,10.05195011,67,9_4,0.619,0.619,click,85,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,347699,347.699,1,0,0,0,-10000,66,9_3,1.742,1.742,click,86,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,352849,352.849,2,22.890839,0,22.890839,10.05195011,65,4_4,5.15,5.15,click,87,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,353295,353.295,1,16.4440438,0,16.4440438,-10000,64,5_4,0.446,0.446,click,88,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,356263,356.263,2,5.846359102,1,28.13811791,5.846359102,63,6_5,2.968,2.968,click,89,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,363151,363.151,1,0.519557823,37,7.43664966,4.758849206,62,8_7,6.888,6.888,click,90,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,365426,365.426,,,,,,,,2.275,2.275,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,372950,372.95,1,1.182428182,17,7.43664966,5.74844101,68,6_2,7.524,9.799,reset,91,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,373479,373.479,2,10000,0,10000,10000,67,9_4,0.529,0.529,click,92,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,377087,377.087,,,,,,,,3.608,3.608,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,378336,378.336,1,0,37,7.43664966,5.74844101,68,9_4,1.249,4.857,reset,93,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,380707,380.707,2,1.0625,6,22.890839,10.05195011,67,9_8,2.371,2.371,click,94,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,381574,381.574,1,0,0,0,-10000,66,9_9,0.867,0.867,click,95,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,385819,385.819,2,22.890839,0,22.890839,10.11445011,65,4_4,4.245,4.245,click,96,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,387185,387.185,1,16.29620131,0,16.29620131,-10000,64,5_4,1.366,1.366,click,97,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,390531,390.531,2,0.847064431,15,28.21839569,5.509450113,63,7_2,3.346,3.346,click,98,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,393018,393.018,1,1.107692744,26,10000,11.53437923,62,8_3,2.487,2.487,click,99,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,393683,393.683,,,,,,,,0.665,0.665,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,394342,394.342,1,1.540058568,14,7.43664966,5.74844101,68,7_2,0.659,1.324,reset,100,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,397914,397.914,2,22.890839,2,10000,10000,67,4_4,3.572,3.572,click,101,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,399377,399.377,1,16.59096841,0,16.59096841,-10000,66,5_4,1.463,1.463,click,102,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,399968,399.968,,,,,,,,0.591,0.591,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,400730,400.73,1,0,37,7.43664966,5.74844101,68,9_4,0.762,1.353,reset,103,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,401663,401.663,2,1.0625,6,22.890839,10.05195011,67,9_8,0.933,0.933,click,104,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,401982,401.982,1,0,0,0,-10000,66,9_9,0.319,0.319,click,105,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,402772,402.772,,,,,,,,0.79,0.79,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,403520,403.52,1,0,37,7.43664966,5.74844101,68,9_8,0.748,1.538,reset,106,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,404026,404.026,2,0,34,22.890839,10.05195011,67,9_9,0.506,0.506,click,107,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,405141,405.141,,,,,,,,1.115,1.115,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,405788,405.788,1,0,37,7.43664966,5.74844101,68,9_8,0.647,1.762,reset,108,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,406242,406.242,2,1.555130385,3,22.890839,10.05195011,67,9_4,0.454,0.454,click,109,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,410070,410.07,1,0,0,0,-10000,66,9_3,3.828,3.828,click,110,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,417507,417.507,2,0,36,22.890839,10.05195011,65,6_5,7.437,7.437,click,111,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,419318,419.318,,,,,,,,1.811,1.811,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,420401,420.401,1,0,37,7.43664966,5.74844101,68,9_8,1.083,2.894,reset,112,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,420936,420.936,2,1.555130385,3,22.890839,10.05195011,67,9_4,0.535,0.535,click,113,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,421397,421.397,1,0,0,0,-10000,66,9_3,0.461,0.461,click,114,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,423701,423.701,2,22.890839,0,22.890839,10.05195011,65,4_4,2.304,2.304,click,115,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,425116,425.116,1,16.4440438,0,16.4440438,-10000,64,5_4,1.415,1.415,click,116,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,430895,430.895,2,2.846111111,3,28.13811791,5.846359102,63,4_7,5.779,5.779,click,117,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,432179,432.179,1,11.61300454,0,11.61300454,-10000,62,4_8,1.284,1.284,click,118,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,443688,443.688,,,,,,,,11.509,11.509,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,456586,456.586,1,1.585226757,13,7.43664966,5.74844101,68,4_8,12.898,24.407,reset,119,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,457916,457.916,2,10000,0,10000,10000,67,9_8,1.33,1.33,click,120,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,459289,459.289,,,,,,,,1.373,1.373,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,464134,464.134,1,1.982984207,10,7.43664966,5.74844101,68,4_4,4.845,6.218,reset,121,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,464900,464.9,2,10000,0,10000,10000,67,9_4,0.766,0.766,click,122,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,465481,465.481,1,-10000,0,-10000,-10000,66,9_8,0.581,0.581,click,123,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,466381,466.381,2,10000,0,10000,5.54111678,65,9_3,0.9,0.9,click,124,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,467721,467.721,,,,,,,,1.34,1.34,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,469096,469.096,1,1.982984207,10,7.43664966,5.74844101,68,4_4,1.375,2.715,reset,125,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,471496,471.496,2,10000,0,10000,10000,67,9_4,2.4,2.4,click,126,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,472972,472.972,1,-10000,0,-10000,-10000,66,9_3,1.476,1.476,click,127,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,474798,474.798,,,,,,,,1.826,1.826,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,475631,475.631,1,0,37,7.43664966,5.74844101,68,9_4,0.833,2.659,reset,128,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,476404,476.404,,,,,,,,0.773,0.773,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,477191,477.191,1,0,37,7.43664966,5.74844101,68,9_4,0.787,1.56,reset,129,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,477605,477.605,2,1.0625,6,22.890839,10.05195011,67,9_8,0.414,0.414,click,130,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,477966,477.966,1,0,0,0,-10000,66,9_9,0.361,0.361,click,131,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,478956,478.956,,,,,,,,0.99,0.99,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,479709,479.709,1,0,37,7.43664966,5.74844101,68,9_4,0.753,1.743,reset,132,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,480069,480.069,2,1.0625,6,22.890839,10.05195011,67,9_8,0.36,0.36,click,133,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,480375,480.375,1,0,0,0,-10000,66,9_9,0.306,0.306,click,134,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,483549,483.549,2,22.890839,0,22.890839,10.11445011,65,4_4,3.174,3.174,click,135,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,484048,484.048,1,16.29620131,0,16.29620131,-10000,64,5_4,0.499,0.499,click,136,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,495698,495.698,2,3.423534564,2,28.21839569,5.509450113,63,6_5,11.65,11.65,click,137,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,496308,496.308,1,0.700380758,28,7.43664966,5.291910431,62,4_7,0.61,0.61,click,138,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,503516,503.516,,,,,,,,7.208,7.208,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,516112,516.112,1,1.540058568,14,7.43664966,5.74844101,68,7_2,12.596,19.804,reset,139,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,516962,516.962,2,10000,0,10000,10000,67,9_4,0.85,0.85,click,140,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,517290,517.29,1,-10000,0,-10000,-10000,66,9_3,0.328,0.328,click,141,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,521291,521.291,2,0.267777778,26,10000,22.890839,65,8_3,4.001,4.001,click,142,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,522728,522.728,,,,,,,,1.437,1.437,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,523755,523.755,1,0,37,7.43664966,5.74844101,68,9_4,1.027,2.464,reset,143,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,524810,524.81,,,,,,,,1.055,1.055,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,527795,527.795,1,1.540058568,14,7.43664966,5.74844101,68,7_2,2.985,4.04,reset,144,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,528461,528.461,2,10000,0,10000,10000,67,9_4,0.666,0.666,click,145,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,543197,543.197,,,,,,,,14.736,14.736,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,546297,546.297,1,1.982984207,10,7.43664966,5.74844101,68,4_4,3.1,17.836,reset,146,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,549353,549.353,,,,,,,,3.056,3.056,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,551922,551.922,1,0.718021542,25,7.43664966,5.74844101,68,4_7,2.569,5.625,reset,147,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,554098,554.098,,,,,,,,2.176,2.176,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,555035,555.035,1,1.182428182,17,7.43664966,5.74844101,68,6_2,0.937,3.113,reset,148,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,556318,556.318,2,10000,0,10000,10000,67,9_4,1.283,1.283,click,149,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,556764,556.764,1,-10000,0,-10000,-10000,66,9_2,0.446,0.446,click,150,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,557605,557.605,,,,,,,,0.841,0.841,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,558166,558.166,1,1.182428182,17,7.43664966,5.74844101,68,6_2,0.561,1.402,reset,151,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,558564,558.564,2,10000,0,10000,10000,67,9_4,0.398,0.398,click,152,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,560741,560.741,1,-10000,0,-10000,-10000,66,9_3,2.177,2.177,click,153,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,562639,562.639,,,,,,,,1.898,1.898,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,563126,563.126,1,0,37,7.43664966,5.74844101,68,9_4,0.487,2.385,reset,154,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,563637,563.637,2,1.0625,6,22.890839,10.05195011,67,9_8,0.511,0.511,click,155,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,564390,564.39,1,0,0,0,-10000,66,9_9,0.753,0.753,click,156,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,564975,564.975,2,0.3075,22,22.890839,10.11445011,65,8_8,0.585,0.585,click,157,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,566671,566.671,,,,,,,,1.696,1.696,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,567118,567.118,1,0,37,7.43664966,5.74844101,68,9_4,0.447,2.143,reset,158,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,568082,568.082,2,1.0625,6,22.890839,10.05195011,67,9_8,0.964,0.964,click,159,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,568969,568.969,1,0,0,0,-10000,66,9_9,0.887,0.887,click,160,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,571256,571.256,2,22.890839,0,22.890839,10.11445011,65,4_4,2.287,2.287,click,161,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,580353,580.353,1,-10000,1,16.29620131,-10000,64,4_7,9.097,9.097,click,162,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,reset,1.5136E+12,582871,582.871,,,,,,,,2.518,2.518,click,,,,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,584086,584.086,1,0,37,7.43664966,5.74844101,68,9_4,1.215,3.733,reset,163,1,TRUE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,584729,584.729,2,1.0625,6,22.890839,10.05195011,67,9_8,0.643,0.643,click,164,2,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,585208,585.208,1,0,0,0,-10000,66,9_9,0.479,0.479,click,165,3,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,586258,586.258,2,22.890839,0,22.890839,10.11445011,65,4_4,1.05,1.05,click,166,4,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,586785,586.785,1,16.29620131,0,16.29620131,-10000,64,5_4,0.527,0.527,click,167,5,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,593616,593.616,2,2.846111111,3,28.21839569,5.509450113,63,4_7,6.831,6.831,click,168,6,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,594032,594.032,1,-10000,1,11.61300454,-10000,62,6_5,0.416,0.416,click,169,7,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,597648,597.648,2,4.051950113,4,10000,23.23172902,61,7_7,3.616,3.616,click,170,8,FALSE,1.5136E+12
89cbc391,10_easy_full,10,easy,full,wrong,click,1.5136E+12,599418,599.418,1,10000,0,10000,10000,60,8_7,1.77,1.77,click,171,9,FALSE,1.5136E+12
8de6a2af,10_easy_full,10,easy,full,wrong,click,1.51229E+12,59297,59.297,1,7.43664966,0,7.43664966,5.74844101,68,4_9,59.257,0,,1,1,TRUE,1.51229E+12
