userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,scoreByDeltaScore,deltaScoreByScore,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
94abbfb2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,40583,,0.5,,,,,-10.5,,-21,-1,,2.053,2.053,click,,3,,1.51E+12
94abbfb2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,111243,,10000,,,,,0,,0,1,,3.753,3.753,click,,5,,1.51E+12
96afd320,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,298656,,10000,,,,,0,,0,1,,91.621,91.621,click,,5,,1.51E+12
9db10b00,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,198719,,10000,,,,,9980.5,,0.99805,1,,9.759,9.759,click,,3,,1.51E+12
9db10b00,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,374889,,10000,,,,,0,,0,1,,161.499,161.499,click,,5,,1.51E+12
b7e510d3,6_easy_pruned,6,easy,pruned,6easy,wrong,reset,1.51E+12,57991,,10000,,,,,9980.5,,0.99805,1,,12.812,12.812,click,,3,,1.51E+12
b7e510d3,6_easy_pruned,6,easy,pruned,6easy,wrong,reset,1.51E+12,119747,,10000,,,,,9980.5,,0.99805,1,,50.148,50.148,click,,3,,1.51E+12
c0cbeef2,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,299314,,10000,,,,,0,,0,1,,165.992,165.992,click,,5,,1.51E+12
c8afed22,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,81225,,5.25,,,,,4.11,,0.782857143,1,,3.196,3.196,click,,4,,1.51E+12
c8afed22,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,202288,,0.25,,,,,-1.083333333,,-4.333333332,-1,,8.29,8.29,click,,12,,1.51E+12
c8afed22,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,625451,,10000,,,,,9989,,0.9989,1,,195.139,195.139,click,,5,,1.51E+12
c9c757af,6_easy_pruned,6,easy,pruned,6easy,solvedCorrect,reset,1.51E+12,164235,,10000,,,,,0,,0,1,,113.598,113.598,click,,5,,1.51E+12
dcfbe5af,6_easy_pruned,6,easy,pruned,6easy,wrong,reset,1.51E+12,166662,,0.25,,,,,-0.89,,-3.56,-1,,6.377,6.377,click,,4,,1.51E+12
dcfbe5af,6_easy_pruned,6,easy,pruned,6easy,wrong,reset,1.51E+12,245981,,10000,,,,,-18.36,,-0.001836,-1,,36.66,36.66,click,,4,,1.51E+12
ddb7456a,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,80125,,-10000,,,,,-10001.64,,1.000164,-1,,3.898,3.898,click,,3,,1.51E+12
ddb7456a,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,162824,,10000,,,,,0,,0,1,,52.822,52.822,click,,5,,1.51E+12
dfa705b9,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,149710,,11,,,,,-8.5,,-0.772727273,-1,,2.949,2.949,click,,4,,1.51E+12
dfa705b9,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,241511,,0.5,,,,,0.5,,1,1,,2.257,2.257,click,,5,,1.51E+12
dfa705b9,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,333871,,-10000,,,,,0,,0,1,,1.813,1.813,click,,6,,1.51E+12
dfa705b9,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,383316,,0.25,,,,,-10.75,,-43,-1,,2.269,2.269,click,,5,,1.51E+12
dfa705b9,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,458787,,10000,,,,,0,,0,1,,11.339,11.339,click,,5,,1.51E+12
dfa705b9,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,551324,,10000,,,,,0,,0,1,,84.298,84.298,click,,5,,1.51E+12
e1b100ae,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,106939,,10000,,,,,0,,0,1,,6.852,6.852,click,,5,,1.51E+12
e1b100ae,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,131300,,11,,,,,0.86,,0.078181818,1,,2.496,2.496,click,,6,,1.51E+12
e1b100ae,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,156344,,1,,,,,-9.14,,-9.14,-1,,1.552,1.552,click,,7,,1.51E+12
e1b100ae,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,179851,,1.333333333,,,,,-18.16666667,,-13.62500001,-1,,5.937,5.937,click,,3,,1.51E+12
e1b100ae,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,214180,,0.5,,,,,-10.5,,-21,-1,,4.061,4.061,click,,4,,1.51E+12
edbbcb60,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,276868,,10000,,,,,9989,,0.9989,1,,3.369,3.369,click,,3,,1.51E+12
edbbcb60,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,302857,,-10000,,,,,0,,0,1,,2.3,2.3,click,,6,,1.51E+12
edbbcb60,6_easy_pruned,6,easy,pruned,6easy,validatedCorrect,reset,1.51E+12,338318,,0.5,,,,,0.138888889,,0.277777778,1,,1.53,1.53,click,,3,,1.51E+12
16ead0a0,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,41074,,1.789564901,,,,,10001.78956,,5588.950451,1,,1.08,1.08,click,,11,,1.51E+12
20a4fec4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,227855,,-10000,,,,,-10002.47668,,1.000247668,-1,,3.184,3.184,click,,3,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,65225,,11.67532927,,,,,8.618974393,,0.738221098,1,,3.123,3.123,click,,7,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,91145,,11,,,,,10.44444444,,0.949494949,1,,10.052,10.052,click,,3,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,110269,,1.389070764,,,,,0.833515209,,0.600052374,1,,3.793,3.793,click,,4,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,139038,,1.173004535,,,,,-1.283443391,,-1.094150408,-1,,2.474,2.474,click,,4,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,200012,,13.22222222,,,,,12.86111111,,0.972689076,1,,7.848,7.848,click,,6,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,322504,,0.555555556,,,,,-0.162465986,,-0.292438775,-1,,16.437,16.437,click,,4,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,376530,,0.731111111,,,,,-1.016581633,,-1.3904612,-1,,31.552,31.552,click,,6,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,409255,,14.4599041,,,,,10.47380432,,0.724334287,1,,10.069,10.069,click,,7,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,453199,,10000,,,,,0,,0,1,,13.587,13.587,click,,7,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,489468,,-10000,,,,,0,,0,1,,3.839,3.839,click,,6,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,516395,,11,,,,,10.17587114,,0.925079195,1,,8.225,8.225,click,,6,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,548812,,-10000,,,,,0,,0,1,,1.058,1.058,click,,5,,1.51E+12
23b6924e,10_easy_full,10,easy,full,10easy,solvedCorrect,reset,1.51E+12,579359,,0.196388889,,,,,-3.130494606,,-15.9402837,-1,,1.605,1.605,click,,7,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,206654,,0.111111111,,,,,-12,,-108.0000001,-1,,5.473,5.473,click,,9,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,240076,,13.27795965,,,,,12.30573743,,0.926779246,1,,1.147,4.848,undo,,7,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,334348,,13.27795965,,,,,12.30573743,,0.926779246,1,,9.183,9.183,click,,8,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,386990,,0.721111111,,,,,-12.50111111,,-17.33590139,-1,,7.818,7.818,click,,5,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,452150,,13.27795965,,,,,12.30573743,,0.926779246,1,,12.036,12.036,click,,7,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,470612,,13.22222222,,,,,1.111111111,,0.084033613,1,,1.62,1.62,click,,3,,1.51E+12
26e680e4,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,503469,,1.379616391,,,,,-13.4384878,,-9.740742345,-1,,1.728,1.728,click,,5,,1.51E+12
2fe692a5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,233657,,10000,,,,,9965.617171,,0.996561717,1,,80.247,80.247,click,,5,,1.51E+12
31b4fc9e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,151422,,14.74957483,,,,,1.527352608,,0.103552314,1,,16.487,16.487,click,,4,,1.51E+12
31b4fc9e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,220527,,0.972222222,,,,,-12.25,,-12.6,-1,,4.626,4.626,click,,6,,1.51E+12
31b4fc9e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,318062,,0.972222222,,,,,-11.13888889,,-11.45714286,-1,,10.339,10.339,click,,6,,1.51E+12
31b4fc9e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,352646,,13.22222222,,,,,-4.103316327,,-0.310334848,-1,,6.126,6.126,click,,4,,1.51E+12
31b4fc9e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,456540,,10000,,,,,9970.5,,0.99705,1,,77.65,77.65,click,,5,,1.51E+12
37bffc4e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,159567,,-10000,,,,,-10015.73795,,1.001573795,-1,,4.376,4.376,click,,5,,1.51E+12
37bffc4e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,209383,,3.286066699,,,,,3.286066699,,1,1,,10.364,10.364,click,,5,,1.51E+12
37bffc4e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,360143,,2.363004535,,,,,2.363004535,,1,1,,10.44,10.44,click,,7,,1.51E+12
37bffc4e,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,588877,,10000,,,,,0,,0,1,,68.21,68.21,click,,7,,1.51E+12
3ac5170c,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,106843,,13.22222222,,,,,-4.103316327,,-0.310334848,-1,,19.317,19.317,click,,4,,1.51E+12
3ac5170c,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,139878,,12.11111111,,,,,-1.111111111,,-0.091743119,-1,,18.512,18.512,click,,4,,1.51E+12
3ac5170c,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,167426,,0.111111111,,,,,-0.861111111,,-7.750000007,-1,,1.644,1.644,click,,7,,1.51E+12
3ac5170c,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,232959,,10000,,,,,0,,0,1,,42.7,42.7,click,,7,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,111629,,11.25,,,,,5.489812456,,0.487983329,1,,11.157,11.157,click,,6,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,156228,,10000,,,,,0,,0,1,,4.477,4.477,click,,9,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,190788,,1.175079365,,,,,-9998.824921,,-8509.063489,-1,,1.773,1.773,click,,10,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,245067,,0.641207483,,,,,-2.685676012,,-4.188466422,-1,,15.237,15.237,click,,6,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,276250,,4.281053919,,,,,3.290974554,,0.768729994,1,,7.532,7.532,click,,4,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,313985,,0.758237431,,,,,-11.96287368,,-15.7772133,-1,,2.731,2.731,click,,8,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,361105,,2.430539018,,,,,-0.896344477,,-0.368784237,-1,,1.236,1.236,click,,6,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,388249,,2.954427907,,,,,2.954427907,,1,1,,4.188,4.188,click,,4,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,411289,,2.992569436,,,,,1.788073502,,0.597504432,1,,2.74,2.74,click,,6,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,456120,,11,,,,,-1.111111111,,-0.101010101,-1,,2.3,2.3,click,,4,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,499627,,1.128817071,,,,,0.325517751,,0.288370684,1,,0.848,0.848,click,,5,,1.51E+12
55c68fc5,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,538951,,-10000,,,,,0,,0,1,,1.627,1.627,click,,6,,1.51E+12
56e6f5d2,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,238362,,3.532020958,,,,,3.532020958,,1,1,,7.528,7.528,click,,5,,1.51E+12
56e6f5d2,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,359803,,10000,,,,,9986.777778,,0.998677778,1,,24.293,24.293,click,,3,,1.51E+12
56e6f5d2,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,437106,,14.74957483,,,,,1.527352608,,0.103552314,1,,18.262,18.262,click,,4,,1.51E+12
56e6f5d2,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,461219,,-10000,,,,,-10001.54006,,1.000154006,-1,,7,7,click,,3,,1.51E+12
56e6f5d2,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,490089,,44.42366827,,,,,43.64589049,,0.982491816,1,,9.394,9.394,click,,3,,1.51E+12
58d72aaf,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,101035,,0.941337868,,,,,0.183004535,,0.19440898,1,,6.421,6.421,click,,6,,1.51E+12
58d72aaf,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,163786,,13.57049414,,,,,12.18142337,,0.897640369,1,,22.227,22.227,click,,5,,1.51E+12
58d72aaf,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,199055,,13.22222222,,,,,1.111111111,,0.084033613,1,,16.214,16.214,click,,4,,1.51E+12
58d72aaf,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,311088,,13.22222222,,,,,1.111111111,,0.084033613,1,,9.292,9.292,click,,4,,1.51E+12
5cd6bb63,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,151413,,-10000,,,,,-10000.45498,,1.000045498,-1,,2.46,2.46,click,,14,,1.51E+12
5cd6bb63,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,229489,,10000,,,,,9987.888889,,0.998788889,1,,36.559,36.559,click,,5,,1.51E+12
5cd6bb63,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,337667,,-10000,,,,,-10010.54403,,1.001054403,-1,,2.637,2.637,click,,14,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,93098,,14.80967308,,,,,-0.928280871,,-0.062680713,-1,,1.291,1.291,click,,6,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,182298,,15.73795395,,,,,13.02340086,,0.827515502,1,,18.54,18.54,click,,8,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,239836,,11.61300454,,,,,-5.229682037,,-0.450329802,-1,,7.709,7.709,click,,6,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,296862,,16.4440438,,,,,16.4440438,,1,1,,6.512,6.512,click,,6,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,330962,,6.281662407,,,,,3.819813395,,0.60808957,1,,9.696,9.696,click,,7,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,370679,,11.61300454,,,,,-4.83103926,,-0.416002529,-1,,18.382,18.382,click,,7,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,385385,,16.4440438,,,,,16.4440438,,1,1,,7.66,7.66,click,,5,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,408238,,16.57169827,,,,,16.57169827,,1,1,,13.857,13.857,click,,5,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,418473,,16.57169827,,,,,16.57169827,,1,1,,1.88,1.88,click,,4,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,451279,,-10000,,,,,-10004.7886,,1.00047886,-1,,1.069,1.069,click,,3,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,502505,,16.84268657,,,,,16.84268657,,1,1,,26.44,26.44,click,,4,,1.51E+12
6ac7311a,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,549496,,1.724115646,,,,,-14.84758262,,-8.611709229,-1,,11.866,11.866,click,,5,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,108815,,-10000,,,,,-20000,,2,-1,,10.298,10.298,click,,7,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,139048,,12.45833333,,,,,-14.94198124,,-1.199356354,-1,,5.834,5.834,click,,6,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,208614,,0.697188209,,,,,-4.694421735,,-6.733363638,-1,,5.74,5.74,click,,5,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,222792,,-10000,,,,,-10005.74844,,1.000574844,-1,,2.365,2.365,click,,3,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,259218,,-10000,,,,,-10000.77778,,1.000077778,-1,,3.11,3.11,click,,4,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,278994,,1.061491869,,,,,-14.67646208,,-13.82625954,-1,,5.465,5.465,click,,5,,1.51E+12
6cc4f8b6,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,293253,,10000,,,,,9987.888889,,0.998788889,1,,2.919,2.919,click,,3,,1.51E+12
6cd50fc7,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,98155,,14.58270643,,,,,8.83426542,,0.605804242,1,,5.352,5.352,click,,3,,1.51E+12
6cd50fc7,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,142987,,-10000,,,,,0,,0,1,,3.74,3.74,click,,10,,1.51E+12
6cd50fc7,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,194749,,0.395833333,,,,,-0.939620181,,-2.373777301,-1,,12.64,12.64,click,,5,,1.51E+12
6cd50fc7,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,234413,,0.0625,,,,,-0.298611111,,-4.777777776,-1,,3.112,3.112,click,,8,,1.51E+12
6cd50fc7,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,281353,,10000,,,,,9965.617171,,0.996561717,1,,7.038,7.038,click,,5,,1.51E+12
6cd50fc7,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,389863,,10000,,,,,9965.617171,,0.996561717,1,,94.084,94.084,click,,5,,1.51E+12
6dfbeafe,10_easy_full,10,easy,full,10easy,validatedCorrect,reset,1.51E+12,82724,,1.474115646,,,,,-15.8514229,,-10.75317459,-1,,4.087,4.087,click,,4,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,207266,,0.972222222,,,,,-12.25,,-12.6,-1,,1.01,7.145,undo,,5,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,268650,,3.692242047,,,,,1.086414382,,0.29424246,1,,1.589,1.589,click,,6,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,314575,,-10000,,,,,-10001.39795,,1.000139795,-1,,1.627,1.627,click,,4,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,356444,,-10000,,,,,-10000,,1,-1,,6.012,6.012,click,,3,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,421600,,-10000,,,,,-10003.37631,,1.000337631,-1,,2.024,2.024,click,,8,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,430535,,-10000,,,,,-10001.98298,,1.000198298,-1,,1.143,1.143,click,,4,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,479306,,11.61300454,,,,,-4.83103926,,-0.416002529,-1,,2.351,11.391,undo,,7,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,505578,,-10000,,,,,-10002.8358,,1.00028358,-1,,6.601,6.601,click,,3,,1.51E+12
70bffd4d,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,536920,,11.61300454,,,,,-4.83103926,,-0.416002529,-1,,4.596,4.596,click,,8,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,111277,,10000,,,,,9986.777778,,0.998677778,1,,6.504,6.504,click,,3,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,140412,,13.27795965,,,,,12.30573743,,0.926779246,1,,5.991,5.991,click,,6,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,159011,,0.855113379,,,,,-1.127870829,,-1.318972263,-1,,5.902,5.902,click,,3,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,191932,,12.11111111,,,,,-1.111111111,,-0.091743119,-1,,1.688,1.688,click,,6,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,220489,,29.5,,,,,28.02588435,,0.950029978,1,,10.57,10.57,click,,6,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,263777,,0.390408163,,,,,-0.113185941,,-0.289916943,-1,,3.394,3.394,click,,5,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,313851,,10.86934854,,,,,10.64712632,,0.979555148,1,,3.819,3.819,click,,8,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,340099,,0.669705215,,,,,-4.118890264,,-6.150303405,-1,,4.567,4.567,click,,4,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,376844,,-10000,,,,,0,,0,1,,4.537,4.537,click,,7,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,411138,,3.547273712,,,,,2.436234419,,0.68679065,1,,4.762,4.762,click,,7,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,459741,,2.215561224,,,,,1.696003401,,0.765496066,1,,3.426,3.426,click,,5,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,486645,,1.107335601,,,,,-9.892664399,,-8.933754491,-1,,2.375,2.375,click,,5,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,508068,,2.142887836,,,,,-4.336001053,,-2.023438175,-1,,6.377,6.377,click,,5,,1.51E+12
72caeffe,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,563497,,2.214540816,,,,,2.214540816,,1,1,,8.814,8.814,click,,5,,1.51E+12
75bbec9c,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,158190,,0.441944444,,,,,-1.541039763,,-3.486953584,-1,,5.035,5.035,click,,3,,1.51E+12
75bbec9c,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,205742,,12.11111111,,,,,12.04861111,,0.99483945,1,,3.848,3.848,click,,4,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,72181,,2.677239699,,,,,0.685521072,,0.256055172,1,,2.743,2.743,click,,8,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,101667,,-10000,,,,,-10002.17617,,1.000217617,-1,,3.404,3.404,click,,3,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,111965,,-10000,,,,,-10000,,1,-1,,1.584,1.584,click,,4,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,130935,,0.720391156,,,,,0.720391156,,1,1,,2.882,2.882,click,,6,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,147962,,0.913515209,,,,,-1.654982993,,-1.811664411,-1,,0.568,0.568,click,,6,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,158837,,3.477071979,,,,,1.494087771,,0.429697107,1,,4.476,4.476,click,,3,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,179418,,0.0625,,,,,-0.298611111,,-4.777777776,-1,,6.337,6.337,click,,5,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,196664,,0.503594104,,,,,-0.437743764,,-0.869239255,-1,,3.556,3.556,click,,5,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,219177,,2.971371882,,,,,1.860332589,,0.626085412,1,,4.727,4.727,click,,6,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,238848,,5.845663232,,,,,4.935878651,,0.844365892,1,,1.414,1.414,click,,3,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,259538,,14.81810419,,,,,9.069663185,,0.612066366,1,,6.307,6.307,click,,4,,1.51E+12
89cbc391,10_easy_full,10,easy,full,10easy,wrong,reset,1.51E+12,273376,,-10000,,,,,-10005.74844,,1.000574844,-1,,2.329,2.329,click,,3,,1.51E+12
