userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind,correctness,correct
b9bbc96c,10_medium_full,10,medium,full,blocking,10,100,0,0,0,0,1,0,0,solvedCorrect,0
b9bbef4c,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
b9e10f8b,10_easy_pruned,10,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
b9e512db,6_hard_pruned,6,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
bacbc468,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
bae515f2,6_hard_full,6,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
bca124ea,10_medium_full,10,medium,full,interaction_blind,10,100,0,0,0,0,0,1,0,solvedCorrect,0
bcdfd2df,6_hard_full,6,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
bcf51783,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
bdd7483e,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
bed50a1d,6_hard_full,6,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
bfabcc7d,10_medium_full,10,medium,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
c0cbeef2,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
c0dfd341,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
c2cbff2e,10_hard_pruned,10,hard,pruned,density,10,100,1,0,0,0,0,0,0,solvedCorrect,0
c3dfd812,10_easy_pruned,10,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
c6aad6d0,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
c6c100be,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
c7a67aab,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
c7c6f18d,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
c7fffe38,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
c8a4fa50,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
c8afed22,6_easy_pruned,6,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,solvedCorrect,0
c8c4f85a,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
c9c757af,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
cccfd3ac,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
cce7504c,10_hard_pruned,10,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
cceac8ca,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
cdc50047,10_easy_pruned,10,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
cdc514e1,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
ceafe698,10_easy_pruned,10,easy,pruned,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
cec10cc8,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
cefc077d,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
cfd6ff5a,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
cff10c9a,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
d0e6841e,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,validatedCorrect,1
d0f687f1,10_medium_pruned,10,medium,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
d1bbc1e6,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
d1cac84b,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
d2ac158a,10_hard_full,10,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
d2d73ea5,6_easy_pruned,6,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
d3b525de,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
d4cbca4e,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
d4fac87b,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
d5aff345,10_easy_pruned,10,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
d6b67ee1,6_easy_full,6,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
d6c10e9a,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
d6d500ab,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
d8aacc7a,10_medium_pruned,10,medium,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
d9e4f7e5,10_hard_pruned,10,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
d9fa7f02,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
daa11f50,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
dabbe6bb,6_easy_full,6,easy,full,non-linear,10,100,0,0,1,0,0,0,0,validatedCorrect,1
dacfd3d4,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
daefd33a,6_hard_pruned,6,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
daf74d3f,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
dbe71b15,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
dcc4f10e,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
dcfbe5af,6_easy_pruned,6,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,validatedCorrect,1
ddb7456a,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
dfa705b9,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
dfcbf407,6_hard_full,6,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
dfe6bee3,6_hard_full,6,hard,full,non-linear,10,100,0,0,1,0,0,0,0,solvedCorrect,0
e0a10efa,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
e0a737b6,6_hard_pruned,6,hard,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
e1b100ae,6_easy_pruned,6,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
e1b6994c,10_medium_pruned,10,medium,pruned,density,10,100,1,0,0,0,0,0,0,validatedCorrect,1
e1e500d7,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
e2b10de5,10_hard_pruned,10,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
e2bbe5e1,10_easy_pruned,10,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
e3a4effd,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
e5b69f84,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
e6abcdb2,10_easy_full,10,easy,full,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
e6efec72,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
e9b10766,10_medium_pruned,10,medium,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
e9bbf006,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
e9dbbf8a,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
eaaff660,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
eba732b3,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
ecefd3a0,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
edbbcb60,6_easy_pruned,6,easy,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
edbbea2c,6_easy_pruned,6,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,validatedCorrect,1
edf12206,10_hard_full,10,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
edfff93e,10_hard_pruned,10,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
eec719ce,10_easy_pruned,10,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
eec7360c,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
eefbf52d,10_medium_pruned,10,medium,pruned,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
efa7383d,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
efd4fa4a,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
efebc5bb,6_hard_full,6,hard,full,blocking,10,100,0,0,0,0,1,0,0,solvedCorrect,0
f0ebc21e,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
f1ebd0b7,6_hard_full,6,hard,full,interaction,10,100,0,0,0,1,0,0,0,wrong,0
f1fbe0de,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
f3dbeb7e,6_hard_full,6,hard,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
f3f4f4ae,10_hard_pruned,10,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
f4c4f33c,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
f5dac888,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
f6fbf6b1,6_hard_full,6,hard,full,linear,10,100,0,1,0,0,0,0,0,wrong,0
f6fbf7bf,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
f7ebbfe9,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
f8bbc519,6_hard_pruned,6,hard,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
f8e11654,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
f8efd664,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
f9c123d7,6_easy_full,6,easy,full,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
faafd1c6,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
fac10d6e,6_hard_full,6,hard,full,linear,10,100,0,1,0,0,0,0,0,wrong,0
fcaffad4,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
fcb764e3,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
fcf4f6d3,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
fda4f169,6_easy_full,6,easy,full,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
fdaa7ebb,6_hard_pruned,6,hard,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
fdc4f07b,10_easy_pruned,10,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
fedbec09,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0

